market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source
StatTrak™ Sawed-Off | Morris (Minimal Wear),USD,0.35,11.31,1.9,1.16,20,skinport
StatTrak™ Sawed-Off | Morris (Well-Worn),USD,0.12,0.29,0.19,0.18,13,skinport
StatTrak™ Sawed-Off | Orange DDPAT (Battle-Scarred),USD,32.86,32.86,32.86,32.86,1,skinport
StatTrak™ Sawed-Off | Orange DDPAT (Factory New),USD,668.87,668.87,668.87,668.87,1,skinport
StatTrak™ Sawed-Off | Orange DDPAT (Field-Tested),USD,24.0,34.61,28.79,28.26,4,skinport
StatTrak™ Sawed-Off | Origami (Battle-Scarred),USD,0.28,1.3,0.62,0.43,15,skinport
StatTrak™ Sawed-Off | Origami (Factory New),USD,1.02,22.12,4.64,2.12,26,skinport
StatTrak™ Sawed-Off | Origami (Field-Tested),USD,0.29,16.43,1.09,0.76,79,skinport
StatTrak™ Sawed-Off | Origami (Minimal Wear),USD,0.53,2.34,0.87,0.76,25,skinport
StatTrak™ Sawed-Off | Origami (Well-Worn),USD,0.35,1.19,0.61,0.57,10,skinport
StatTrak™ Sawed-Off | Serenity (Factory New),USD,12.9,35.2,21.12,18.19,4,skinport
StatTrak™ Sawed-Off | Serenity (Field-Tested),USD,3.79,5.89,4.61,4.68,14,skinport
StatTrak™ Sawed-Off | Serenity (Minimal Wear),USD,6.92,8.21,7.49,7.33,3,skinport
StatTrak™ Sawed-Off | Serenity (Well-Worn),USD,3.92,3.92,3.92,3.92,1,skinport
StatTrak™ Sawed-Off | Spirit Board (Battle-Scarred),USD,0.12,3.27,0.28,0.15,98,skinport
StatTrak™ Sawed-Off | Spirit Board (Factory New),USD,0.9,23.47,5.86,1.89,24,skinport
StatTrak™ Sawed-Off | Spirit Board (Field-Tested),USD,0.11,9.97,0.29,0.14,187,skinport
StatTrak™ Sawed-Off | Spirit Board (Minimal Wear),USD,0.22,7.51,0.7,0.32,98,skinport
StatTrak™ Sawed-Off | Spirit Board (Well-Worn),USD,0.11,2.04,0.15,0.13,124,skinport
StatTrak™ Sawed-Off | The Kraken (Factory New),USD,123.28,170.62,137.05,127.14,4,skinport
StatTrak™ Sawed-Off | The Kraken (Field-Tested),USD,84.64,84.64,84.64,84.64,1,skinport
StatTrak™ Sawed-Off | The Kraken (Minimal Wear),USD,86.03,99.73,91.73,90.58,4,skinport
StatTrak™ Sawed-Off | Wasteland Princess (Factory New),USD,77.5,77.5,77.5,77.5,1,skinport
StatTrak™ Sawed-Off | Wasteland Princess (Field-Tested),USD,16.85,17.77,17.41,17.61,3,skinport
StatTrak™ Sawed-Off | Wasteland Princess (Minimal Wear),USD,19.09,70.41,44.17,43.02,3,skinport
StatTrak™ Sawed-Off | Yorick (Battle-Scarred),USD,0.31,1.34,0.76,0.52,13,skinport
StatTrak™ Sawed-Off | Yorick (Factory New),USD,2.62,18.07,8.64,7.96,12,skinport
StatTrak™ Sawed-Off | Yorick (Field-Tested),USD,0.35,12.8,1.41,0.67,27,skinport
StatTrak™ Sawed-Off | Yorick (Minimal Wear),USD,0.86,48.65,5.88,1.16,12,skinport
StatTrak™ Sawed-Off | Yorick (Well-Worn),USD,0.33,0.48,0.39,0.36,6,skinport
StatTrak™ Sawed-Off | Zander (Battle-Scarred),USD,0.28,0.55,0.41,0.4,13,skinport
StatTrak™ Sawed-Off | Zander (Factory New),USD,7.83,52.81,25.84,21.37,4,skinport
StatTrak™ Sawed-Off | Zander (Field-Tested),USD,0.35,0.56,0.45,0.43,18,skinport
StatTrak™ Sawed-Off | Zander (Minimal Wear),USD,0.94,0.94,0.94,0.94,1,skinport
StatTrak™ Sawed-Off | Zander (Well-Worn),USD,0.32,4.81,0.67,0.42,18,skinport
StatTrak™ SCAR-20 | Assault (Battle-Scarred),USD,0.19,0.57,0.26,0.22,10,skinport
StatTrak™ SCAR-20 | Assault (Factory New),USD,0.93,48.11,4.26,2.19,54,skinport
StatTrak™ SCAR-20 | Assault (Field-Tested),USD,0.18,4.0,0.54,0.23,51,skinport
StatTrak™ SCAR-20 | Assault (Minimal Wear),USD,0.34,1.03,0.56,0.57,25,skinport
StatTrak™ SCAR-20 | Assault (Well-Worn),USD,0.39,0.63,0.46,0.41,4,skinport
StatTrak™ SCAR-20 | Bloodsport (Factory New),USD,31.68,176.02,66.88,46.93,14,skinport
StatTrak™ SCAR-20 | Bloodsport (Field-Tested),USD,12.23,23.46,20.34,23.45,7,skinport
StatTrak™ SCAR-20 | Bloodsport (Minimal Wear),USD,14.21,35.2,22.04,17.85,15,skinport
StatTrak™ SCAR-20 | Bloodsport (Well-Worn),USD,11.32,11.69,11.55,11.62,3,skinport
StatTrak™ SCAR-20 | Blueprint (Battle-Scarred),USD,0.32,6.45,3.53,3.72,10,skinport
StatTrak™ SCAR-20 | Blueprint (Factory New),USD,1.38,43.21,12.96,3.41,26,skinport
StatTrak™ SCAR-20 | Blueprint (Field-Tested),USD,0.25,12.91,5.74,2.85,104,skinport
StatTrak™ SCAR-20 | Blueprint (Minimal Wear),USD,0.53,15.49,5.59,1.89,56,skinport
StatTrak™ SCAR-20 | Blueprint (Well-Worn),USD,0.41,9.68,1.64,0.49,8,skinport
StatTrak™ SCAR-20 | Caged (Battle-Scarred),USD,0.23,1.17,0.41,0.26,7,skinport
StatTrak™ SCAR-20 | Caged (Factory New),USD,9.86,21.59,16.42,17.79,3,skinport
StatTrak™ SCAR-20 | Caged (Field-Tested),USD,0.33,1.29,0.61,0.42,22,skinport
StatTrak™ SCAR-20 | Caged (Minimal Wear),USD,0.66,2.35,0.95,0.83,11,skinport
StatTrak™ SCAR-20 | Caged (Well-Worn),USD,0.26,0.4,0.32,0.29,10,skinport
StatTrak™ SCAR-20 | Cardiac (Battle-Scarred),USD,11.55,11.55,11.55,11.55,1,skinport
StatTrak™ SCAR-20 | Cardiac (Field-Tested),USD,12.31,140.8,55.36,12.97,3,skinport
StatTrak™ SCAR-20 | Cardiac (Minimal Wear),USD,17.6,17.6,17.6,17.6,1,skinport
StatTrak™ SCAR-20 | Cardiac (Well-Worn),USD,11.14,11.14,11.14,11.14,1,skinport
StatTrak™ SCAR-20 | Crimson Web (Battle-Scarred),USD,4.58,151.38,52.0,7.96,5,skinport
StatTrak™ SCAR-20 | Crimson Web (Factory New),USD,89.18,89.18,89.18,89.18,1,skinport
StatTrak™ SCAR-20 | Crimson Web (Field-Tested),USD,4.21,76.81,13.3,5.84,13,skinport
StatTrak™ SCAR-20 | Crimson Web (Minimal Wear),USD,9.94,29.34,15.69,11.62,5,skinport
StatTrak™ SCAR-20 | Crimson Web (Well-Worn),USD,4.02,12.94,6.77,6.27,5,skinport
StatTrak™ SCAR-20 | Cyrex (Factory New),USD,140.82,217.74,170.54,153.06,3,skinport
StatTrak™ SCAR-20 | Cyrex (Field-Tested),USD,51.23,132.1,80.21,68.74,4,skinport
StatTrak™ SCAR-20 | Cyrex (Minimal Wear),USD,69.54,205.36,124.47,111.48,4,skinport
StatTrak™ SCAR-20 | Enforcer (Battle-Scarred),USD,1.02,5.44,1.97,1.4,11,skinport
StatTrak™ SCAR-20 | Enforcer (Factory New),USD,10.16,38.72,17.21,11.72,13,skinport
StatTrak™ SCAR-20 | Enforcer (Field-Tested),USD,1.08,26.86,3.9,1.5,57,skinport
StatTrak™ SCAR-20 | Enforcer (Minimal Wear),USD,2.24,3.41,2.7,2.55,27,skinport
StatTrak™ SCAR-20 | Enforcer (Well-Worn),USD,0.97,1.57,1.28,1.27,21,skinport
StatTrak™ SCAR-20 | Fragments (Battle-Scarred),USD,0.11,5.28,0.23,0.12,53,skinport
StatTrak™ SCAR-20 | Fragments (Factory New),USD,0.63,13.26,2.5,1.83,34,skinport
StatTrak™ SCAR-20 | Fragments (Field-Tested),USD,0.09,6.45,0.32,0.13,207,skinport
StatTrak™ SCAR-20 | Fragments (Minimal Wear),USD,0.21,5.44,0.48,0.25,129,skinport
StatTrak™ SCAR-20 | Fragments (Well-Worn),USD,0.12,0.81,0.29,0.19,10,skinport
StatTrak™ SCAR-20 | Green Marine (Battle-Scarred),USD,0.45,1.24,0.77,0.62,12,skinport
StatTrak™ SCAR-20 | Green Marine (Factory New),USD,3.97,21.3,8.09,4.59,9,skinport
StatTrak™ SCAR-20 | Green Marine (Field-Tested),USD,0.56,1.87,1.67,1.87,25,skinport
StatTrak™ SCAR-20 | Green Marine (Minimal Wear),USD,1.16,11.73,3.6,2.18,6,skinport
StatTrak™ SCAR-20 | Green Marine (Well-Worn),USD,1.49,1.5,1.49,1.49,3,skinport
StatTrak™ SCAR-20 | Grotto (Battle-Scarred),USD,0.57,1.02,0.77,0.68,7,skinport
StatTrak™ SCAR-20 | Grotto (Factory New),USD,1.46,35.03,7.39,2.16,12,skinport
StatTrak™ SCAR-20 | Grotto (Field-Tested),USD,0.66,8.18,1.46,0.74,24,skinport
StatTrak™ SCAR-20 | Grotto (Minimal Wear),USD,0.76,10.44,2.39,1.07,26,skinport
StatTrak™ SCAR-20 | Grotto (Well-Worn),USD,0.66,2.12,1.23,0.93,7,skinport
StatTrak™ SCAR-20 | Jungle Slipstream (Battle-Scarred),USD,0.33,11.36,2.19,0.99,7,skinport
StatTrak™ SCAR-20 | Jungle Slipstream (Factory New),USD,0.76,12.78,2.43,1.58,34,skinport
StatTrak™ SCAR-20 | Jungle Slipstream (Field-Tested),USD,0.16,1.6,0.36,0.26,41,skinport
StatTrak™ SCAR-20 | Jungle Slipstream (Minimal Wear),USD,0.29,12.32,1.17,0.43,40,skinport
StatTrak™ SCAR-20 | Jungle Slipstream (Well-Worn),USD,0.26,0.95,0.49,0.33,11,skinport
StatTrak™ SCAR-20 | Outbreak (Battle-Scarred),USD,0.4,1.87,0.81,0.48,4,skinport
StatTrak™ SCAR-20 | Outbreak (Factory New),USD,1.44,17.04,3.86,1.83,26,skinport
StatTrak™ SCAR-20 | Outbreak (Field-Tested),USD,0.28,1.37,0.49,0.41,33,skinport
StatTrak™ SCAR-20 | Outbreak (Minimal Wear),USD,0.72,10.19,1.56,0.89,18,skinport
StatTrak™ SCAR-20 | Outbreak (Well-Worn),USD,0.4,7.6,1.29,0.99,14,skinport
StatTrak™ SCAR-20 | Poultrygeist (Battle-Scarred),USD,0.11,7.1,0.57,0.56,60,skinport
StatTrak™ SCAR-20 | Poultrygeist (Factory New),USD,0.53,30.04,4.51,0.87,35,skinport
StatTrak™ SCAR-20 | Poultrygeist (Field-Tested),USD,0.08,1.65,0.18,0.13,316,skinport
StatTrak™ SCAR-20 | Poultrygeist (Minimal Wear),USD,0.21,4.96,0.5,0.28,112,skinport
StatTrak™ SCAR-20 | Poultrygeist (Well-Worn),USD,0.12,0.23,0.14,0.14,25,skinport
StatTrak™ SCAR-20 | Powercore (Battle-Scarred),USD,0.9,5.49,1.61,1.42,13,skinport
StatTrak™ SCAR-20 | Powercore (Factory New),USD,27.99,33.5,29.83,27.99,3,skinport
StatTrak™ SCAR-20 | Powercore (Field-Tested),USD,1.06,11.73,2.19,1.54,16,skinport
StatTrak™ SCAR-20 | Powercore (Minimal Wear),USD,2.25,8.45,4.66,4.37,10,skinport
StatTrak™ SCAR-20 | Powercore (Well-Worn),USD,1.08,1.82,1.46,1.51,8,skinport
StatTrak™ SCAR-20 | Torn (Factory New),USD,2.98,7.04,4.75,4.25,8,skinport
StatTrak™ SCAR-20 | Torn (Field-Tested),USD,1.02,2.7,1.69,1.35,10,skinport
StatTrak™ SCAR-20 | Torn (Minimal Wear),USD,1.48,4.17,2.68,2.76,15,skinport
StatTrak™ SCAR-20 | Torn (Well-Worn),USD,56.78,56.78,56.78,56.78,1,skinport
StatTrak™ SCAR-20 | Trail Blazer (Battle-Scarred),USD,0.25,0.31,0.27,0.25,3,skinport
StatTrak™ SCAR-20 | Trail Blazer (Factory New),USD,1.38,18.89,4.42,2.36,31,skinport
StatTrak™ SCAR-20 | Trail Blazer (Field-Tested),USD,0.27,1.27,0.42,0.33,37,skinport
StatTrak™ SCAR-20 | Trail Blazer (Minimal Wear),USD,0.6,11.01,1.36,0.66,17,skinport
StatTrak™ SCAR-20 | Trail Blazer (Well-Worn),USD,0.38,0.62,0.53,0.55,4,skinport
StatTrak™ SG 553 | Aerial (Battle-Scarred),USD,0.29,5.46,0.87,0.83,26,skinport
StatTrak™ SG 553 | Aerial (Factory New),USD,1.13,40.91,8.43,3.02,27,skinport
StatTrak™ SG 553 | Aerial (Field-Tested),USD,0.29,3.27,0.69,0.42,82,skinport
StatTrak™ SG 553 | Aerial (Minimal Wear),USD,0.54,21.8,1.6,0.8,52,skinport
StatTrak™ SG 553 | Aerial (Well-Worn),USD,0.35,1.33,0.94,1.33,21,skinport
StatTrak™ SG 553 | Aloha (Battle-Scarred),USD,0.15,0.53,0.26,0.23,8,skinport
StatTrak™ SG 553 | Aloha (Factory New),USD,1.7,24.36,7.85,6.03,31,skinport
StatTrak™ SG 553 | Aloha (Field-Tested),USD,0.18,8.21,0.69,0.25,51,skinport
StatTrak™ SG 553 | Aloha (Minimal Wear),USD,0.32,12.79,1.28,0.43,22,skinport
StatTrak™ SG 553 | Aloha (Well-Worn),USD,0.21,0.35,0.25,0.22,8,skinport
StatTrak™ SG 553 | Atlas (Battle-Scarred),USD,0.27,4.69,1.03,1.11,25,skinport
StatTrak™ SG 553 | Atlas (Factory New),USD,1.92,17.74,7.37,3.17,16,skinport
StatTrak™ SG 553 | Atlas (Field-Tested),USD,0.22,6.82,0.97,1.1,48,skinport
StatTrak™ SG 553 | Atlas (Minimal Wear),USD,0.59,189.47,10.58,0.81,20,skinport
StatTrak™ SG 553 | Atlas (Well-Worn),USD,2.95,107.54,31.06,6.88,4,skinport
StatTrak™ SG 553 | Colony IV (Factory New),USD,141.6,176.02,157.98,157.15,4,skinport
StatTrak™ SG 553 | Colony IV (Field-Tested),USD,19.01,117.35,36.78,25.23,15,skinport
StatTrak™ SG 553 | Colony IV (Minimal Wear),USD,39.84,352.04,99.5,51.32,6,skinport
StatTrak™ SG 553 | Colony IV (Well-Worn),USD,20.44,21.11,20.78,20.78,2,skinport
StatTrak™ SG 553 | Cyberforce (Battle-Scarred),USD,0.09,2.35,0.2,0.13,105,skinport
StatTrak™ SG 553 | Cyberforce (Factory New),USD,1.1,34.96,4.81,3.03,35,skinport
StatTrak™ SG 553 | Cyberforce (Field-Tested),USD,0.11,6.45,0.2,0.14,232,skinport
StatTrak™ SG 553 | Cyberforce (Minimal Wear),USD,0.26,10.0,1.23,0.95,50,skinport
StatTrak™ SG 553 | Cyberforce (Well-Worn),USD,0.11,1.09,0.15,0.13,102,skinport
StatTrak™ SG 553 | Cyrex (Battle-Scarred),USD,12.81,35.2,26.83,32.11,6,skinport
StatTrak™ SG 553 | Cyrex (Factory New),USD,61.02,1303.85,266.86,71.44,7,skinport
StatTrak™ SG 553 | Cyrex (Field-Tested),USD,12.66,61.61,22.68,18.27,16,skinport
StatTrak™ SG 553 | Cyrex (Minimal Wear),USD,21.19,246.25,46.36,23.47,11,skinport
StatTrak™ SG 553 | Cyrex (Well-Worn),USD,12.53,35.2,20.44,17.0,4,skinport
StatTrak™ SG 553 | Danger Close (Battle-Scarred),USD,0.15,4.42,0.54,0.21,32,skinport
StatTrak™ SG 553 | Danger Close (Factory New),USD,1.22,22.72,4.56,2.8,25,skinport
StatTrak™ SG 553 | Danger Close (Field-Tested),USD,0.14,4.69,0.53,0.36,204,skinport
StatTrak™ SG 553 | Danger Close (Minimal Wear),USD,0.41,3.86,1.06,0.54,35,skinport
StatTrak™ SG 553 | Danger Close (Well-Worn),USD,0.27,0.36,0.31,0.29,9,skinport
StatTrak™ SG 553 | Darkwing (Battle-Scarred),USD,1.06,22.17,2.72,1.5,19,skinport
StatTrak™ SG 553 | Darkwing (Factory New),USD,16.42,704.08,179.54,22.18,5,skinport
StatTrak™ SG 553 | Darkwing (Field-Tested),USD,1.16,31.23,1.97,1.35,71,skinport
StatTrak™ SG 553 | Darkwing (Minimal Wear),USD,3.05,9.38,4.49,3.84,14,skinport
StatTrak™ SG 553 | Darkwing (Well-Worn),USD,0.99,5.97,1.71,1.13,29,skinport
StatTrak™ SG 553 | Dragon Tech (Battle-Scarred),USD,0.7,23.46,3.39,0.97,36,skinport
StatTrak™ SG 553 | Dragon Tech (Factory New),USD,3.86,173.67,16.5,10.56,48,skinport
StatTrak™ SG 553 | Dragon Tech (Field-Tested),USD,0.69,26.4,1.19,0.79,152,skinport
StatTrak™ SG 553 | Dragon Tech (Minimal Wear),USD,1.41,44.71,6.29,2.09,17,skinport
StatTrak™ SG 553 | Dragon Tech (Well-Worn),USD,0.69,2.35,1.13,1.13,15,skinport
StatTrak™ SG 553 | Heavy Metal (Battle-Scarred),USD,0.36,6.82,1.06,0.46,34,skinport
StatTrak™ SG 553 | Heavy Metal (Factory New),USD,3.58,68.18,9.32,4.81,16,skinport
StatTrak™ SG 553 | Heavy Metal (Field-Tested),USD,0.43,16.86,1.0,0.49,75,skinport
StatTrak™ SG 553 | Heavy Metal (Minimal Wear),USD,0.74,2.42,1.06,0.87,50,skinport
StatTrak™ SG 553 | Heavy Metal (Well-Worn),USD,0.35,14.36,0.65,0.42,86,skinport
StatTrak™ SG 553 | Ol' Rusty (Battle-Scarred),USD,0.11,5.16,0.23,0.13,69,skinport
StatTrak™ SG 553 | Ol' Rusty (Factory New),USD,0.59,11.81,2.23,1.87,74,skinport
StatTrak™ SG 553 | Ol' Rusty (Field-Tested),USD,0.11,6.45,0.27,0.14,391,skinport
StatTrak™ SG 553 | Ol' Rusty (Minimal Wear),USD,0.2,15.84,0.79,0.23,167,skinport
StatTrak™ SG 553 | Ol' Rusty (Well-Worn),USD,0.12,0.99,0.18,0.14,35,skinport
StatTrak™ SG 553 | Phantom (Battle-Scarred),USD,1.21,8.21,2.45,1.6,16,skinport
StatTrak™ SG 553 | Phantom (Factory New),USD,4.26,100.01,17.63,9.04,19,skinport
StatTrak™ SG 553 | Phantom (Field-Tested),USD,1.41,34.35,4.37,1.82,34,skinport
StatTrak™ SG 553 | Phantom (Minimal Wear),USD,1.76,88.08,5.12,2.31,33,skinport
StatTrak™ SG 553 | Phantom (Well-Worn),USD,1.33,5.59,2.07,1.68,14,skinport
StatTrak™ SG 553 | Pulse (Battle-Scarred),USD,4.28,193.03,39.51,8.37,6,skinport
StatTrak™ SG 553 | Pulse (Field-Tested),USD,4.68,2228.41,88.69,5.75,56,skinport
StatTrak™ SG 553 | Pulse (Minimal Wear),USD,14.32,158.91,43.35,29.31,25,skinport
StatTrak™ SG 553 | Pulse (Well-Worn),USD,4.72,10.77,6.61,5.44,5,skinport
StatTrak™ SG 553 | Tiger Moth (Battle-Scarred),USD,1.9,6.07,2.96,2.58,13,skinport
StatTrak™ SG 553 | Tiger Moth (Factory New),USD,11.72,18.89,15.91,18.75,7,skinport
StatTrak™ SG 553 | Tiger Moth (Field-Tested),USD,2.38,124.38,7.99,2.96,34,skinport
StatTrak™ SG 553 | Tiger Moth (Minimal Wear),USD,4.89,11.73,7.62,7.44,12,skinport
StatTrak™ SG 553 | Tiger Moth (Well-Worn),USD,1.91,64.54,9.75,2.91,10,skinport
StatTrak™ SG 553 | Triarch (Battle-Scarred),USD,1.06,1.97,1.46,1.38,14,skinport
StatTrak™ SG 553 | Triarch (Factory New),USD,9.32,70.98,40.16,40.16,2,skinport
StatTrak™ SG 553 | Triarch (Field-Tested),USD,0.96,1.95,1.34,1.26,24,skinport
StatTrak™ SG 553 | Triarch (Minimal Wear),USD,2.05,4.76,2.95,2.69,5,skinport
StatTrak™ SG 553 | Triarch (Well-Worn),USD,0.99,2.08,1.26,1.2,24,skinport
StatTrak™ SG 553 | Ultraviolet (Battle-Scarred),USD,22.28,177.45,61.54,26.87,7,skinport
StatTrak™ SG 553 | Ultraviolet (Factory New),USD,152.55,1173.46,462.49,261.95,4,skinport
StatTrak™ SG 553 | Ultraviolet (Field-Tested),USD,20.18,183.32,40.94,26.27,22,skinport
StatTrak™ SG 553 | Ultraviolet (Minimal Wear),USD,34.3,146.67,57.24,37.69,6,skinport
StatTrak™ SG 553 | Ultraviolet (Well-Worn),USD,20.88,70.41,36.22,26.81,4,skinport
StatTrak™ SG 553 | Wave Spray (Battle-Scarred),USD,8.12,8.51,8.37,8.41,4,skinport
StatTrak™ SG 553 | Wave Spray (Factory New),USD,51.68,51.68,51.68,51.68,1,skinport
StatTrak™ SG 553 | Wave Spray (Field-Tested),USD,5.42,105.6,29.84,7.28,9,skinport
StatTrak™ SG 553 | Wave Spray (Minimal Wear),USD,29.77,55.62,42.7,42.7,2,skinport
★ StatTrak™ Shadow Daggers,USD,133.77,250.48,192.13,192.13,2,skinport
★ StatTrak™ Shadow Daggers | Autotronic (Battle-Scarred),USD,107.25,130.54,118.9,118.9,2,skinport
★ StatTrak™ Shadow Daggers | Autotronic (Field-Tested),USD,93.88,140.8,115.74,114.14,4,skinport
★ StatTrak™ Shadow Daggers | Autotronic (Minimal Wear),USD,111.76,169.13,140.57,140.82,3,skinport
★ StatTrak™ Shadow Daggers | Autotronic (Well-Worn),USD,102.92,102.92,102.92,102.92,1,skinport
★ StatTrak™ Shadow Daggers | Black Laminate (Battle-Scarred),USD,124.63,124.63,124.63,124.63,1,skinport
★ StatTrak™ Shadow Daggers | Black Laminate (Field-Tested),USD,66.2,66.2,66.2,66.2,1,skinport
★ StatTrak™ Shadow Daggers | Black Laminate (Minimal Wear),USD,71.65,104.78,83.49,74.05,3,skinport
★ StatTrak™ Shadow Daggers | Black Laminate (Well-Worn),USD,99.37,119.71,109.54,109.54,2,skinport
★ StatTrak™ Shadow Daggers | Blue Steel (Well-Worn),USD,105.18,105.18,105.18,105.18,1,skinport
★ StatTrak™ Shadow Daggers | Bright Water (Factory New),USD,121.34,121.34,121.34,121.34,1,skinport
★ StatTrak™ Shadow Daggers | Bright Water (Field-Tested),USD,71.69,117.35,94.75,102.27,5,skinport
★ StatTrak™ Shadow Daggers | Bright Water (Minimal Wear),USD,130.79,130.79,130.79,130.79,1,skinport
★ StatTrak™ Shadow Daggers | Crimson Web (Field-Tested),USD,139.08,336.03,216.19,194.82,4,skinport
★ StatTrak™ Shadow Daggers | Crimson Web (Minimal Wear),USD,205.44,205.44,205.44,205.44,1,skinport
★ StatTrak™ Shadow Daggers | Damascus Steel (Factory New),USD,184.73,184.73,184.73,184.73,1,skinport
★ StatTrak™ Shadow Daggers | Damascus Steel (Field-Tested),USD,104.17,104.17,104.17,104.17,1,skinport
★ StatTrak™ Shadow Daggers | Damascus Steel (Minimal Wear),USD,149.76,149.76,149.76,149.76,1,skinport
★ StatTrak™ Shadow Daggers | Damascus Steel (Well-Worn),USD,102.42,102.42,102.42,102.42,1,skinport
★ StatTrak™ Shadow Daggers | Doppler (Factory New),USD,258.56,298.11,278.33,278.33,2,skinport
★ StatTrak™ Shadow Daggers | Doppler (Factory New),USD,296.32,302.75,299.54,299.54,2,skinport
★ StatTrak™ Shadow Daggers | Doppler (Factory New),USD,469.37,469.37,469.37,469.37,1,skinport
★ StatTrak™ Shadow Daggers | Doppler (Factory New),USD,438.48,586.72,490.78,468.95,4,skinport
★ StatTrak™ Shadow Daggers | Doppler (Factory New),USD,1135.66,1135.66,1135.66,1135.66,1,skinport
★ StatTrak™ Shadow Daggers | Fade (Factory New),USD,246.43,339.92,288.65,279.59,3,skinport
★ StatTrak™ Shadow Daggers | Forest DDPAT (Minimal Wear),USD,83.1,83.1,83.1,83.1,1,skinport
★ StatTrak™ Shadow Daggers | Freehand (Factory New),USD,110.73,153.41,132.07,132.07,2,skinport
★ StatTrak™ Shadow Daggers | Freehand (Field-Tested),USD,82.06,144.41,113.24,113.24,2,skinport
★ StatTrak™ Shadow Daggers | Freehand (Minimal Wear),USD,117.35,155.05,136.2,136.2,2,skinport
★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New),USD,158.42,225.32,187.2,182.53,4,skinport
★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New),USD,158.17,163.11,160.65,160.65,2,skinport
★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New),USD,148.23,148.23,148.23,148.23,1,skinport
★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New),USD,145.9,148.02,146.96,146.96,2,skinport
★ StatTrak™ Shadow Daggers | Gamma Doppler (Minimal Wear),USD,258.16,258.16,258.16,258.16,1,skinport
★ StatTrak™ Shadow Daggers | Lore (Battle-Scarred),USD,90.8,171.53,131.17,131.17,2,skinport
★ StatTrak™ Shadow Daggers | Lore (Factory New),USD,316.84,316.84,316.84,316.84,1,skinport
★ StatTrak™ Shadow Daggers | Lore (Field-Tested),USD,87.38,187.11,137.25,137.25,2,skinport
★ StatTrak™ Shadow Daggers | Lore (Minimal Wear),USD,122.72,638.36,380.54,380.54,2,skinport
★ StatTrak™ Shadow Daggers | Lore (Well-Worn),USD,90.36,184.35,133.28,125.14,3,skinport
★ StatTrak™ Shadow Daggers | Marble Fade (Factory New),USD,212.16,352.03,265.0,246.43,5,skinport
★ StatTrak™ Shadow Daggers | Rust Coat (Battle-Scarred),USD,112.77,112.77,112.77,112.77,1,skinport
★ StatTrak™ Shadow Daggers | Safari Mesh (Field-Tested),USD,90.27,90.27,90.27,90.27,1,skinport
★ StatTrak™ Shadow Daggers | Safari Mesh (Minimal Wear),USD,117.6,117.6,117.6,117.6,1,skinport
★ StatTrak™ Shadow Daggers | Scorched (Field-Tested),USD,70.4,129.77,100.08,100.08,2,skinport
StatTrak™ Tec-9 | Cut Out (Field-Tested),USD,9.09,9.09,9.09,9.09,1,skinport
★ StatTrak™ Shadow Daggers | Stained (Factory New),USD,365.42,365.42,365.42,365.42,1,skinport
★ StatTrak™ Shadow Daggers | Stained (Field-Tested),USD,106.76,110.93,108.85,108.85,2,skinport
★ StatTrak™ Shadow Daggers | Stained (Minimal Wear),USD,164.88,164.88,164.88,164.88,1,skinport
★ StatTrak™ Shadow Daggers | Tiger Tooth (Factory New),USD,128.1,316.82,212.73,223.49,9,skinport
★ StatTrak™ Shadow Daggers | Ultraviolet (Field-Tested),USD,76.28,128.22,98.68,91.52,3,skinport
★ StatTrak™ Shadow Daggers | Urban Masked (Field-Tested),USD,117.46,117.46,117.46,117.46,1,skinport
★ StatTrak™ Shadow Daggers | Urban Masked (Minimal Wear),USD,147.26,147.26,147.26,147.26,1,skinport
★ StatTrak™ Skeleton Knife,USD,387.24,584.39,472.43,496.86,5,skinport
★ StatTrak™ Skeleton Knife | Blue Steel (Minimal Wear),USD,342.55,348.21,345.39,345.39,2,skinport
★ StatTrak™ Skeleton Knife | Boreal Forest (Field-Tested),USD,149.09,265.88,223.02,254.09,3,skinport
★ StatTrak™ Skeleton Knife | Case Hardened (Battle-Scarred),USD,461.63,474.17,467.91,467.91,2,skinport
★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested),USD,451.78,2170.91,1421.83,1642.79,3,skinport
★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear),USD,1525.5,1525.5,1525.5,1525.5,1,skinport
★ StatTrak™ Skeleton Knife | Case Hardened (Well-Worn),USD,383.92,383.92,383.92,383.92,1,skinport
★ StatTrak™ Skeleton Knife | Crimson Web (Field-Tested),USD,460.87,460.87,460.87,460.87,1,skinport
★ StatTrak™ Skeleton Knife | Crimson Web (Minimal Wear),USD,504.07,821.41,662.75,662.75,2,skinport
★ StatTrak™ Skeleton Knife | Crimson Web (Well-Worn),USD,383.57,550.35,466.97,466.97,2,skinport
★ StatTrak™ Skeleton Knife | Damascus Steel (Factory New),USD,345.91,382.66,367.42,373.71,3,skinport
★ StatTrak™ Skeleton Knife | Damascus Steel (Field-Tested),USD,241.92,293.37,267.64,267.64,2,skinport
