market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source
★ M9 Bayonet | Safari Mesh (Minimal Wear),USD,343.86,343.86,343.86,343.86,1,skinport
★ M9 Bayonet | Safari Mesh (Well-Worn),USD,411.16,544.04,477.6,477.6,2,skinport
★ M9 Bayonet | Scorched (Field-Tested),USD,359.83,583.76,430.1,388.39,4,skinport
★ M9 Bayonet | Scorched (Minimal Wear),USD,457.65,457.65,457.65,457.65,1,skinport
★ M9 Bayonet | Scorched (Well-Worn),USD,359.9,359.9,359.9,359.9,1,skinport
★ M9 Bayonet | Slaughter (Factory New),USD,1004.44,5867.32,1441.27,1065.74,13,skinport
★ M9 Bayonet | Slaughter (Field-Tested),USD,830.55,938.77,893.26,901.87,4,skinport
★ M9 Bayonet | Slaughter (Minimal Wear),USD,835.5,1536.22,980.07,921.99,10,skinport
★ M9 Bayonet | Stained (Field-Tested),USD,475.19,584.39,538.37,555.54,3,skinport
★ M9 Bayonet | Stained (Minimal Wear),USD,490.34,545.4,511.4,504.59,5,skinport
★ M9 Bayonet | Stained (Well-Worn),USD,915.55,915.55,915.55,915.55,1,skinport
★ M9 Bayonet | Tiger Tooth (Factory New),USD,777.2,1877.53,1072.32,932.53,28,skinport
★ M9 Bayonet | Ultraviolet (Battle-Scarred),USD,565.7,816.74,691.23,691.23,2,skinport
★ M9 Bayonet | Ultraviolet (Field-Tested),USD,415.41,1760.2,634.3,441.15,7,skinport
★ M9 Bayonet | Ultraviolet (Minimal Wear),USD,1075.35,1341.27,1208.32,1208.32,2,skinport
★ M9 Bayonet | Ultraviolet (Well-Worn),USD,388.37,419.74,400.41,393.12,3,skinport
★ M9 Bayonet | Urban Masked (Field-Tested),USD,409.05,409.05,409.05,409.05,1,skinport
★ M9 Bayonet | Urban Masked (Minimal Wear),USD,421.63,477.22,449.43,449.43,2,skinport
★ M9 Bayonet | Urban Masked (Well-Worn),USD,1173.46,1173.46,1173.46,1173.46,1,skinport
MAC-10 | Acid Hex (Battle-Scarred),USD,0.05,0.59,0.21,0.09,9,skinport
MAC-10 | Acid Hex (Factory New),USD,0.39,14.02,2.93,1.48,67,skinport
MAC-10 | Acid Hex (Field-Tested),USD,0.05,2.34,0.19,0.08,159,skinport
MAC-10 | Acid Hex (Minimal Wear),USD,0.12,3.27,1.06,0.68,39,skinport
MAC-10 | Acid Hex (Well-Worn),USD,0.06,0.11,0.07,0.06,6,skinport
MAC-10 | Allure (Battle-Scarred),USD,0.47,16.73,0.76,0.56,175,skinport
MAC-10 | Allure (Factory New),USD,10.55,43.68,18.13,18.75,15,skinport
MAC-10 | Allure (Field-Tested),USD,0.54,30.51,0.92,0.61,575,skinport
MAC-10 | Allure (Minimal Wear),USD,1.33,22.17,2.69,1.65,116,skinport
MAC-10 | Allure (Well-Worn),USD,0.46,26.87,0.86,0.55,272,skinport
MAC-10 | Aloha (Battle-Scarred),USD,4.71,4.71,4.71,4.71,1,skinport
MAC-10 | Aloha (Factory New),USD,19.59,56.78,33.84,34.66,7,skinport
MAC-10 | Aloha (Field-Tested),USD,8.65,8.66,8.66,8.66,8,skinport
MAC-10 | Aloha (Minimal Wear),USD,11.57,13.96,13.14,12.72,9,skinport
MAC-10 | Amber Fade (Factory New),USD,99.63,193.67,121.62,108.72,7,skinport
MAC-10 | Amber Fade (Field-Tested),USD,18.39,176.02,40.99,29.34,11,skinport
MAC-10 | Amber Fade (Minimal Wear),USD,21.73,58.67,35.34,32.24,6,skinport
MAC-10 | Bronzer (Battle-Scarred),USD,0.02,0.52,0.07,0.04,203,skinport
MAC-10 | Bronzer (Factory New),USD,0.09,10.5,1.04,0.49,173,skinport
MAC-10 | Bronzer (Field-Tested),USD,0.02,1.76,0.05,0.04,632,skinport
MAC-10 | Bronzer (Minimal Wear),USD,0.04,1.99,0.14,0.04,317,skinport
MAC-10 | Bronzer (Well-Worn),USD,0.04,0.79,0.41,0.68,43,skinport
MAC-10 | Button Masher (Battle-Scarred),USD,0.49,23.47,1.95,0.57,54,skinport
MAC-10 | Button Masher (Factory New),USD,14.61,27.26,18.42,19.12,14,skinport
MAC-10 | Button Masher (Field-Tested),USD,0.56,23.46,1.03,0.69,162,skinport
MAC-10 | Button Masher (Minimal Wear),USD,1.34,21.56,2.12,1.65,59,skinport
MAC-10 | Button Masher (Well-Worn),USD,0.48,8.73,0.7,0.55,62,skinport
MAC-10 | Calf Skin (Battle-Scarred),USD,0.06,9.01,0.68,0.11,80,skinport
MAC-10 | Calf Skin (Factory New),USD,2.25,19.95,5.29,4.66,47,skinport
MAC-10 | Calf Skin (Field-Tested),USD,0.09,5.28,1.04,1.17,104,skinport
MAC-10 | Calf Skin (Minimal Wear),USD,0.35,4.31,1.16,1.08,191,skinport
MAC-10 | Calf Skin (Well-Worn),USD,0.07,6.14,0.47,0.11,92,skinport
MAC-10 | Candy Apple (Factory New),USD,0.59,134.94,4.17,2.35,335,skinport
MAC-10 | Candy Apple (Field-Tested),USD,0.16,35.12,1.76,0.4,103,skinport
MAC-10 | Candy Apple (Minimal Wear),USD,0.14,52.81,1.42,0.77,548,skinport
MAC-10 | Carnivore (Battle-Scarred),USD,0.43,4.69,1.98,2.35,9,skinport
MAC-10 | Carnivore (Factory New),USD,11.72,47.53,25.8,21.38,20,skinport
MAC-10 | Carnivore (Field-Tested),USD,0.67,5.88,1.23,0.79,64,skinport
MAC-10 | Carnivore (Minimal Wear),USD,0.83,4.31,2.07,0.83,14,skinport
MAC-10 | Carnivore (Well-Worn),USD,0.4,3.52,1.88,0.92,58,skinport
MAC-10 | Case Hardened (Battle-Scarred),USD,81.29,152.54,116.91,116.91,2,skinport
MAC-10 | Case Hardened (Factory New),USD,133.77,248.23,172.62,159.8,11,skinport
MAC-10 | Case Hardened (Field-Tested),USD,81.44,176.02,121.65,117.35,11,skinport
MAC-10 | Case Hardened (Minimal Wear),USD,86.2,234.69,161.4,146.68,7,skinport
MAC-10 | Case Hardened (Well-Worn),USD,88.63,105.47,98.32,97.4,5,skinport
MAC-10 | Cat Fight (Battle-Scarred),USD,0.61,1.96,0.84,0.67,9,skinport
MAC-10 | Cat Fight (Factory New),USD,12.91,49.63,22.41,17.59,5,skinport
MAC-10 | Cat Fight (Field-Tested),USD,0.93,10.68,2.61,2.45,24,skinport
MAC-10 | Cat Fight (Minimal Wear),USD,1.96,9.39,3.71,2.99,17,skinport
MAC-10 | Cat Fight (Well-Worn),USD,0.8,32.77,2.89,1.1,20,skinport
MAC-10 | Classic Crate (Battle-Scarred),USD,0.25,4.11,0.5,0.32,25,skinport
MAC-10 | Classic Crate (Factory New),USD,11.14,35.19,16.79,11.73,11,skinport
MAC-10 | Classic Crate (Field-Tested),USD,0.38,7.8,1.14,1.23,111,skinport
MAC-10 | Classic Crate (Minimal Wear),USD,0.45,7.85,1.37,0.82,19,skinport
MAC-10 | Classic Crate (Well-Worn),USD,0.25,5.93,0.76,0.43,44,skinport
MAC-10 | Commuter (Battle-Scarred),USD,10.55,10.55,10.55,10.55,1,skinport
MAC-10 | Commuter (Factory New),USD,70.41,70.41,70.41,70.41,1,skinport
MAC-10 | Copper Borre (Factory New),USD,159.46,246.43,202.95,202.95,2,skinport
MAC-10 | Copper Borre (Field-Tested),USD,126.16,182.42,149.79,140.82,3,skinport
MAC-10 | Copper Borre (Minimal Wear),USD,211.22,225.77,218.5,218.5,2,skinport
MAC-10 | Curse (Factory New),USD,31.13,1414.05,240.13,39.6,7,skinport
MAC-10 | Curse (Field-Tested),USD,9.88,16.56,11.49,11.09,8,skinport
MAC-10 | Curse (Minimal Wear),USD,19.95,41.07,29.71,29.2,11,skinport
MAC-10 | Derailment (Battle-Scarred),USD,4.31,7.45,5.29,4.83,7,skinport
MAC-10 | Derailment (Factory New),USD,35.2,1326.6,99.26,64.54,48,skinport
MAC-10 | Derailment (Field-Tested),USD,5.83,23.47,10.97,8.88,28,skinport
MAC-10 | Derailment (Minimal Wear),USD,12.78,166.39,23.75,13.05,59,skinport
MAC-10 | Derailment (Well-Worn),USD,5.61,12.71,8.4,8.23,6,skinport
MAC-10 | Disco Tech (Battle-Scarred),USD,5.43,65.58,10.27,5.96,23,skinport
MAC-10 | Disco Tech (Factory New),USD,58.84,307.05,102.67,80.46,22,skinport
MAC-10 | Disco Tech (Field-Tested),USD,5.69,307.45,13.08,6.82,213,skinport
MAC-10 | Disco Tech (Minimal Wear),USD,9.13,119.99,21.81,11.68,93,skinport
MAC-10 | Disco Tech (Well-Worn),USD,5.22,126.73,10.01,6.5,42,skinport
MAC-10 | Echoing Sands (Battle-Scarred),USD,0.26,1.68,0.79,0.75,50,skinport
MAC-10 | Echoing Sands (Factory New),USD,13.64,190.89,64.97,54.54,21,skinport
MAC-10 | Echoing Sands (Field-Tested),USD,0.29,19.09,1.14,1.04,355,skinport
MAC-10 | Echoing Sands (Minimal Wear),USD,1.26,9.39,2.34,1.77,133,skinport
MAC-10 | Echoing Sands (Well-Worn),USD,0.27,0.76,0.38,0.36,24,skinport
MAC-10 | Ensnared (Battle-Scarred),USD,0.08,3.16,0.15,0.09,297,skinport
MAC-10 | Ensnared (Factory New),USD,1.65,87.89,9.26,8.95,74,skinport
MAC-10 | Ensnared (Field-Tested),USD,0.07,4.11,0.25,0.12,1168,skinport
MAC-10 | Ensnared (Minimal Wear),USD,0.23,4.19,0.41,0.38,539,skinport
MAC-10 | Ensnared (Well-Worn),USD,0.08,2.58,0.19,0.09,330,skinport
MAC-10 | Fade (Factory New),USD,87.42,738.23,171.57,132.09,130,skinport
MAC-10 | Fade (Minimal Wear),USD,115.12,154.09,137.53,143.39,3,skinport
MAC-10 | Gold Brick (Battle-Scarred),USD,64.54,83.39,73.96,73.96,2,skinport
MAC-10 | Gold Brick (Factory New),USD,151.38,221.94,182.07,176.02,9,skinport
MAC-10 | Gold Brick (Field-Tested),USD,65.42,105.49,78.47,69.28,6,skinport
MAC-10 | Gold Brick (Minimal Wear),USD,92.67,99.74,96.21,96.21,2,skinport
MAC-10 | Graven (Battle-Scarred),USD,23.54,34.11,30.56,34.03,3,skinport
MAC-10 | Graven (Factory New),USD,117.33,121.97,119.66,119.66,2,skinport
MAC-10 | Graven (Field-Tested),USD,24.83,423.61,68.58,34.03,13,skinport
MAC-10 | Graven (Well-Worn),USD,22.89,22.89,22.89,22.89,1,skinport
MAC-10 | Heat (Battle-Scarred),USD,3.07,5.87,3.95,3.78,14,skinport
MAC-10 | Heat (Factory New),USD,28.15,234.67,56.28,42.83,20,skinport
MAC-10 | Heat (Field-Tested),USD,3.32,179.22,12.8,4.83,47,skinport
MAC-10 | Heat (Minimal Wear),USD,8.32,29.9,12.32,9.54,21,skinport
MAC-10 | Heat (Well-Worn),USD,2.93,27.58,6.2,3.51,19,skinport
MAC-10 | Hot Snakes (Factory New),USD,574.56,586.73,580.65,580.65,2,skinport
MAC-10 | Hot Snakes (Field-Tested),USD,317.48,317.48,317.48,317.48,1,skinport
MAC-10 | Hot Snakes (Minimal Wear),USD,492.86,492.86,492.86,492.86,1,skinport
MAC-10 | Indigo (Battle-Scarred),USD,1.98,5.87,3.57,3.78,15,skinport
MAC-10 | Indigo (Factory New),USD,45.06,45.06,45.06,45.06,1,skinport
MAC-10 | Indigo (Field-Tested),USD,2.3,117.35,14.56,2.66,45,skinport
MAC-10 | Indigo (Minimal Wear),USD,4.87,17.73,11.34,15.24,7,skinport
MAC-10 | Indigo (Well-Worn),USD,2.11,6.34,3.33,2.68,10,skinport
MAC-10 | Lapis Gator (Battle-Scarred),USD,0.65,2.17,1.04,0.9,9,skinport
MAC-10 | Lapis Gator (Factory New),USD,6.14,56.78,30.77,34.5,18,skinport
MAC-10 | Lapis Gator (Field-Tested),USD,1.01,7.57,2.29,2.12,83,skinport
MAC-10 | Lapis Gator (Minimal Wear),USD,1.63,13.81,2.9,1.94,41,skinport
MAC-10 | Lapis Gator (Well-Worn),USD,0.93,1.28,1.08,1.09,12,skinport
MAC-10 | Last Dive (Battle-Scarred),USD,1.35,17.74,4.69,2.29,6,skinport
MAC-10 | Last Dive (Factory New),USD,13.71,152.55,30.29,16.42,15,skinport
MAC-10 | Last Dive (Field-Tested),USD,1.72,58.67,4.4,2.11,72,skinport
MAC-10 | Last Dive (Minimal Wear),USD,1.87,51.54,3.49,2.37,117,skinport
MAC-10 | Last Dive (Well-Worn),USD,1.95,4.93,3.95,4.93,19,skinport
MAC-10 | Light Box (Battle-Scarred),USD,0.08,14.02,0.23,0.09,257,skinport
MAC-10 | Light Box (Factory New),USD,1.6,45.77,6.64,4.39,105,skinport
MAC-10 | Light Box (Field-Tested),USD,0.08,4.21,0.23,0.11,550,skinport
MAC-10 | Light Box (Minimal Wear),USD,0.25,6.65,0.79,0.87,455,skinport
MAC-10 | Light Box (Well-Worn),USD,0.07,3.76,0.16,0.09,398,skinport
MAC-10 | Malachite (Battle-Scarred),USD,2.43,3.11,2.69,2.64,6,skinport
MAC-10 | Malachite (Factory New),USD,15.92,76.94,31.07,18.89,10,skinport
MAC-10 | Malachite (Field-Tested),USD,2.61,117.35,15.02,3.27,29,skinport
MAC-10 | Malachite (Minimal Wear),USD,4.38,131.42,45.15,29.34,7,skinport
MAC-10 | Malachite (Well-Worn),USD,2.56,4.15,3.25,3.52,7,skinport
MAC-10 | Monkeyflage (Battle-Scarred),USD,0.07,2.58,0.2,0.09,334,skinport
MAC-10 | Monkeyflage (Factory New),USD,1.71,81.78,9.93,5.22,50,skinport
MAC-10 | Monkeyflage (Field-Tested),USD,0.07,3.12,0.16,0.11,527,skinport
MAC-10 | Monkeyflage (Minimal Wear),USD,0.16,9.61,0.46,0.31,251,skinport
MAC-10 | Monkeyflage (Well-Worn),USD,0.07,5.13,0.15,0.09,482,skinport
MAC-10 | Neon Rider (Factory New),USD,140.18,634.59,169.55,153.35,107,skinport
MAC-10 | Neon Rider (Field-Tested),USD,125.5,469.39,152.29,134.46,100,skinport
MAC-10 | Neon Rider (Minimal Wear),USD,123.74,1601.04,149.7,135.9,174,skinport
MAC-10 | Neon Rider (Well-Worn),USD,120.56,134.55,126.17,125.64,29,skinport
MAC-10 | Nuclear Garden (Battle-Scarred),USD,18.19,18.19,18.19,18.19,1,skinport
MAC-10 | Nuclear Garden (Factory New),USD,63.52,938.77,134.64,82.14,21,skinport
MAC-10 | Nuclear Garden (Field-Tested),USD,28.15,46.5,33.98,30.02,6,skinport
MAC-10 | Nuclear Garden (Minimal Wear),USD,36.37,1363.51,148.6,44.58,13,skinport
MAC-10 | Oceanic (Battle-Scarred),USD,0.2,3.93,1.04,0.38,14,skinport
MAC-10 | Oceanic (Factory New),USD,1.92,46.93,6.31,2.96,76,skinport
MAC-10 | Oceanic (Field-Tested),USD,0.31,15.84,0.87,0.4,221,skinport
MAC-10 | Oceanic (Minimal Wear),USD,0.36,17.6,1.11,0.43,84,skinport
MAC-10 | Oceanic (Well-Worn),USD,0.2,1.67,0.48,0.32,17,skinport
MAC-10 | Palm (Battle-Scarred),USD,0.04,119.99,1.65,0.05,96,skinport
MAC-10 | Palm (Factory New),USD,12.37,12.38,12.38,12.38,2,skinport
MAC-10 | Palm (Field-Tested),USD,0.04,6.49,0.13,0.06,574,skinport
MAC-10 | Palm (Minimal Wear),USD,0.28,10.56,1.68,0.35,94,skinport
MAC-10 | Palm (Well-Worn),USD,0.04,0.54,0.07,0.05,66,skinport
MAC-10 | Pipe Down (Battle-Scarred),USD,0.53,14.36,1.19,0.87,33,skinport
MAC-10 | Pipe Down (Factory New),USD,21.11,58.67,37.5,35.03,7,skinport
MAC-10 | Pipe Down (Field-Tested),USD,0.67,31.55,1.26,0.84,212,skinport
MAC-10 | Pipe Down (Minimal Wear),USD,1.53,29.98,3.05,1.78,46,skinport
MAC-10 | Pipe Down (Well-Worn),USD,0.59,3.52,0.94,0.72,44,skinport
MAC-10 | Pipsqueak (Battle-Scarred),USD,0.35,19.36,3.67,0.93,26,skinport
MAC-10 | Pipsqueak (Factory New),USD,11.15,70.15,24.24,18.19,34,skinport
MAC-10 | Pipsqueak (Field-Tested),USD,0.61,28.75,2.29,1.38,240,skinport
MAC-10 | Pipsqueak (Minimal Wear),USD,1.38,34.35,3.06,2.72,151,skinport
MAC-10 | Pipsqueak (Well-Worn),USD,0.41,15.0,1.58,0.55,33,skinport
MAC-10 | Poplar Thicket (Battle-Scarred),USD,0.12,1.16,0.67,0.93,22,skinport
MAC-10 | Poplar Thicket (Factory New),USD,3.84,55.86,8.12,7.04,31,skinport
MAC-10 | Poplar Thicket (Field-Tested),USD,0.15,1.68,1.0,0.81,143,skinport
MAC-10 | Poplar Thicket (Minimal Wear),USD,0.67,7.1,1.42,0.68,37,skinport
MAC-10 | Poplar Thicket (Well-Worn),USD,0.23,1.09,0.53,0.25,3,skinport
MAC-10 | Propaganda (Battle-Scarred),USD,49.29,139.64,74.17,56.22,8,skinport
MAC-10 | Propaganda (Factory New),USD,299.23,781.53,442.27,358.45,5,skinport
MAC-10 | Propaganda (Field-Tested),USD,48.11,352.04,73.05,58.31,47,skinport
MAC-10 | Propaganda (Minimal Wear),USD,74.67,252.29,110.83,96.74,31,skinport
MAC-10 | Propaganda (Well-Worn),USD,53.39,56.33,54.37,53.39,3,skinport
MAC-10 | Rangeen (Battle-Scarred),USD,0.33,0.41,0.38,0.39,3,skinport
MAC-10 | Rangeen (Factory New),USD,5.05,17.04,7.87,5.82,23,skinport
MAC-10 | Rangeen (Field-Tested),USD,0.26,11.73,1.01,0.33,83,skinport
MAC-10 | Rangeen (Minimal Wear),USD,0.38,6.41,1.02,0.49,72,skinport
MAC-10 | Rangeen (Well-Worn),USD,0.31,0.63,0.36,0.31,9,skinport
MAC-10 | Red Filigree (Factory New),USD,216.7,316.27,256.47,246.46,4,skinport
MAC-10 | Red Filigree (Minimal Wear),USD,217.09,234.69,228.79,234.58,3,skinport
MAC-10 | Saibā Oni (Battle-Scarred),USD,1.71,67.08,7.39,1.85,13,skinport
MAC-10 | Saibā Oni (Factory New),USD,11.09,362.71,30.2,19.13,29,skinport
MAC-10 | Saibā Oni (Field-Tested),USD,2.24,34.62,4.18,3.32,40,skinport
MAC-10 | Saibā Oni (Minimal Wear),USD,3.36,112.65,13.4,3.95,19,skinport
MAC-10 | Saibā Oni (Well-Worn),USD,1.5,4.25,2.31,1.99,18,skinport
MAC-10 | Sakkaku (Battle-Scarred),USD,0.38,12.78,1.22,0.7,206,skinport
MAC-10 | Sakkaku (Field-Tested),USD,1.17,92.28,4.25,2.37,504,skinport
MAC-10 | Sakkaku (Well-Worn),USD,0.52,5.87,0.96,0.73,297,skinport
MAC-10 | Sienna Damask (Battle-Scarred),USD,0.46,1.94,0.92,0.57,13,skinport
MAC-10 | Sienna Damask (Factory New),USD,3.18,23.46,10.58,6.41,27,skinport
MAC-10 | Sienna Damask (Field-Tested),USD,0.5,10.78,1.28,0.55,168,skinport
MAC-10 | Sienna Damask (Minimal Wear),USD,1.06,5.87,2.46,2.09,12,skinport
MAC-10 | Sienna Damask (Well-Worn),USD,0.46,5.87,1.64,0.6,5,skinport
MAC-10 | Silver (Factory New),USD,0.32,46.94,2.24,1.21,654,skinport
MAC-10 | Silver (Minimal Wear),USD,0.35,2.68,0.76,0.46,21,skinport
MAC-10 | Snow Splash (Battle-Scarred),USD,0.05,0.05,0.05,0.05,1,skinport
MAC-10 | Snow Splash (Factory New),USD,1.16,13.49,4.62,1.5,187,skinport
MAC-10 | Snow Splash (Field-Tested),USD,0.05,0.66,0.25,0.27,97,skinport
MAC-10 | Snow Splash (Minimal Wear),USD,0.11,2.22,0.83,0.72,35,skinport
MAC-10 | Snow Splash (Well-Worn),USD,4.11,4.11,4.11,4.11,1,skinport
MAC-10 | Stalker (Battle-Scarred),USD,41.14,46.94,43.89,43.97,9,skinport
MAC-10 | Stalker (Factory New),USD,310.97,638.36,445.62,387.54,3,skinport
MAC-10 | Stalker (Field-Tested),USD,42.23,117.35,56.69,48.36,48,skinport
MAC-10 | Stalker (Minimal Wear),USD,65.47,176.02,93.49,76.84,31,skinport
MAC-10 | Stalker (Well-Worn),USD,42.4,70.41,50.87,45.3,13,skinport
MAG-7 | Sonar (Factory New),USD,2.86,225.39,16.77,3.32,25,skinport
MAC-10 | Storm Camo (Battle-Scarred),USD,0.02,0.52,0.05,0.04,127,skinport
MAC-10 | Storm Camo (Factory New),USD,0.23,2.93,0.89,0.5,168,skinport
MAC-10 | Storm Camo (Field-Tested),USD,0.02,1.76,0.05,0.04,722,skinport
MAC-10 | Storm Camo (Minimal Wear),USD,0.04,1.76,0.16,0.04,415,skinport
MAC-10 | Storm Camo (Well-Worn),USD,0.02,0.79,0.32,0.04,44,skinport
MAC-10 | Strats (Factory New),USD,15.31,23.41,19.36,19.36,7,skinport
MAC-10 | Strats (Field-Tested),USD,1.36,1.94,1.56,1.41,10,skinport
MAC-10 | Strats (Minimal Wear),USD,2.49,15.2,6.56,4.28,4,skinport
MAC-10 | Surfwood (Battle-Scarred),USD,4.62,23.47,14.05,14.05,2,skinport
MAC-10 | Surfwood (Factory New),USD,11.73,117.35,30.79,27.25,41,skinport
MAC-10 | Surfwood (Field-Tested),USD,5.15,201.84,48.49,18.35,77,skinport
MAC-10 | Surfwood (Minimal Wear),USD,6.58,117.35,47.34,35.83,33,skinport
MAC-10 | Surfwood (Well-Worn),USD,4.68,8.1,6.51,6.01,5,skinport
MAC-10 | Tatter (Factory New),USD,44.58,155.48,79.92,59.82,4,skinport
MAC-10 | Tatter (Field-Tested),USD,6.89,12.47,8.97,8.45,14,skinport
MAC-10 | Tatter (Minimal Wear),USD,13.44,19.87,15.83,14.21,7,skinport
MAC-10 | Tatter (Well-Worn),USD,6.81,7.46,7.1,7.02,3,skinport
MAC-10 | Tornado (Battle-Scarred),USD,2.31,18.39,11.39,13.49,3,skinport
MAC-10 | Tornado (Field-Tested),USD,2.45,3.36,2.78,2.55,3,skinport
MAC-10 | Toybox (Battle-Scarred),USD,20.35,30.91,24.49,22.3,14,skinport
MAC-10 | Toybox (Factory New),USD,146.68,146.68,146.68,146.68,1,skinport
MAC-10 | Toybox (Field-Tested),USD,21.11,59.6,31.12,27.75,30,skinport
MAC-10 | Toybox (Minimal Wear),USD,42.8,181.78,62.25,53.84,15,skinport
MAC-10 | Toybox (Well-Worn),USD,22.28,44.06,29.57,29.34,7,skinport
MAC-10 | Ultraviolet (Battle-Scarred),USD,3.12,4.13,3.43,3.24,6,skinport
MAC-10 | Ultraviolet (Factory New),USD,58.67,469.37,174.06,113.61,6,skinport
MAC-10 | Ultraviolet (Field-Tested),USD,3.67,16.42,5.64,4.48,12,skinport
MAC-10 | Ultraviolet (Minimal Wear),USD,11.03,150.19,34.55,11.39,6,skinport
MAC-10 | Ultraviolet (Well-Worn),USD,2.75,2.75,2.75,2.75,1,skinport
MAC-10 | Urban DDPAT (Factory New),USD,77.45,130.79,104.12,104.12,2,skinport
MAC-10 | Urban DDPAT (Field-Tested),USD,2.31,20.71,7.32,2.79,11,skinport
MAC-10 | Urban DDPAT (Minimal Wear),USD,5.82,35.61,13.03,8.05,8,skinport
MAC-10 | Urban DDPAT (Well-Worn),USD,2.51,3.47,2.97,2.93,3,skinport
MAC-10 | Whitefish (Battle-Scarred),USD,0.23,10.55,0.54,0.28,76,skinport
MAC-10 | Whitefish (Factory New),USD,7.03,168.98,22.12,15.57,22,skinport
MAC-10 | Whitefish (Field-Tested),USD,0.31,6.51,0.5,0.35,153,skinport
MAC-10 | Whitefish (Minimal Wear),USD,0.47,5.87,1.19,1.16,97,skinport
MAC-10 | Whitefish (Well-Worn),USD,0.27,12.29,0.57,0.32,102,skinport
MAG-7 | BI83 Spectrum (Battle-Scarred),USD,3.24,19.16,5.05,3.77,12,skinport
MAG-7 | BI83 Spectrum (Factory New),USD,16.42,145.5,53.37,49.87,8,skinport
MAG-7 | BI83 Spectrum (Field-Tested),USD,2.48,11.7,3.73,3.22,60,skinport
MAG-7 | BI83 Spectrum (Minimal Wear),USD,4.0,45.64,7.62,5.43,45,skinport
MAG-7 | BI83 Spectrum (Well-Worn),USD,2.93,4.67,3.86,3.79,11,skinport
MAG-7 | Bulldozer (Battle-Scarred),USD,16.67,46.82,29.05,27.73,5,skinport
MAG-7 | Bulldozer (Factory New),USD,410.71,410.71,410.71,410.71,1,skinport
MAG-7 | Bulldozer (Field-Tested),USD,16.57,76.25,30.02,25.87,20,skinport
MAG-7 | Bulldozer (Minimal Wear),USD,44.58,426.7,102.57,70.4,11,skinport
MAG-7 | Bulldozer (Well-Worn),USD,20.12,43.48,28.3,21.32,3,skinport
MAG-7 | Carbon Fiber (Factory New),USD,4.93,41.07,7.99,7.94,887,skinport
MAG-7 | Carbon Fiber (Minimal Wear),USD,3.6,11.72,6.04,5.5,74,skinport
MAG-7 | Chainmail (Factory New),USD,27.22,70.41,45.23,42.69,26,skinport
MAG-7 | Chainmail (Minimal Wear),USD,20.36,44.0,29.2,29.04,10,skinport
MAG-7 | Cinquedea (Factory New),USD,812.01,1302.53,971.76,886.25,4,skinport
MAG-7 | Cinquedea (Field-Tested),USD,690.77,690.77,690.77,690.77,1,skinport
MAG-7 | Cinquedea (Minimal Wear),USD,655.78,655.78,655.78,655.78,1,skinport
MAG-7 | Cinquedea (Well-Worn),USD,586.73,586.73,586.73,586.73,1,skinport
MAG-7 | Cobalt Core (Battle-Scarred),USD,0.26,1.09,0.86,1.09,15,skinport
MAG-7 | Cobalt Core (Factory New),USD,6.07,58.67,11.15,6.38,18,skinport
MAG-7 | Cobalt Core (Field-Tested),USD,0.21,8.21,1.06,0.31,74,skinport
MAG-7 | Cobalt Core (Minimal Wear),USD,0.54,13.12,2.32,1.38,19,skinport
MAG-7 | Cobalt Core (Well-Worn),USD,0.28,3.07,0.8,0.42,10,skinport
MAG-7 | Copper Coated (Battle-Scarred),USD,1.41,14.2,3.4,2.89,57,skinport
MAG-7 | Copper Coated (Factory New),USD,16.92,529.15,51.96,32.48,26,skinport
MAG-7 | Copper Coated (Field-Tested),USD,2.37,5.55,4.24,4.24,41,skinport
MAG-7 | Copper Coated (Minimal Wear),USD,6.47,24.88,8.03,7.77,39,skinport
MAG-7 | Copper Coated (Well-Worn),USD,1.87,11.73,3.39,2.31,40,skinport
MAG-7 | Copper Oxide (Battle-Scarred),USD,0.02,1.0,0.06,0.04,122,skinport
MAG-7 | Copper Oxide (Factory New),USD,0.06,5.34,0.83,0.5,105,skinport
MAG-7 | Copper Oxide (Field-Tested),USD,0.02,0.7,0.05,0.04,616,skinport
MAG-7 | Copper Oxide (Minimal Wear),USD,0.04,1.76,0.11,0.04,254,skinport
MAG-7 | Copper Oxide (Well-Worn),USD,0.02,0.99,0.27,0.04,49,skinport
MAG-7 | Core Breach (Battle-Scarred),USD,0.82,16.43,3.43,1.01,11,skinport
MAG-7 | Core Breach (Factory New),USD,30.59,85.17,57.0,46.92,8,skinport
MAG-7 | Core Breach (Field-Tested),USD,1.19,2.92,2.07,1.74,18,skinport
MAG-7 | Core Breach (Minimal Wear),USD,7.55,15.35,13.06,15.35,6,skinport
MAG-7 | Core Breach (Well-Worn),USD,0.81,2.83,1.62,1.22,20,skinport
MAG-7 | Counter Terrace (Factory New),USD,178.54,399.65,289.09,289.09,2,skinport
MAG-7 | Firestarter (Battle-Scarred),USD,21.81,21.81,21.81,21.81,1,skinport
MAG-7 | Firestarter (Factory New),USD,21.12,124.21,42.78,28.88,8,skinport
MAG-7 | Firestarter (Field-Tested),USD,0.73,3.29,1.14,1.15,32,skinport
MAG-7 | Firestarter (Minimal Wear),USD,6.72,27.15,11.83,6.72,4,skinport
MAG-7 | Firestarter (Well-Worn),USD,0.92,3.33,2.12,2.12,2,skinport
