market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source
Operation Wildfire Case,USD,2.108,14.62,4.003643634037108,2.7285000000000004,919143,
Operator | FBI SWAT,USD,0.03,3.612,0.8105971601367343,0.332,20089679,
Osiris | Elite Crew,USD,6.075,249.092,47.7456146475017,24.296,56743,
Overpass Pin,USD,2.337,14.785,4.593331989739832,3.313,834923,
P2000 | Acid Etched (Battle-Scarred),USD,0.03,4.366,0.5751831786890153,0.179,29990391,
P2000 | Acid Etched (Factory New),USD,0.76,4.388,2.174806990881459,1.839,772405,
P2000 | Acid Etched (Field-Tested),USD,0.305,2.785,1.0104574468085108,0.848,794523,
P2000 | Acid Etched (Minimal Wear),USD,2.957,9.842,5.14399894030378,5.15,34885,
P2000 | Acid Etched (Well-Worn),USD,0.244,3.398,0.4352315674494812,0.412,174912,
P2000 | Amber Fade (Factory New),USD,0.825,12.775,2.192255014326648,2.123,49979,
P2000 | Amber Fade (Field-Tested),USD,0.304,4.963,0.566417121046892,0.544,486052,
P2000 | Amber Fade (Minimal Wear),USD,0.511,11.411,0.9646261580381472,0.89,234541,
P2000 | Amber Fade (Well-Worn),USD,0.27,4.062,0.46044596069869,0.43,259375,
P2000 | Chainmail (Factory New),USD,0.364,94.088,7.241964014687883,3.706,677357,
P2000 | Chainmail (Field-Tested),USD,0.186,20.394,3.1141265822784816,1.3205,1084291,
P2000 | Chainmail (Minimal Wear),USD,0.195,16.587,4.413545099951244,2.039,941100,
P2000 | Coach Class (Battle-Scarred),USD,0.217,34.395,2.3386864406779657,0.934,42075,
P2000 | Coach Class (Factory New),USD,0.439,173.244,23.69363745928339,7.651,130173,
P2000 | Coach Class (Field-Tested),USD,0.417,84.106,8.554190650109568,3.447,12550,
P2000 | Coach Class (Minimal Wear),USD,0.411,133.83,15.903391688771,5.2885,56008,
P2000 | Coach Class (Well-Worn),USD,0.042,44.277,1.264589467723669,0.553,26336,
P2000 | Corticera (Factory New),USD,0.147,56.909,3.3666806136680614,2.158,21704,
P2000 | Corticera (Field-Tested),USD,0.048,10.753,1.5056440373563218,0.728,112798,
P2000 | Corticera (Minimal Wear),USD,0.067,14.177,1.928133358662614,0.939,67354,
P2000 | Dispatch (Battle-Scarred),USD,0.05,66.859,1.1681585127201566,0.6045,43553,
P2000 | Dispatch (Factory New),USD,0.254,45.146,6.10245771487746,4.77,56411,
P2000 | Dispatch (Field-Tested),USD,0.61,23.658,2.802022619047619,2.5295,97736,
P2000 | Dispatch (Minimal Wear),USD,0.595,165.025,3.2940530947491933,2.852,418052,
P2000 | Dispatch (Well-Worn),USD,1.073,12.73,3.791707880434783,3.54,10265,
P2000 | Fire Elemental (Battle-Scarred),USD,2.218,19.613,6.058081180811809,4.7575,30282,
P2000 | Fire Elemental (Factory New),USD,1.722,13.794,5.53697266313933,4.092499999999999,63124,
P2000 | Fire Elemental (Field-Tested),USD,1.861,13.595,5.581706463195691,4.2405,47961,
P2000 | Fire Elemental (Minimal Wear),USD,1.0,13.818,3.785512998266898,3.64,4152,
P2000 | Fire Elemental (Well-Worn),USD,2.335,17.375,6.122007605719501,5.739,35897,
P2000 | Gnarled (Battle-Scarred),USD,6.244,66.43,14.084791818181818,13.3355,73775,
P2000 | Gnarled (Factory New),USD,2.642,74.504,6.570514757649607,6.165,291477,
P2000 | Gnarled (Field-Tested),USD,3.495,28.58,8.614194747136072,7.951,180374,
P2000 | Gnarled (Minimal Wear),USD,0.27,17.242,7.0304701418673705,6.678,17900,
P2000 | Gnarled (Well-Worn),USD,0.039,1.131,0.0737139507620164,0.07,457627,
P2000 | Granite Marbleized (Battle-Scarred),USD,0.175,3.583,0.3457126909518214,0.311,96784,
P2000 | Granite Marbleized (Factory New),USD,0.041,1.331,0.080926143024619,0.076,928313,
P2000 | Granite Marbleized (Field-Tested),USD,0.067,1.828,0.1318124267291911,0.124,615921,
P2000 | Granite Marbleized (Minimal Wear),USD,0.042,1.062,0.0746600234466588,0.071,696819,
P2000 | Granite Marbleized (Well-Worn),USD,0.03,5.297,0.0767064664567691,0.059,539234,
P2000 | Grassland (Battle-Scarred),USD,0.067,169.056,0.4857605672211617,0.277,46990,
P2000 | Grassland (Factory New),USD,0.03,1.42,0.0719679595278246,0.059,2986840,
P2000 | Grassland (Field-Tested),USD,0.03,24.958,0.1195898239691343,0.076,807609,
P2000 | Grassland (Minimal Wear),USD,0.03,12.109,0.0899362014177462,0.059,371448,
P2000 | Grassland (Well-Worn),USD,0.042,50.982,0.4073190972222222,0.232,64619,
P2000 | Grassland Leaves (Battle-Scarred),USD,0.08,90.065,3.3149277996070725,2.7205000000000004,7234,
P2000 | Grassland Leaves (Factory New),USD,0.073,12.317,0.4431857020791797,0.275,361932,
P2000 | Grassland Leaves (Field-Tested),USD,0.096,6.757,0.6144485530546624,0.407,86249,
P2000 | Grassland Leaves (Minimal Wear),USD,0.03,45.063,0.3736007561436673,0.233,44809,
P2000 | Grassland Leaves (Well-Worn),USD,0.046,135.06,1.425987964989059,0.6585000000000001,30728,
P2000 | Handgun (Battle-Scarred),USD,0.12,281.09,13.058137481910274,5.052,1815,
P2000 | Handgun (Factory New),USD,0.047,67.678,2.0049470053308247,1.366,173679,
P2000 | Handgun (Field-Tested),USD,0.085,30.73,4.3501288515406165,2.838,39434,
P2000 | Handgun (Minimal Wear),USD,0.047,168.3,1.5589608904933814,0.5714999999999999,21879,
P2000 | Handgun (Well-Worn),USD,0.192,2.136,0.3833563020384726,0.355,218820,
P2000 | Imperial (Factory New),USD,0.859,21.748,2.547419094854308,2.427,89385,
P2000 | Imperial (Field-Tested),USD,0.197,3.067,0.474384658143413,0.44,1145597,
P2000 | Imperial (Minimal Wear),USD,0.241,4.565,0.8391502373638648,0.848,758775,
P2000 | Imperial Dragon (Battle-Scarred),USD,0.197,2.294,0.4089386886176553,0.375,428700,
P2000 | Imperial Dragon (Factory New),USD,0.203,4.738,0.4058524493986506,0.381,941512,
P2000 | Imperial Dragon (Field-Tested),USD,0.05,12.259,0.2373576533650983,0.199,157564,
P2000 | Imperial Dragon (Minimal Wear),USD,0.123,2.836,0.2827998826291079,0.25,720995,
P2000 | Imperial Dragon (Well-Worn),USD,0.864,43.64,2.25784040469974,2.01,92345,
P2000 | Ivory (Battle-Scarred),USD,2.471,56.29,5.98702345844504,5.443,100114,
P2000 | Ivory (Factory New),USD,0.976,10.283,2.0773467039800995,1.965,475132,
P2000 | Ivory (Field-Tested),USD,1.12,13.623,3.208495096488453,3.022,252409,
P2000 | Ivory (Minimal Wear),USD,0.788,8.899,2.1391375734531626,2.056,49150,
P2000 | Ivory (Well-Worn),USD,0.03,17.479,0.1293142931664058,0.078,574190,
P2000 | Lifted Spirits (Battle-Scarred),USD,0.11,17.446,0.3496944894651539,0.286,252185,
P2000 | Lifted Spirits (Factory New),USD,0.03,19.399,0.0985666496424923,0.084,1315916,
P2000 | Lifted Spirits (Field-Tested),USD,0.054,7.657,0.1343029215786776,0.104,1163824,
P2000 | Lifted Spirits (Minimal Wear),USD,0.03,22.473,0.122964848798139,0.08,883467,
P2000 | Lifted Spirits (Well-Worn),USD,0.062,1.391,0.1268689361702127,0.095,189996,
P2000 | Obsidian (Battle-Scarred),USD,0.201,4.642,0.3748436426116838,0.33,36298,
P2000 | Obsidian (Factory New),USD,0.054,1.638,0.102052810902896,0.085,356601,
P2000 | Obsidian (Field-Tested),USD,0.102,2.197,0.1782978723404255,0.154,274622,
P2000 | Obsidian (Minimal Wear),USD,0.051,1.325,0.0999889267461669,0.083,264770,
P2000 | Obsidian (Well-Worn),USD,0.318,87.292,0.8689858635525507,0.82,50865,
P2000 | Ocean Foam (Factory New),USD,0.576,23.284,3.633794520547945,3.147,19077,
P2000 | Ocean Foam (Minimal Wear),USD,0.143,6.84,0.8408091644204851,0.786,164713,
P2000 | Oceanic (Battle-Scarred),USD,0.621,5.231,1.7204777517564402,1.53,71924,
P2000 | Oceanic (Factory New),USD,0.329,20.754,0.6959108280254777,0.593,89254,
P2000 | Oceanic (Field-Tested),USD,2.389,415.28,59.55062176909822,35.884,124011,
P2000 | Oceanic (Minimal Wear),USD,0.076,198.42,36.50501772287862,27.324,12396,
P2000 | Oceanic (Well-Worn),USD,0.034,85.68,0.1478385864374403,0.087,131563,
P2000 | Panther Camo (Battle-Scarred),USD,0.144,12.014,0.2780559139784946,0.256,420780,
P2000 | Panther Camo (Factory New),USD,0.043,11.234,0.0937496940024479,0.089,1023129,
P2000 | Panther Camo (Field-Tested),USD,0.075,3.949,0.1503326186830015,0.145,669151,
P2000 | Panther Camo (Minimal Wear),USD,0.05,10.331,0.1441540941328175,0.125,101321,
P2000 | Panther Camo (Well-Worn),USD,0.051,115.37,1.58715987933635,1.021,4451,
P2000 | Pathfinder (Factory New),USD,0.5,8.285,1.567122270742358,1.285,36989,
P2000 | Pathfinder (Field-Tested),USD,0.377,2.526,1.2139525547445258,0.982,55752,
P2000 | Pathfinder (Minimal Wear),USD,0.427,6.439,1.328334513274336,1.0675,50364,
P2000 | Pulse (Battle-Scarred),USD,0.362,7.398,1.112619109947644,0.9665,5963,
P2000 | Pulse (Factory New),USD,0.355,35.739,4.532350689655172,1.921,150974,
P2000 | Pulse (Field-Tested),USD,0.26,18.415,3.1588215018465324,1.034,66691,
P2000 | Pulse (Minimal Wear),USD,0.32,17.31,3.912944234079173,1.657,172410,
P2000 | Pulse (Well-Worn),USD,0.07,6.259,0.3264125666864256,0.1815,144708,
P2000 | Red FragCam (Battle-Scarred),USD,0.063,6.04,0.6489887794198139,0.41,819315,
P2000 | Red FragCam (Factory New),USD,0.071,6.16,0.4246215491825248,0.165,1242091,
P2000 | Red FragCam (Field-Tested),USD,0.082,12.432,0.5014351351351352,0.255,1091466,
P2000 | Red FragCam (Minimal Wear),USD,0.078,5.134,0.4150102657004831,0.339,103754,
P2000 | Red FragCam (Well-Worn),USD,0.054,100.004,0.4562816446402349,0.224,55379,
P2000 | Scorpion (Factory New),USD,0.138,43.13,0.9683592865232162,0.5774999999999999,144280,
P2000 | Scorpion (Minimal Wear),USD,0.068,197.827,0.6260503060952888,0.186,294486,
P2000 | Silver (Factory New),USD,0.078,61.865,0.6974254325734688,0.266,260357,
P2000 | Silver (Minimal Wear),USD,0.03,36.53,0.5232447741065408,0.312,25301,
P2000 | Space Race (Battle-Scarred),USD,0.709,50.507,3.992471229404309,2.254,301079,
P2000 | Space Race (Factory New),USD,0.88,53.728,6.502134869825011,5.613,7879,
P2000 | Space Race (Field-Tested),USD,0.326,158.67,3.8232004191773648,1.727,208119,
P2000 | Space Race (Minimal Wear),USD,0.291,405.962,5.047719579646018,3.6295,5716,
P2000 | Space Race (Well-Worn),USD,0.235,3.914,0.9026610878661088,0.474,20909,
P2000 | Turf (Battle-Scarred),USD,1.547,81.98,4.3242723577235775,3.2960000000000003,55687,
P2000 | Turf (Factory New),USD,0.284,3.54,1.489748344370861,1.031,121154,
P2000 | Turf (Field-Tested),USD,0.565,7.578,2.0099450672645736,1.5845,78836,
P2000 | Turf (Minimal Wear),USD,0.244,3.059,0.8120160513643659,0.502,10864,
P2000 | Turf (Well-Worn),USD,0.046,26.748,0.1746477815699658,0.103,285220,
P2000 | Urban Hazard (Battle-Scarred),USD,0.167,21.96,0.6254116002795248,0.4775,108437,
P2000 | Urban Hazard (Factory New),USD,0.067,14.641,0.1382184929253044,0.115,708007,
P2000 | Urban Hazard (Field-Tested),USD,0.086,7.217,0.1897992113046335,0.177,593945,
P2000 | Urban Hazard (Minimal Wear),USD,0.058,6.032,0.1315637695637695,0.111,488852,
P2000 | Urban Hazard (Well-Worn),USD,0.03,41.305,0.1168905950095969,0.072,457070,
P2000 | Wicked Sick (Battle-Scarred),USD,0.165,11.163,0.314027386541471,0.269,118253,
P2000 | Wicked Sick (Factory New),USD,0.039,0.916,0.0753407435799156,0.074,1004171,
P2000 | Wicked Sick (Field-Tested),USD,0.063,3.713,0.1169704754601227,0.105,717723,
P2000 | Wicked Sick (Minimal Wear),USD,0.034,15.841,0.0859263803680981,0.073,736673,
P2000 | Wicked Sick (Well-Worn),USD,4.458,16.227,6.8066583442838375,6.46,11674,
P2000 | Woodsman (Battle-Scarred),USD,33.01,211.045,50.93183992467044,50.013,2909,
P2000 | Woodsman (Factory New),USD,7.596,27.94,12.290054430379747,12.0405,30343,
P2000 | Woodsman (Field-Tested),USD,16.261,44.175,27.05118734177216,26.13,17152,
P2000 | Woodsman (Minimal Wear),USD,4.922,17.104,8.467353240152477,8.195,15325,
P2000 | Woodsman (Well-Worn),USD,0.231,7.417,1.915365394948952,1.361,16269,
P250 | Apep's Curse (Battle-Scarred),USD,0.978,32.185,4.4045681435782384,3.35,10766,
P250 | Apep's Curse (Factory New),USD,0.416,8.725,2.5593178058336963,2.009,71897,
P250 | Apep's Curse (Field-Tested),USD,0.446,13.005,3.3681086231538826,2.605,32902,
P250 | Apep's Curse (Minimal Wear),USD,0.093,114.998,1.7411749571183537,1.292,4592,
P250 | Apep's Curse (Well-Worn),USD,25.325,74.509,48.63128532608696,47.799,1393,
P250 | Asiimov (Battle-Scarred),USD,150.0,1243.348,286.0605238095238,281.905,303,
P250 | Asiimov (Field-Tested),USD,40.01,186.35,85.77580855018586,84.032,2807,
P250 | Asiimov (Minimal Wear),USD,68.548,282.356,174.8317911111111,177.9575,2062,
P250 | Asiimov (Well-Worn),USD,0.791,87.4,57.09216788321168,56.236,1751,
P250 | Bengal Tiger (Battle-Scarred),USD,0.858,14.086,2.299368308351178,2.084,520817,
P250 | Bengal Tiger (Factory New),USD,2.272,30.36,4.204744798041616,4.08,587256,
P250 | Bengal Tiger (Field-Tested),USD,8.858,93.022,18.192106258596976,17.8355,27897,
P250 | Bengal Tiger (Minimal Wear),USD,0.858,23.058,3.805888614625116,3.616,164237,
P250 | Bengal Tiger (Well-Worn),USD,0.96,65.319,5.701320567375887,4.338,6150,
P250 | Black & Tan (Battle-Scarred),USD,6.684,83.791,26.19863802083333,22.927,1989,
P250 | Black & Tan (Factory New),USD,2.614,16.959,6.124339887640449,4.869,32575,
P250 | Black & Tan (Field-Tested),USD,3.574,22.33,7.1819841549295775,6.013,19108,
P250 | Black & Tan (Minimal Wear),USD,1.09,16.487,5.982464630225081,4.605,4060,
P250 | Black & Tan (Well-Worn),USD,0.169,19.746,3.828803797468354,3.0015,1415,
P250 | Bone Mask (Battle-Scarred),USD,2.401,73.702,7.86013854595336,4.215,17415,
P250 | Bone Mask (Factory New),USD,2.024,24.441,6.176276785714286,3.3915,19524,
P250 | Bone Mask (Field-Tested),USD,2.191,23.19,7.364076510067115,3.753,17033,
P250 | Bone Mask (Minimal Wear),USD,1.09,25.001,4.10436,3.015,1883,
P250 | Bone Mask (Well-Worn),USD,0.03,67.461,1.2553307259073845,0.31,71998,
P250 | Boreal Forest (Battle-Scarred),USD,0.083,33.189,1.9144055384615384,1.513,8879,
P250 | Boreal Forest (Factory New),USD,0.03,162.275,0.4437522805017104,0.2325,246123,
P250 | Boreal Forest (Field-Tested),USD,0.03,26.8,0.3862526679221595,0.2145,110581,
P250 | Boreal Forest (Minimal Wear),USD,0.03,26.597,0.3428359491778774,0.214,46803,
P250 | Boreal Forest (Well-Worn),USD,0.03,3.694,0.0336706024096385,0.03,1519715,
P250 | Cartel (Battle-Scarred),USD,0.05,25.086,0.2455978180014877,0.177,186332,
P250 | Cartel (Factory New),USD,0.03,0.816,0.0307698795180722,0.03,6394748,
P250 | Cartel (Field-Tested),USD,0.03,2.605,0.0342886051553842,0.03,2532016,
P250 | Cartel (Minimal Wear),USD,0.03,8.116,0.0358561792339195,0.03,1067676,
P250 | Cartel (Well-Worn),USD,1.101,31.119,2.7745922772879297,2.453,40066,
P250 | Cassette (Battle-Scarred),USD,3.475,39.892,9.188062131096617,8.05,42595,
P250 | Cassette (Factory New),USD,1.242,6.532,2.9254119574119573,2.715,305103,
P250 | Cassette (Field-Tested),USD,1.574,12.071,4.135489720159909,3.721,213253,
P250 | Cassette (Minimal Wear),USD,1.337,9.968,3.1462795438838973,2.9145000000000003,16417,
P250 | Cassette (Well-Worn),USD,0.039,1.203,0.0784144196951934,0.073,243528,
P250 | Contaminant (Battle-Scarred),USD,0.153,5.683,0.3205787932044523,0.27,574733,
P250 | Contaminant (Factory New),USD,0.041,1.859,0.0822384299941417,0.075,1467892,
P250 | Contaminant (Field-Tested),USD,0.071,3.413,0.1599882766705744,0.145,919890,
P250 | Contaminant (Minimal Wear),USD,0.034,7.606,0.1015860246623605,0.077,178866,
P250 | Contaminant (Well-Worn),USD,0.044,4.437,0.1635387962291515,0.132,93583,
P250 | Contamination (Battle-Scarred),USD,0.236,3.11,0.6224909847434119,0.5525,98821,
P250 | Contamination (Factory New),USD,0.047,3.58,0.2123189154293092,0.21,399205,
P250 | Contamination (Field-Tested),USD,0.103,0.642,0.3542692802056555,0.378,242299,
P250 | Contamination (Minimal Wear),USD,0.05,21.681,0.2672284345047924,0.148,43375,
P250 | Contamination (Well-Worn),USD,0.052,53.631,0.3219579524680073,0.2125,95271,
P250 | Crimson Kimono (Battle-Scarred),USD,0.238,14.711,1.0013064419024682,0.842,89393,
P250 | Crimson Kimono (Factory New),USD,0.055,4.799,0.3954067747539085,0.264,352204,
P250 | Crimson Kimono (Field-Tested),USD,0.102,5.812,0.5814151720082328,0.416,293166,
P250 | Crimson Kimono (Minimal Wear),USD,0.077,24.371,0.4439095657851779,0.311,32222,
P250 | Crimson Kimono (Well-Worn),USD,0.092,39.309,3.4497100038925645,0.458,51411,
P250 | Cyber Shell (Battle-Scarred),USD,0.392,50.013,6.588602480417755,1.931,158385,
P250 | Cyber Shell (Factory New),USD,0.103,22.135,5.340283652337623,1.277,341049,
P250 | Cyber Shell (Field-Tested),USD,0.191,29.905,5.650781000956328,1.372,352234,
P250 | Cyber Shell (Minimal Wear),USD,0.138,21.223,2.612024804177546,0.433,30337,
P250 | Cyber Shell (Well-Worn),USD,0.199,2.796,0.3235142857142857,0.31,131885,
P250 | Dark Filigree (Battle-Scarred),USD,0.69,16.317,1.491744725738397,1.47,59838,
P250 | Dark Filigree (Factory New),USD,0.208,4.331,0.353892832289492,0.335,526811,
P250 | Dark Filigree (Field-Tested),USD,0.389,8.37,0.708446068197634,0.691,197500,
P250 | Dark Filigree (Minimal Wear),USD,0.187,28.388,0.3825609408410549,0.341,52564,
P250 | Dark Filigree (Well-Worn),USD,0.097,12.322,1.673812734082397,0.835,5562,
P250 | Digital Architect (Battle-Scarred),USD,0.217,45.501,3.176209633649932,3.3515,62213,
P250 | Digital Architect (Factory New),USD,0.099,21.13,2.3366330985915496,2.7335000000000003,83829,
P250 | Digital Architect (Field-Tested),USD,0.13,8.473,2.518908263305322,2.9115,67904,
P250 | Digital Architect (Minimal Wear),USD,0.085,6.331,1.6929180509413069,0.891,7852,
P250 | Digital Architect (Well-Worn),USD,0.669,63.8,18.77524107142857,17.616500000000002,147,
P250 | Drought (Factory New),USD,19.18,72.25,31.06210590277778,28.568,2620,
P250 | Drought (Field-Tested),USD,13.142,44.663,21.027844497607653,20.0415,1962,
P250 | Drought (Minimal Wear),USD,5.38,66.32,23.930390663390668,23.098,1461,
P250 | Drought (Well-Worn),USD,12.51,32.934,18.64014705882353,18.069,281,
P250 | Exchanger (Battle-Scarred),USD,0.064,2.12,0.2262557003257329,0.254,215163,
P250 | Exchanger (Factory New),USD,0.034,4.784,0.1210074318744838,0.129,297904,
P250 | Exchanger (Field-Tested),USD,0.036,33.242,0.1794784026079869,0.152,205563,
P250 | Exchanger (Minimal Wear),USD,0.03,39.366,0.1949249394673124,0.069,34355,
P250 | Exchanger (Well-Worn),USD,0.1,16.253,0.4396543956043955,0.343,13384,
P250 | Facets (Battle-Scarred),USD,0.442,7.194,1.0361705627705629,0.7945,105163,
P250 | Facets (Factory New),USD,0.208,4.224,0.4809215686274509,0.399,160017,
P250 | Facets (Field-Tested),USD,0.286,4.328,0.7506716354344124,0.583,120381,
P250 | Facets (Minimal Wear),USD,0.202,9.39,0.3987447382622774,0.341,17641,
P250 | Facets (Well-Worn),USD,0.031,47.599,1.061214409221902,0.723,16962,
P250 | Facility Draft (Battle-Scarred),USD,0.11,400.0,24.646407657657655,11.029,2862,
P250 | Facility Draft (Factory New),USD,0.03,35.351,1.3786709886547812,0.881,90889,
P250 | Facility Draft (Field-Tested),USD,0.055,185.929,3.273763071895425,2.028,51844,
P250 | Facility Draft (Minimal Wear),USD,0.03,127.02,1.15045615922539,0.664,13949,
P250 | Facility Draft (Well-Worn),USD,0.03,41.506,0.0891131590227175,0.03,170995,
P250 | Forest Night (Battle-Scarred),USD,0.031,0.562,0.0670588482555695,0.061,1370374,
P250 | Forest Night (Factory New),USD,0.03,0.203,0.030957965531736,0.03,2061997,
P250 | Forest Night (Field-Tested),USD,0.03,0.291,0.0349197141656158,0.03,1347583,
P250 | Forest Night (Minimal Wear),USD,0.03,10.638,0.0454401528013582,0.03,257194,
P250 | Forest Night (Well-Worn),USD,0.03,9.316,0.1226960249415432,0.072,188702,
P250 | Franklin (Factory New),USD,0.308,4.396,0.8163920296570899,0.652,17028,
P250 | Franklin (Field-Tested),USD,0.032,10.094,0.1332843264248704,0.107,771489,
P250 | Franklin (Minimal Wear),USD,0.043,3.866,0.1344635310156782,0.122,252008,
P250 | Franklin (Well-Worn),USD,0.03,5.604,0.117548172757475,0.07,125923,
P250 | Gunsmoke (Battle-Scarred),USD,0.713,35.016,2.0283179538615848,1.811,718406,
P250 | Gunsmoke (Factory New),USD,0.345,13.262,0.9977000500751126,0.958,1712003,
P250 | Gunsmoke (Field-Tested),USD,0.443,15.834,1.3447917293233085,1.2775,1050715,
P250 | Gunsmoke (Minimal Wear),USD,0.505,25.343,1.6649814353006371,1.698,72653,
P250 | Gunsmoke (Well-Worn),USD,0.055,13.93,0.4256263805616914,0.328,54595,
P250 | Hive (Factory New),USD,0.461,45.31,8.991129907621248,8.0425,4529,
P250 | Hive (Field-Tested),USD,0.049,79.97,0.5083573472041613,0.306,341691,
P250 | Hive (Minimal Wear),USD,0.253,144.758,1.341327969965138,1.041,133377,
P250 | Inferno (Battle-Scarred),USD,0.03,14.074,0.6243183648188294,0.496,57487,
P250 | Inferno (Factory New),USD,0.076,35.21,1.7525042598509053,1.158,473928,
P250 | Inferno (Field-Tested),USD,0.041,93.741,1.1383511049723758,0.789,119490,
P250 | Inferno (Minimal Wear),USD,0.05,170.313,1.37483255086072,0.9005000000000001,485979,
P250 | Inferno (Well-Worn),USD,0.264,6.637,0.4545825192802056,0.459,85948,
P250 | Iron Clad (Battle-Scarred),USD,0.737,4.566,1.538207097457627,1.387,69989,
P250 | Iron Clad (Factory New),USD,0.318,2.657,0.573864932466233,0.576,356572,
P250 | Iron Clad (Field-Tested),USD,0.55,6.26,0.98925,0.905,165746,
P250 | Iron Clad (Minimal Wear),USD,0.304,4.106,0.6206416849015317,0.5874999999999999,49925,
P250 | Iron Clad (Well-Worn),USD,0.049,24.067,0.1567208186760473,0.09,236639,
P250 | Mehndi (Battle-Scarred),USD,0.197,5.138,0.4404914245712285,0.406,43747,
P250 | Mehndi (Factory New),USD,0.051,12.717,0.1269567920422754,0.093,946021,
P250 | Mehndi (Field-Tested),USD,0.072,7.836,0.1616620516047828,0.135,394063,
P250 | Mehndi (Minimal Wear),USD,0.053,15.445,0.1598585349462365,0.105,133811,
P250 | Mehndi (Well-Worn),USD,0.093,98.225,5.228977571291253,3.678,33998,
P250 | Metallic DDPAT (Factory New),USD,3.457,87.364,11.835604491017964,8.786999999999999,51298,
P250 | Metallic DDPAT (Minimal Wear),USD,2.16,127.75,6.883085882683131,4.398,182151,
P250 | Mint Kimono (Battle-Scarred),USD,2.088,41.047,7.933468957871397,5.1095,229240,
P250 | Mint Kimono (Factory New),USD,2.033,36.122,5.423780465949821,3.8535,59646,
P250 | Mint Kimono (Field-Tested),USD,0.03,5.007,0.194824578313253,0.107,5802751,
P250 | Mint Kimono (Minimal Wear),USD,0.052,15.655,0.2126067140406763,0.155,324076,
P250 | Mint Kimono (Well-Worn),USD,0.03,15.84,0.6180032658393207,0.2225,185170,
P250 | Modern Hunter (Battle-Scarred),USD,0.16,26.492,1.586062382445141,0.8454999999999999,223601,
P250 | Modern Hunter (Factory New),USD,0.03,3.606,0.783323745230408,0.287,816675,
P250 | Modern Hunter (Field-Tested),USD,0.067,4.911,1.0004355957767723,0.469,649260,
P250 | Modern Hunter (Minimal Wear),USD,0.039,19.439,0.6197612856626941,0.214,61975,
P250 | Modern Hunter (Well-Worn),USD,0.165,82.649,3.3134574616457466,1.632,5362,
P250 | Muertos (Battle-Scarred),USD,0.03,404.764,62.250383802816906,40.5065,368,
P250 | Muertos (Factory New),USD,0.179,150.003,4.113338494778539,2.304,29648,
P250 | Muertos (Field-Tested),USD,0.576,93.61,8.14836367733213,6.44,13867,
P250 | Muertos (Minimal Wear),USD,0.041,93.957,2.632368171021377,1.447,4878,
P250 | Muertos (Well-Worn),USD,1.173,12.232,2.899643499101258,2.7385,52592,
P250 | Nevermore (Factory New),USD,2.1,34.5,6.114134873110921,5.669,265892,
P250 | Nevermore (Field-Tested),USD,1.172,14.08,3.117580749528175,2.824,546376,
P250 | Nevermore (Minimal Wear),USD,1.305,20.945,3.629287421896224,3.301,679869,
P250 | Nevermore (Well-Worn),USD,1.537,11.351,3.4409520737327197,3.306,37474,
P250 | Nuclear Threat (Battle-Scarred),USD,0.749,6.662,1.3055194300518134,1.195,424815,
P250 | Nuclear Threat (Factory New),USD,0.31,3.278,0.5442862694300518,0.537,580568,
P250 | Nuclear Threat (Field-Tested),USD,0.443,9.176,0.7913530427276652,0.764,781336,
P250 | Nuclear Threat (Minimal Wear),USD,0.34,6.494,0.6584351978171896,0.642,58225,
P250 | Nuclear Threat (Well-Worn),USD,0.63,53.967,4.617864613880743,3.6085,9806,
P250 | Re.built (Battle-Scarred),USD,3.94,486.117,245.2543192307692,231.303,281,
P250 | Re.built (Factory New),USD,2.111,155.835,7.466672112988092,6.792,51080,
P250 | Re.built (Field-Tested),USD,7.929,103.255,29.468377828054297,26.662,15252,
P250 | Re.built (Minimal Wear),USD,0.57,28.68,6.0302105263157895,5.588,7772,
P250 | Re.built (Well-Worn),USD,0.062,1.372,0.1955341772151899,0.172,47644,
P250 | Red Rock (Battle-Scarred),USD,0.057,3.856,0.9842020860495436,0.96,10208,
P250 | Red Rock (Factory New),USD,0.185,1.862,0.3140784810126582,0.28,135041,
P250 | Red Rock (Field-Tested),USD,0.299,2.386,0.5199936708860758,0.486,75191,
P250 | Red Rock (Minimal Wear),USD,0.116,1.63,0.2329392405063291,0.21,38194,
P250 | Red Rock (Well-Worn),USD,0.322,6.591,1.877677750611247,1.322,22268,
P250 | Ripple (Battle-Scarred),USD,1.2,36.925,4.521082332761578,3.402,9884,
P250 | Ripple (Factory New),USD,0.415,8.902,2.556151727153476,1.999,64714,
P250 | Ripple (Field-Tested),USD,0.724,11.018,3.349965582272513,2.673,35134,
P250 | Ripple (Minimal Wear),USD,0.357,58.97,2.0912503496503496,1.518,35330,
P250 | Ripple (Well-Worn),USD,0.03,13.655,0.1626906747536012,0.093,69614,
P250 | Sand Dune (Battle-Scarred),USD,0.1,3.513,0.2381981613891726,0.213,624514,
P250 | Sand Dune (Factory New),USD,0.055,0.698,0.1005022056328469,0.088,905240,
P250 | Sand Dune (Field-Tested),USD,0.075,1.709,0.1495098706603131,0.124,713758,
P250 | Sand Dune (Minimal Wear),USD,0.04,13.155,0.1219519442406456,0.096,126990,
P250 | Sand Dune (Well-Worn),USD,0.03,16.323,0.0427113253012048,0.03,1939453,
P250 | See Ya Later (Battle-Scarred),USD,0.094,6.664,0.327553264604811,0.275,198872,
