market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source
StatTrak™ Desert Eagle | Bronze Deco (Minimal Wear),USD,1.36,124.38,7.56,1.99,48,skinport
StatTrak™ Desert Eagle | Bronze Deco (Well-Worn),USD,1.08,12.9,2.59,1.77,23,skinport
StatTrak™ Desert Eagle | Calligraffiti (Battle-Scarred),USD,0.74,37.43,2.24,0.88,41,skinport
StatTrak™ Desert Eagle | Calligraffiti (Factory New),USD,8.33,58.03,19.19,12.71,20,skinport
StatTrak™ Desert Eagle | Calligraffiti (Field-Tested),USD,1.0,6.02,2.23,1.87,27,skinport
StatTrak™ Desert Eagle | Calligraffiti (Minimal Wear),USD,1.98,129.07,8.25,4.74,28,skinport
StatTrak™ Desert Eagle | Calligraffiti (Well-Worn),USD,0.77,2.35,1.04,0.87,31,skinport
StatTrak™ Desert Eagle | Cobalt Disruption (Factory New),USD,202.77,609.04,280.86,254.03,14,skinport
StatTrak™ Desert Eagle | Cobalt Disruption (Field-Tested),USD,167.02,199.48,183.25,183.25,2,skinport
StatTrak™ Desert Eagle | Cobalt Disruption (Minimal Wear),USD,199.48,921.73,380.04,199.48,4,skinport
StatTrak™ Desert Eagle | Code Red (Battle-Scarred),USD,101.74,101.74,101.74,101.74,1,skinport
StatTrak™ Desert Eagle | Code Red (Factory New),USD,220.19,358.45,290.09,286.74,6,skinport
StatTrak™ Desert Eagle | Code Red (Field-Tested),USD,70.4,87.12,78.48,77.39,9,skinport
StatTrak™ Desert Eagle | Code Red (Minimal Wear),USD,105.6,217.08,145.31,125.15,18,skinport
StatTrak™ Desert Eagle | Code Red (Well-Worn),USD,74.53,82.14,77.94,76.59,7,skinport
StatTrak™ Desert Eagle | Conspiracy (Factory New),USD,32.86,409.05,76.32,46.93,45,skinport
StatTrak™ Desert Eagle | Conspiracy (Field-Tested),USD,26.64,234.68,57.53,29.63,8,skinport
StatTrak™ Desert Eagle | Conspiracy (Minimal Wear),USD,23.0,440.04,68.31,41.07,33,skinport
StatTrak™ Desert Eagle | Corinthian (Factory New),USD,4.47,46.94,12.66,8.21,100,skinport
StatTrak™ Desert Eagle | Corinthian (Field-Tested),USD,2.76,119.99,12.13,7.52,53,skinport
StatTrak™ Desert Eagle | Corinthian (Minimal Wear),USD,2.57,53.44,8.3,4.42,36,skinport
StatTrak™ Desert Eagle | Corinthian (Well-Worn),USD,3.5,35.09,7.45,4.76,15,skinport
StatTrak™ Desert Eagle | Crimson Web (Battle-Scarred),USD,24.47,105.61,47.94,25.8,5,skinport
StatTrak™ Desert Eagle | Crimson Web (Factory New),USD,481.12,486.33,483.73,483.73,2,skinport
StatTrak™ Desert Eagle | Crimson Web (Field-Tested),USD,25.79,205.22,70.36,51.82,36,skinport
StatTrak™ Desert Eagle | Crimson Web (Minimal Wear),USD,82.48,293.37,165.82,154.47,26,skinport
StatTrak™ Desert Eagle | Crimson Web (Well-Worn),USD,26.87,117.21,45.68,32.81,8,skinport
StatTrak™ Desert Eagle | Directive (Battle-Scarred),USD,2.25,39.06,6.18,3.04,18,skinport
StatTrak™ Desert Eagle | Directive (Factory New),USD,70.35,440.05,204.36,148.62,11,skinport
StatTrak™ Desert Eagle | Directive (Field-Tested),USD,2.72,45.89,9.47,5.76,48,skinport
StatTrak™ Desert Eagle | Directive (Minimal Wear),USD,9.72,80.68,37.91,21.04,24,skinport
StatTrak™ Desert Eagle | Directive (Well-Worn),USD,2.69,52.81,7.17,3.37,20,skinport
StatTrak™ Desert Eagle | Firebreathing (Battle-Scarred),USD,35.2,35.2,35.2,35.2,1,skinport
StatTrak™ Desert Eagle | Golden Koi (Factory New),USD,398.87,1228.96,569.24,451.41,8,skinport
StatTrak™ Desert Eagle | Golden Koi (Minimal Wear),USD,345.16,345.16,345.16,345.16,1,skinport
StatTrak™ Desert Eagle | Heirloom (Battle-Scarred),USD,23.55,24.5,24.03,24.03,2,skinport
StatTrak™ Desert Eagle | Heirloom (Factory New),USD,69.23,105.44,85.6,82.13,3,skinport
StatTrak™ Desert Eagle | Heirloom (Field-Tested),USD,22.3,635.67,146.86,25.44,5,skinport
StatTrak™ Desert Eagle | Heirloom (Minimal Wear),USD,30.09,35.19,32.65,32.65,2,skinport
StatTrak™ Desert Eagle | Hypnotic (Factory New),USD,218.48,651.27,407.44,458.58,11,skinport
StatTrak™ Desert Eagle | Kumicho Dragon (Battle-Scarred),USD,60.68,65.85,63.93,64.93,5,skinport
StatTrak™ Desert Eagle | Kumicho Dragon (Factory New),USD,126.7,638.32,191.42,157.12,13,skinport
StatTrak™ Desert Eagle | Kumicho Dragon (Field-Tested),USD,50.18,586.73,105.04,53.18,11,skinport
StatTrak™ Desert Eagle | Kumicho Dragon (Minimal Wear),USD,67.1,161.35,80.78,72.64,25,skinport
StatTrak™ Desert Eagle | Light Rail (Battle-Scarred),USD,3.88,127.9,14.26,5.59,25,skinport
StatTrak™ Desert Eagle | Light Rail (Factory New),USD,21.27,72.37,32.21,28.43,30,skinport
StatTrak™ Desert Eagle | Light Rail (Field-Tested),USD,4.13,129.07,14.25,5.55,49,skinport
StatTrak™ Desert Eagle | Light Rail (Minimal Wear),USD,8.57,58.67,17.33,15.01,20,skinport
StatTrak™ Desert Eagle | Light Rail (Well-Worn),USD,5.29,11.72,7.79,9.52,15,skinport
StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred),USD,14.55,19.48,16.71,16.59,10,skinport
StatTrak™ Desert Eagle | Mecha Industries (Factory New),USD,31.35,176.02,55.7,35.4,52,skinport
StatTrak™ Desert Eagle | Mecha Industries (Field-Tested),USD,14.0,156.06,25.9,19.27,30,skinport
StatTrak™ Desert Eagle | Mecha Industries (Minimal Wear),USD,18.42,156.07,40.03,25.6,44,skinport
StatTrak™ Desert Eagle | Mecha Industries (Well-Worn),USD,15.29,23.47,20.34,21.24,7,skinport
StatTrak™ Desert Eagle | Naga (Battle-Scarred),USD,4.68,133.76,15.24,6.03,14,skinport
StatTrak™ Desert Eagle | Naga (Factory New),USD,30.97,93.88,44.56,38.33,11,skinport
StatTrak™ Desert Eagle | Naga (Field-Tested),USD,5.32,151.37,31.86,6.99,22,skinport
StatTrak™ Desert Eagle | Naga (Minimal Wear),USD,8.81,141.99,18.72,10.37,32,skinport
StatTrak™ Desert Eagle | Naga (Well-Worn),USD,4.93,50.18,11.92,6.42,12,skinport
StatTrak™ Desert Eagle | Ocean Drive (Battle-Scarred),USD,82.32,91.07,86.7,86.7,2,skinport
StatTrak™ Desert Eagle | Ocean Drive (Factory New),USD,442.78,645.39,512.97,504.59,7,skinport
StatTrak™ Desert Eagle | Ocean Drive (Field-Tested),USD,85.46,110.31,96.83,94.65,6,skinport
StatTrak™ Desert Eagle | Ocean Drive (Minimal Wear),USD,166.47,363.76,241.24,176.02,9,skinport
StatTrak™ Desert Eagle | Ocean Drive (Well-Worn),USD,128.92,128.92,128.92,128.92,2,skinport
StatTrak™ Desert Eagle | Oxide Blaze (Battle-Scarred),USD,1.21,19.88,3.31,1.8,22,skinport
StatTrak™ Desert Eagle | Oxide Blaze (Factory New),USD,3.17,147.84,23.69,11.02,28,skinport
StatTrak™ Desert Eagle | Oxide Blaze (Field-Tested),USD,1.08,27.79,2.3,1.47,71,skinport
StatTrak™ Desert Eagle | Oxide Blaze (Minimal Wear),USD,1.98,121.76,8.43,2.66,49,skinport
StatTrak™ Desert Eagle | Oxide Blaze (Well-Worn),USD,1.15,21.12,3.05,1.69,24,skinport
StatTrak™ Desert Eagle | Printstream (Battle-Scarred),USD,66.72,82.14,72.18,70.17,6,skinport
StatTrak™ Desert Eagle | Printstream (Factory New),USD,178.2,794.58,255.16,201.61,20,skinport
StatTrak™ Desert Eagle | Printstream (Field-Tested),USD,68.66,262.0,95.8,86.14,55,skinport
StatTrak™ Desert Eagle | Printstream (Minimal Wear),USD,102.44,1173.46,158.32,117.32,39,skinport
StatTrak™ Desert Eagle | Printstream (Well-Worn),USD,72.05,153.62,96.69,93.88,13,skinport
StatTrak™ Desert Eagle | Serpent Strike (Battle-Scarred),USD,1.56,2.39,1.94,1.71,16,skinport
StatTrak™ Desert Eagle | Serpent Strike (Factory New),USD,6.85,329.74,22.25,9.65,63,skinport
StatTrak™ Desert Eagle | Serpent Strike (Field-Tested),USD,1.44,82.14,3.79,1.7,88,skinport
StatTrak™ Desert Eagle | Serpent Strike (Minimal Wear),USD,3.7,123.2,5.43,4.53,135,skinport
StatTrak™ Desert Eagle | Serpent Strike (Well-Worn),USD,1.85,5.81,2.78,2.22,18,skinport
StatTrak™ Desert Eagle | Trigger Discipline (Battle-Scarred),USD,1.9,42.59,4.53,2.51,37,skinport
StatTrak™ Desert Eagle | Trigger Discipline (Factory New),USD,14.7,52.69,23.99,25.6,40,skinport
StatTrak™ Desert Eagle | Trigger Discipline (Field-Tested),USD,2.79,15.63,4.54,3.87,29,skinport
StatTrak™ Desert Eagle | Trigger Discipline (Minimal Wear),USD,6.22,33.91,11.77,9.0,24,skinport
StatTrak™ Desert Eagle | Trigger Discipline (Well-Worn),USD,2.12,123.2,6.51,2.78,38,skinport
StatTrak™ Dual Berettas | Angel Eyes (Battle-Scarred),USD,1.41,3.98,2.15,1.57,5,skinport
StatTrak™ Dual Berettas | Angel Eyes (Factory New),USD,7.63,8.78,8.07,7.94,4,skinport
StatTrak™ Dual Berettas | Angel Eyes (Field-Tested),USD,1.57,9.73,4.87,5.22,7,skinport
StatTrak™ Dual Berettas | Angel Eyes (Minimal Wear),USD,3.3,46.94,9.39,5.63,13,skinport
StatTrak™ Dual Berettas | Angel Eyes (Well-Worn),USD,1.68,1.81,1.75,1.75,2,skinport
StatTrak™ Dual Berettas | Balance (Battle-Scarred),USD,1.48,9.29,3.22,1.91,8,skinport
StatTrak™ Dual Berettas | Balance (Factory New),USD,14.45,144.34,53.57,27.51,6,skinport
StatTrak™ Dual Berettas | Balance (Field-Tested),USD,2.36,2.7,2.42,2.36,6,skinport
StatTrak™ Dual Berettas | Balance (Minimal Wear),USD,4.15,4.15,4.15,4.15,1,skinport
StatTrak™ Dual Berettas | Balance (Well-Worn),USD,1.8,3.67,2.29,1.83,4,skinport
StatTrak™ Dual Berettas | Black Limba (Battle-Scarred),USD,4.93,139.42,16.35,10.1,17,skinport
StatTrak™ Dual Berettas | Black Limba (Factory New),USD,102.42,102.42,102.42,102.42,1,skinport
StatTrak™ Dual Berettas | Black Limba (Field-Tested),USD,4.99,41.32,10.39,7.04,13,skinport
StatTrak™ Dual Berettas | Black Limba (Minimal Wear),USD,8.99,148.35,34.96,12.9,7,skinport
StatTrak™ Dual Berettas | Cartel (Battle-Scarred),USD,0.52,28.16,2.24,0.63,19,skinport
StatTrak™ Dual Berettas | Cartel (Factory New),USD,10.74,63.88,24.87,12.91,7,skinport
StatTrak™ Dual Berettas | Cartel (Field-Tested),USD,0.92,1.55,1.17,1.15,26,skinport
StatTrak™ Dual Berettas | Cartel (Well-Worn),USD,0.54,0.88,0.67,0.6,30,skinport
StatTrak™ Dual Berettas | Cobra Strike (Factory New),USD,211.21,211.21,211.21,211.21,1,skinport
StatTrak™ Dual Berettas | Dezastre (Battle-Scarred),USD,4.11,4.56,4.46,4.49,7,skinport
StatTrak™ Dual Berettas | Dezastre (Factory New),USD,21.7,31.31,26.11,23.55,5,skinport
StatTrak™ Dual Berettas | Dezastre (Field-Tested),USD,4.8,29.34,10.73,11.72,9,skinport
StatTrak™ Dual Berettas | Dezastre (Minimal Wear),USD,16.57,21.4,17.68,17.5,7,skinport
StatTrak™ Dual Berettas | Dezastre (Well-Worn),USD,5.47,6.97,6.08,5.98,6,skinport
StatTrak™ Dual Berettas | Dualing Dragons (Battle-Scarred),USD,0.48,17.92,1.28,0.61,29,skinport
StatTrak™ Dual Berettas | Dualing Dragons (Factory New),USD,9.19,793.63,70.87,16.86,16,skinport
StatTrak™ Dual Berettas | Dualing Dragons (Field-Tested),USD,0.7,13.49,1.69,0.97,24,skinport
StatTrak™ Dual Berettas | Dualing Dragons (Minimal Wear),USD,2.16,11.72,2.82,2.18,17,skinport
StatTrak™ Dual Berettas | Dualing Dragons (Well-Worn),USD,0.41,8.18,0.97,0.63,31,skinport
StatTrak™ Dual Berettas | Elite 1.6 (Battle-Scarred),USD,0.26,1.22,0.36,0.32,24,skinport
StatTrak™ Dual Berettas | Elite 1.6 (Factory New),USD,1.77,27.27,5.73,2.35,11,skinport
StatTrak™ Dual Berettas | Elite 1.6 (Field-Tested),USD,0.25,257.87,4.92,0.28,56,skinport
StatTrak™ Dual Berettas | Elite 1.6 (Minimal Wear),USD,0.54,12.91,0.97,0.84,66,skinport
StatTrak™ Dual Berettas | Elite 1.6 (Well-Worn),USD,0.39,1.11,0.76,0.56,15,skinport
StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred),USD,0.67,22.3,1.62,0.84,32,skinport
StatTrak™ Dual Berettas | Flora Carnivora (Factory New),USD,7.03,92.22,17.85,8.2,17,skinport
StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested),USD,0.88,24.36,1.87,1.1,31,skinport
StatTrak™ Dual Berettas | Flora Carnivora (Minimal Wear),USD,1.83,19.09,4.24,2.72,16,skinport
StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn),USD,0.7,1.76,0.9,0.83,59,skinport
StatTrak™ Dual Berettas | Hemoglobin (Factory New),USD,36.0,545.4,98.62,43.63,22,skinport
StatTrak™ Dual Berettas | Hemoglobin (Field-Tested),USD,30.71,30.71,30.71,30.71,1,skinport
StatTrak™ Dual Berettas | Hemoglobin (Minimal Wear),USD,39.26,41.06,39.72,39.28,4,skinport
StatTrak™ Dual Berettas | Hideout (Battle-Scarred),USD,0.13,1.17,0.2,0.15,52,skinport
StatTrak™ Dual Berettas | Hideout (Factory New),USD,2.37,23.73,6.22,2.79,21,skinport
StatTrak™ Dual Berettas | Hideout (Field-Tested),USD,0.12,7.08,0.21,0.15,297,skinport
StatTrak™ Dual Berettas | Hideout (Minimal Wear),USD,0.22,11.73,0.47,0.28,120,skinport
StatTrak™ Dual Berettas | Hideout (Well-Worn),USD,0.16,0.4,0.21,0.2,58,skinport
StatTrak™ Dual Berettas | Hydro Strike (Battle-Scarred),USD,1.88,6.44,2.92,2.82,10,skinport
StatTrak™ Dual Berettas | Hydro Strike (Factory New),USD,12.23,76.43,21.13,17.46,13,skinport
StatTrak™ Dual Berettas | Hydro Strike (Field-Tested),USD,1.94,37.18,4.12,2.26,25,skinport
StatTrak™ Dual Berettas | Hydro Strike (Minimal Wear),USD,5.36,23.54,10.78,11.76,15,skinport
StatTrak™ Dual Berettas | Hydro Strike (Well-Worn),USD,2.45,3.44,2.95,2.89,7,skinport
StatTrak™ Dual Berettas | Marina (Battle-Scarred),USD,7.66,10.56,8.79,8.14,3,skinport
StatTrak™ Dual Berettas | Marina (Factory New),USD,60.64,176.02,118.33,118.33,2,skinport
StatTrak™ Dual Berettas | Marina (Field-Tested),USD,8.04,117.35,24.87,17.6,13,skinport
StatTrak™ Dual Berettas | Marina (Minimal Wear),USD,18.65,65.41,29.28,23.46,6,skinport
StatTrak™ Dual Berettas | Marina (Well-Worn),USD,9.83,9.83,9.83,9.83,1,skinport
StatTrak™ Dual Berettas | Melondrama (Battle-Scarred),USD,5.52,20.49,7.73,6.44,30,skinport
StatTrak™ Dual Berettas | Melondrama (Factory New),USD,25.6,51.21,33.21,29.34,5,skinport
StatTrak™ Dual Berettas | Melondrama (Field-Tested),USD,5.95,127.03,9.21,6.79,88,skinport
StatTrak™ Dual Berettas | Melondrama (Minimal Wear),USD,8.13,70.98,13.55,8.82,24,skinport
StatTrak™ Dual Berettas | Melondrama (Well-Worn),USD,5.74,62.28,9.77,6.7,22,skinport
StatTrak™ Dual Berettas | Panther (Factory New),USD,22.61,204.83,38.81,24.72,16,skinport
StatTrak™ Dual Berettas | Panther (Field-Tested),USD,5.5,12.86,10.39,11.18,16,skinport
StatTrak™ Dual Berettas | Panther (Minimal Wear),USD,8.61,32.26,14.87,10.27,8,skinport
StatTrak™ Dual Berettas | Panther (Well-Worn),USD,5.52,5.52,5.52,5.52,1,skinport
StatTrak™ Dual Berettas | Retribution (Factory New),USD,9.33,149.98,56.73,33.8,4,skinport
StatTrak™ Dual Berettas | Retribution (Field-Tested),USD,5.06,122.04,28.19,11.64,6,skinport
StatTrak™ Dual Berettas | Retribution (Minimal Wear),USD,9.09,9.09,9.09,9.09,1,skinport
StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred),USD,2.58,3.6,2.75,2.66,10,skinport
StatTrak™ Dual Berettas | Royal Consorts (Factory New),USD,22.07,216.82,45.28,24.8,10,skinport
StatTrak™ Dual Berettas | Royal Consorts (Field-Tested),USD,5.05,84.49,26.31,7.84,4,skinport
StatTrak™ Dual Berettas | Royal Consorts (Minimal Wear),USD,4.56,20.45,8.05,7.74,21,skinport
StatTrak™ Dual Berettas | Royal Consorts (Well-Worn),USD,1.94,4.68,3.24,2.91,9,skinport
StatTrak™ Dual Berettas | Shred (Battle-Scarred),USD,3.33,3.33,3.33,3.33,1,skinport
StatTrak™ Dual Berettas | Shred (Factory New),USD,1.46,34.14,5.79,2.98,28,skinport
StatTrak™ Dual Berettas | Shred (Field-Tested),USD,0.4,1.22,0.49,0.48,57,skinport
StatTrak™ Dual Berettas | Shred (Minimal Wear),USD,0.81,1.51,1.04,1.03,38,skinport
StatTrak™ Dual Berettas | Shred (Well-Worn),USD,0.45,1.28,0.68,0.61,17,skinport
StatTrak™ Dual Berettas | Tread (Battle-Scarred),USD,0.93,2.7,1.44,1.26,16,skinport
StatTrak™ Dual Berettas | Tread (Factory New),USD,7.73,93.7,25.93,12.59,10,skinport
StatTrak™ Dual Berettas | Tread (Field-Tested),USD,1.7,32.95,6.11,3.12,10,skinport
StatTrak™ Dual Berettas | Tread (Minimal Wear),USD,2.97,4.69,3.76,3.79,11,skinport
StatTrak™ Dual Berettas | Tread (Well-Worn),USD,0.97,1.83,1.27,1.21,13,skinport
StatTrak™ Dual Berettas | Urban Shock (Factory New),USD,14.08,30.26,22.05,24.06,5,skinport
StatTrak™ Dual Berettas | Urban Shock (Field-Tested),USD,5.8,5.8,5.8,5.8,1,skinport
StatTrak™ Dual Berettas | Urban Shock (Minimal Wear),USD,5.39,32.81,9.59,6.85,11,skinport
StatTrak™ Dual Berettas | Urban Shock (Well-Worn),USD,3.44,6.44,4.69,4.38,5,skinport
StatTrak™ Dual Berettas | Ventilators (Factory New),USD,0.96,506.95,21.24,1.49,40,skinport
StatTrak™ Dual Berettas | Ventilators (Field-Tested),USD,0.26,122.9,17.59,0.59,93,skinport
StatTrak™ Dual Berettas | Ventilators (Minimal Wear),USD,0.48,230.43,9.05,0.63,36,skinport
StatTrak™ Dual Berettas | Ventilators (Well-Worn),USD,0.4,143.39,8.67,0.57,21,skinport
★ StatTrak™ Falchion Knife,USD,203.81,225.32,216.97,221.78,3,skinport
★ StatTrak™ Falchion Knife | Autotronic (Battle-Scarred),USD,135.05,149.62,142.34,142.34,2,skinport
★ StatTrak™ Falchion Knife | Autotronic (Field-Tested),USD,140.59,305.19,202.04,194.84,5,skinport
★ StatTrak™ Falchion Knife | Autotronic (Minimal Wear),USD,153.62,153.62,153.62,153.62,1,skinport
★ StatTrak™ Falchion Knife | Autotronic (Well-Worn),USD,146.68,146.68,146.68,146.68,1,skinport
★ StatTrak™ Falchion Knife | Black Laminate (Battle-Scarred),USD,102.42,121.35,111.89,111.89,2,skinport
★ StatTrak™ Falchion Knife | Black Laminate (Field-Tested),USD,95.67,187.11,119.49,97.6,4,skinport
★ StatTrak™ Falchion Knife | Black Laminate (Minimal Wear),USD,110.65,141.8,126.23,126.23,2,skinport
★ StatTrak™ Falchion Knife | Black Laminate (Well-Worn),USD,127.56,165.75,146.66,146.66,2,skinport
★ StatTrak™ Falchion Knife | Blue Steel (Field-Tested),USD,269.9,269.9,269.9,269.9,1,skinport
★ StatTrak™ Falchion Knife | Boreal Forest (Field-Tested),USD,122.63,164.29,143.46,143.46,2,skinport
★ StatTrak™ Falchion Knife | Bright Water (Field-Tested),USD,98.32,155.0,117.22,98.34,3,skinport
★ StatTrak™ Falchion Knife | Bright Water (Minimal Wear),USD,133.62,139.06,136.34,136.34,2,skinport
★ StatTrak™ Falchion Knife | Case Hardened (Battle-Scarred),USD,281.63,281.63,281.63,281.63,1,skinport
★ StatTrak™ Falchion Knife | Case Hardened (Field-Tested),USD,252.29,342.57,296.08,293.37,3,skinport
★ StatTrak™ Falchion Knife | Case Hardened (Minimal Wear),USD,372.8,372.8,372.8,372.8,1,skinport
★ StatTrak™ Falchion Knife | Case Hardened (Well-Worn),USD,193.32,293.37,232.64,211.22,3,skinport
★ StatTrak™ Falchion Knife | Crimson Web (Field-Tested),USD,204.52,352.04,252.06,225.85,4,skinport
★ StatTrak™ Falchion Knife | Damascus Steel (Factory New),USD,246.5,380.34,313.42,313.42,2,skinport
★ StatTrak™ Falchion Knife | Damascus Steel (Field-Tested),USD,140.82,228.68,175.61,157.33,3,skinport
★ StatTrak™ Falchion Knife | Doppler (Factory New),USD,657.28,657.28,657.28,657.28,1,skinport
★ StatTrak™ Falchion Knife | Doppler (Factory New),USD,615.54,617.51,616.53,616.53,2,skinport
★ StatTrak™ Falchion Knife | Doppler (Factory New),USD,468.21,468.21,468.21,468.21,1,skinport
★ StatTrak™ Falchion Knife | Doppler (Factory New),USD,368.98,586.73,478.95,481.12,3,skinport
★ StatTrak™ Falchion Knife | Doppler (Factory New),USD,799.11,799.11,799.11,799.11,1,skinport
★ StatTrak™ Falchion Knife | Fade (Factory New),USD,417.94,781.53,567.85,492.86,9,skinport
★ StatTrak™ Falchion Knife | Forest DDPAT (Field-Tested),USD,115.0,123.92,119.46,119.46,2,skinport
★ StatTrak™ Falchion Knife | Forest DDPAT (Minimal Wear),USD,102.33,134.98,118.66,118.66,2,skinport
★ StatTrak™ Falchion Knife | Freehand (Factory New),USD,181.29,249.01,204.07,181.89,3,skinport
★ StatTrak™ Falchion Knife | Freehand (Field-Tested),USD,124.08,124.08,124.08,124.08,1,skinport
★ StatTrak™ Falchion Knife | Freehand (Minimal Wear),USD,112.35,256.04,207.47,254.02,3,skinport
★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New),USD,273.89,476.44,352.51,329.86,4,skinport
★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New),USD,287.5,287.5,287.5,287.5,1,skinport
★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New),USD,327.24,327.24,327.24,327.24,1,skinport
★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New),USD,938.77,941.4,940.09,940.09,2,skinport
StatTrak™ FAMAS | Pulse (Field-Tested),USD,13.64,316.72,67.9,40.97,13,skinport
★ StatTrak™ Falchion Knife | Lore (Battle-Scarred),USD,134.74,213.54,174.14,174.14,2,skinport
★ StatTrak™ Falchion Knife | Lore (Factory New),USD,390.55,390.55,390.55,390.55,1,skinport
★ StatTrak™ Falchion Knife | Lore (Field-Tested),USD,174.48,272.34,235.47,259.57,3,skinport
★ StatTrak™ Falchion Knife | Lore (Minimal Wear),USD,177.79,236.14,206.96,206.96,2,skinport
★ StatTrak™ Falchion Knife | Marble Fade (Factory New),USD,266.24,551.53,371.54,352.24,10,skinport
★ StatTrak™ Falchion Knife | Night (Field-Tested),USD,213.35,213.35,213.35,213.35,1,skinport
★ StatTrak™ Falchion Knife | Rust Coat (Battle-Scarred),USD,103.08,138.21,121.34,122.72,3,skinport
★ StatTrak™ Falchion Knife | Scorched (Battle-Scarred),USD,106.3,106.3,106.3,106.3,1,skinport
★ StatTrak™ Falchion Knife | Scorched (Field-Tested),USD,119.24,119.24,119.24,119.24,1,skinport
★ StatTrak™ Falchion Knife | Slaughter (Factory New),USD,405.14,405.14,405.14,405.14,1,skinport
★ StatTrak™ Falchion Knife | Tiger Tooth (Factory New),USD,232.35,332.84,279.18,275.78,4,skinport
★ StatTrak™ Falchion Knife | Ultraviolet (Minimal Wear),USD,211.22,220.28,215.75,215.75,2,skinport
StatTrak™ FAMAS | Afterimage (Factory New),USD,49.87,70.13,58.07,54.24,3,skinport
StatTrak™ FAMAS | Afterimage (Field-Tested),USD,25.89,40.33,32.74,32.01,3,skinport
StatTrak™ FAMAS | Afterimage (Minimal Wear),USD,31.94,122.47,56.82,44.0,8,skinport
StatTrak™ FAMAS | Bad Trip (Battle-Scarred),USD,55.18,94.66,74.8,74.56,3,skinport
StatTrak™ FAMAS | Bad Trip (Factory New),USD,149.05,218.16,175.43,164.09,6,skinport
StatTrak™ FAMAS | Bad Trip (Field-Tested),USD,52.69,117.53,63.18,57.56,16,skinport
StatTrak™ FAMAS | Bad Trip (Minimal Wear),USD,58.67,105.6,70.51,62.05,11,skinport
StatTrak™ FAMAS | Bad Trip (Well-Worn),USD,49.09,107.79,62.62,58.78,9,skinport
StatTrak™ FAMAS | Commemoration (Battle-Scarred),USD,52.56,52.56,52.56,52.56,1,skinport
StatTrak™ FAMAS | Commemoration (Factory New),USD,81.93,155.53,112.96,105.61,15,skinport
StatTrak™ FAMAS | Commemoration (Field-Tested),USD,47.02,88.01,59.91,58.66,12,skinport
StatTrak™ FAMAS | Commemoration (Minimal Wear),USD,54.17,117.35,73.59,67.47,7,skinport
StatTrak™ FAMAS | Commemoration (Well-Worn),USD,45.69,53.22,49.46,49.46,2,skinport
StatTrak™ FAMAS | Crypsis (Battle-Scarred),USD,0.47,21.3,2.84,0.59,13,skinport
StatTrak™ FAMAS | Crypsis (Factory New),USD,3.18,22.72,8.71,4.82,10,skinport
StatTrak™ FAMAS | Crypsis (Field-Tested),USD,0.39,1.77,0.59,0.48,86,skinport
StatTrak™ FAMAS | Crypsis (Minimal Wear),USD,1.26,30.92,3.39,1.46,17,skinport
StatTrak™ FAMAS | Crypsis (Well-Worn),USD,0.54,0.9,0.7,0.63,13,skinport
StatTrak™ FAMAS | Decommissioned (Battle-Scarred),USD,0.36,5.44,0.93,0.43,14,skinport
StatTrak™ FAMAS | Decommissioned (Factory New),USD,4.69,40.91,13.22,9.96,17,skinport
StatTrak™ FAMAS | Decommissioned (Field-Tested),USD,0.43,3.87,1.14,0.55,44,skinport
StatTrak™ FAMAS | Decommissioned (Minimal Wear),USD,1.0,3.8,2.42,2.78,34,skinport
StatTrak™ FAMAS | Decommissioned (Well-Worn),USD,0.33,3.52,0.54,0.42,25,skinport
StatTrak™ FAMAS | Djinn (Battle-Scarred),USD,12.0,13.28,12.69,12.78,3,skinport
StatTrak™ FAMAS | Djinn (Field-Tested),USD,12.91,17.72,16.52,17.7,8,skinport
StatTrak™ FAMAS | Djinn (Minimal Wear),USD,17.05,26.7,21.5,20.34,7,skinport
StatTrak™ FAMAS | Djinn (Well-Worn),USD,11.96,31.19,20.37,12.79,14,skinport
StatTrak™ FAMAS | Doomkitty (Field-Tested),USD,6.45,140.8,33.36,13.94,6,skinport
StatTrak™ FAMAS | Doomkitty (Minimal Wear),USD,5.75,516.76,56.84,11.44,27,skinport
StatTrak™ FAMAS | Eye of Athena (Battle-Scarred),USD,20.0,20.16,20.08,20.08,2,skinport
StatTrak™ FAMAS | Eye of Athena (Factory New),USD,45.21,790.63,174.88,58.1,7,skinport
StatTrak™ FAMAS | Eye of Athena (Field-Tested),USD,9.39,17.32,11.82,11.59,10,skinport
StatTrak™ FAMAS | Eye of Athena (Minimal Wear),USD,22.78,117.35,49.92,29.31,8,skinport
StatTrak™ FAMAS | Hexane (Factory New),USD,7.73,140.7,38.9,26.58,10,skinport
StatTrak™ FAMAS | Hexane (Field-Tested),USD,4.06,651.27,71.9,7.17,14,skinport
StatTrak™ FAMAS | Hexane (Minimal Wear),USD,4.78,545.4,80.14,23.47,13,skinport
