market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source,scraped_at
StatTrak™ M4A1-S | Golden Coil (Battle-Scarred),USD,149.78,149.78,149.78,149.78,7,steam_market,2026-04-27T09:48:54.393972+00:00
Souvenir M4A4 | Urban DDPAT (Minimal Wear),USD,34.87,34.87,34.87,34.87,11,steam_market,2026-04-27T09:48:54.393976+00:00
StatTrak™ M4A4 | Zirka (Factory New),USD,336.39,336.39,336.39,336.39,2,steam_market,2026-04-27T09:48:54.393981+00:00
M4A4 | Desert Storm (Factory New),USD,114.0,114.0,114.0,114.0,7,steam_market,2026-04-27T09:48:54.393985+00:00
StatTrak™ M4A4 | Hellfire (Minimal Wear),USD,281.55,281.55,281.55,281.55,4,steam_market,2026-04-27T09:48:54.393989+00:00
AK-47 | First Class (Field-Tested),USD,140.42,140.42,140.42,140.42,15,steam_market,2026-04-27T09:48:54.394003+00:00
AK-47 | Asiimov (Factory New),USD,901.0,901.0,901.0,901.0,9,steam_market,2026-04-27T09:48:54.394007+00:00
SG 553 | Wave Spray (Factory New),USD,38.72,38.72,38.72,38.72,4,steam_market,2026-04-27T09:48:56.846740+00:00
Souvenir FAMAS | Styx (Factory New),USD,215.36,215.36,215.36,215.36,7,steam_market,2026-04-27T09:48:56.846769+00:00
StatTrak™ M4A1-S | Printstream (Minimal Wear),USD,948.35,948.35,948.35,948.35,6,steam_market,2026-04-27T09:48:56.846776+00:00
Souvenir AK-47 | B the Monster (Well-Worn),USD,374.98,374.98,374.98,374.98,1,steam_market,2026-04-27T09:48:56.846783+00:00
SG 553 | Bulldozer (Minimal Wear),USD,343.8,343.8,343.8,343.8,6,steam_market,2026-04-27T09:48:56.846789+00:00
M4A1-S | Imminent Danger (Field-Tested),USD,1080.39,1080.39,1080.39,1080.39,1,steam_market,2026-04-27T09:50:29.742113+00:00
StatTrak™ M4A4 | Asiimov (Well-Worn),USD,494.38,494.38,494.38,494.38,4,steam_market,2026-04-27T09:48:56.846812+00:00
Souvenir SG 553 | Waves Perforated (Battle-Scarred),USD,23.32,23.32,23.32,23.32,5,steam_market,2026-04-27T09:48:56.846818+00:00
StatTrak™ AK-47 | Aquamarine Revenge (Factory New),USD,520.0,520.0,520.0,520.0,7,steam_market,2026-04-27T09:50:32.783032+00:00
StatTrak™ AK-47 | Blue Laminate (Well-Worn),USD,70.22,70.22,70.22,70.22,9,steam_market,2026-04-27T09:49:00.078057+00:00
StatTrak™ M4A1-S | Hyper Beast (Battle-Scarred),USD,170.58,170.58,170.58,170.58,14,steam_market,2026-04-27T09:49:00.078066+00:00
StatTrak™ AK-47 | Neon Revolution (Battle-Scarred),USD,149.99,149.99,149.99,149.99,8,steam_market,2026-04-27T09:49:00.078078+00:00
AK-47 | Panthera onca (Well-Worn),USD,349.76,349.76,349.76,349.76,3,steam_market,2026-04-27T09:49:00.078084+00:00
FAMAS | Macabre (Battle-Scarred),USD,5.94,5.94,5.94,5.94,10,steam_market,2026-04-27T09:49:00.078090+00:00
StatTrak™ Galil AR | Kami (Well-Worn),USD,3.28,3.28,3.28,3.28,22,steam_market,2026-04-27T09:49:00.078096+00:00
Souvenir SG 553 | Waves Perforated (Minimal Wear),USD,33.64,33.64,33.64,33.64,4,steam_market,2026-04-27T09:49:00.078102+00:00
Souvenir AUG | Contractor (Battle-Scarred),USD,18.51,18.51,18.51,18.51,8,steam_market,2026-04-27T09:49:14.237616+00:00
M4A1-S | Guardian (Well-Worn),USD,36.99,36.99,36.99,36.99,7,steam_market,2026-04-27T09:50:46.360325+00:00
SG 553 | Traveler (Battle-Scarred),USD,8.99,8.99,8.99,8.99,5,steam_market,2026-04-27T09:50:46.360282+00:00
Galil AR | Sugar Rush (Minimal Wear),USD,121.3,121.3,121.3,121.3,28,steam_market,2026-04-27T09:49:02.748330+00:00
StatTrak™ AK-47 | Leet Museo (Field-Tested),USD,169.66,169.66,169.66,169.66,11,steam_market,2026-04-27T09:49:02.748339+00:00
FAMAS | Mecha Industries (Battle-Scarred),USD,43.65,43.65,43.65,43.65,28,steam_market,2026-04-27T09:49:02.748344+00:00
Galil AR | Dusk Ruins (Field-Tested),USD,29.6,29.6,29.6,29.6,8,steam_market,2026-04-27T09:50:13.565181+00:00
M4A4 | Hellfire (Well-Worn),USD,138.4,138.4,138.4,138.4,10,steam_market,2026-04-27T09:49:02.748362+00:00
StatTrak™ AK-47 | Fuel Injector (Field-Tested),USD,535.0,535.0,535.0,535.0,4,steam_market,2026-04-27T09:49:05.672550+00:00
AK-47 | B the Monster (Factory New),USD,1352.1,1352.1,1352.1,1352.1,9,steam_market,2026-04-27T09:49:05.672580+00:00
SG 553 | Berry Gel Coat (Battle-Scarred),USD,2.02,2.02,2.02,2.02,51,steam_market,2026-04-27T09:50:46.360336+00:00
Souvenir M4A1-S | VariCamo (Battle-Scarred),USD,67.28,67.28,67.28,67.28,3,steam_market,2026-04-27T09:49:05.672596+00:00
StatTrak™ FAMAS | Commemoration (Factory New),USD,110.0,110.0,110.0,110.0,11,steam_market,2026-04-27T09:50:41.868018+00:00
SG 553 | Colony IV (Minimal Wear),USD,36.38,36.38,36.38,36.38,10,steam_market,2026-04-27T09:49:05.672608+00:00
AUG | Daedalus (Minimal Wear),USD,12.1,12.1,12.1,12.1,33,steam_market,2026-04-27T09:49:14.237638+00:00
Souvenir FAMAS | Colony (Minimal Wear),USD,33.35,33.35,33.35,33.35,10,steam_market,2026-04-27T09:49:14.237650+00:00
StatTrak™ FAMAS | Afterimage (Field-Tested),USD,34.98,34.98,34.98,34.98,7,steam_market,2026-04-27T09:49:14.237644+00:00
StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred),USD,11.91,11.91,11.91,11.91,13,steam_market,2026-04-27T09:49:05.672634+00:00
AUG | Surveillance (Well-Worn),USD,1.15,1.15,1.15,1.15,45,steam_market,2026-04-27T09:49:08.910662+00:00
StatTrak™ AK-47 | Wasteland Rebel (Field-Tested),USD,175.29,175.29,175.29,175.29,12,steam_market,2026-04-27T09:49:08.910683+00:00
M4A1-S | Cyrex (Battle-Scarred),USD,251.89,251.89,251.89,251.89,17,steam_market,2026-04-27T09:50:23.540101+00:00
StatTrak™ FAMAS | ZX Spectron (Factory New),USD,52.38,52.38,52.38,52.38,9,steam_market,2026-04-27T09:50:23.540094+00:00
StatTrak™ AK-47 | Cartel (Factory New),USD,160.05,160.05,160.05,160.05,21,steam_market,2026-04-27T09:50:23.540098+00:00
Souvenir Galil AR | CAUTION! (Field-Tested),USD,38.48,38.48,38.48,38.48,3,steam_market,2026-04-27T09:50:23.540086+00:00
Souvenir SG 553 | Integrale (Battle-Scarred),USD,69.86,69.86,69.86,69.86,7,steam_market,2026-04-27T09:50:23.540090+00:00
StatTrak™ AK-47 | Redline (Well-Worn),USD,73.02,73.02,73.02,73.02,12,steam_market,2026-04-27T09:49:08.910707+00:00
AK-47 | Wasteland Rebel (Battle-Scarred),USD,106.4,106.4,106.4,106.4,10,steam_market,2026-04-27T09:49:08.910711+00:00
SG 553 | Tornado (Factory New),USD,106.06,106.06,106.06,106.06,4,steam_market,2026-04-27T09:49:08.910715+00:00
FAMAS | Styx (Battle-Scarred),USD,20.93,20.93,20.93,20.93,13,steam_market,2026-04-27T09:49:11.834776+00:00
FAMAS | Pulse (Well-Worn),USD,19.1,19.1,19.1,19.1,2,steam_market,2026-04-27T09:50:23.540081+00:00
M4A4 | Eye of Horus (Minimal Wear),USD,1000.0,1000.0,1000.0,1000.0,13,steam_market,2026-04-27T09:49:11.834806+00:00
AUG | Syd Mead (Well-Worn),USD,15.7,15.7,15.7,15.7,25,steam_market,2026-04-27T09:49:11.834822+00:00
Galil AR | Hunting Blind (Battle-Scarred),USD,4.52,4.52,4.52,4.52,8,steam_market,2026-04-27T09:49:11.834827+00:00
StatTrak™ M4A4 | Griffin (Well-Worn),USD,19.28,19.28,19.28,19.28,9,steam_market,2026-04-27T09:50:26.725052+00:00
Souvenir Galil AR | CAUTION! (Well-Worn),USD,49.83,49.83,49.83,49.83,12,steam_market,2026-04-27T09:49:11.834835+00:00
Souvenir AK-47 | Safari Mesh (Well-Worn),USD,23.0,23.0,23.0,23.0,17,steam_market,2026-04-27T09:49:11.834840+00:00
Souvenir SG 553 | Damascus Steel (Field-Tested),USD,10.76,10.76,10.76,10.76,9,steam_market,2026-04-27T09:49:11.834843+00:00
AK-47 | Black Laminate (Well-Worn),USD,58.54,58.54,58.54,58.54,11,steam_market,2026-04-27T09:50:26.725035+00:00
StatTrak™ M4A4 | Faded Zebra (Well-Worn),USD,6.0,6.0,6.0,6.0,34,steam_market,2026-04-27T09:55:12.599728+00:00
StatTrak™ M4A4 | Faded Zebra (Minimal Wear),USD,11.69,11.69,11.69,11.69,35,steam_market,2026-04-27T09:49:14.237624+00:00
StatTrak™ Galil AR | Shattered (Well-Worn),USD,8.71,8.71,8.71,8.71,7,steam_market,2026-04-27T09:49:14.237631+00:00
Souvenir M4A1-S | Welcome to the Jungle (Field-Tested),USD,1800.0,1800.0,1800.0,1800.0,1,steam_market,2026-04-27T09:49:17.317825+00:00
StatTrak™ M4A4 | Asiimov (Field-Tested),USD,766.62,766.62,766.62,766.62,2,steam_market,2026-04-27T09:49:17.317851+00:00
M4A4 | Red DDPAT (Field-Tested),USD,120.38,120.38,120.38,120.38,4,steam_market,2026-04-27T09:49:17.317855+00:00
SG 553 | Bulldozer (Factory New),USD,581.83,581.83,581.83,581.83,5,steam_market,2026-04-27T09:49:17.317859+00:00
Souvenir AUG | Condemned (Battle-Scarred),USD,760.34,760.34,760.34,760.34,2,steam_market,2026-04-27T09:49:17.317863+00:00
Souvenir M4A4 | Hellish (Factory New),USD,604.99,604.99,604.99,604.99,3,steam_market,2026-04-27T09:49:17.317867+00:00
StatTrak™ AUG | Chameleon (Battle-Scarred),USD,258.06,258.06,258.06,258.06,4,steam_market,2026-04-27T09:49:17.317872+00:00
StatTrak™ AK-47 | Vulcan (Well-Worn),USD,370.0,370.0,370.0,370.0,4,steam_market,2026-04-27T09:49:17.317876+00:00
Souvenir AUG | Storm (Minimal Wear),USD,70.0,70.0,70.0,70.0,6,steam_market,2026-04-27T09:49:17.317880+00:00
StatTrak™ FAMAS | Hexane (Well-Worn),USD,6.1,6.1,6.1,6.1,8,steam_market,2026-04-27T09:49:17.317883+00:00
M4A4 | Eye of Horus (Field-Tested),USD,645.0,645.0,645.0,645.0,15,steam_market,2026-04-27T09:49:19.669046+00:00
FAMAS | Night Borre (Factory New),USD,34.45,34.45,34.45,34.45,44,steam_market,2026-04-27T09:50:57.537171+00:00
M4A4 | Turbine (Factory New),USD,44.0,44.0,44.0,44.0,72,steam_market,2026-04-27T09:50:57.537198+00:00
StatTrak™ M4A4 | Zirka (Field-Tested),USD,47.01,47.01,47.01,47.01,19,steam_market,2026-04-27T09:50:57.537206+00:00
StatTrak™ M4A4 | Cyber Security (Well-Worn),USD,38.33,38.33,38.33,38.33,17,steam_market,2026-04-27T09:50:16.070510+00:00
M4A4 | Jungle Tiger (Factory New),USD,234.02,234.02,234.02,234.02,7,steam_market,2026-04-27T09:49:19.669106+00:00
Souvenir M4A1-S | Boreal Forest (Battle-Scarred),USD,292.5,292.5,292.5,292.5,2,steam_market,2026-04-27T09:49:19.669112+00:00
StatTrak™ AK-47 | Neon Rider (Well-Worn),USD,146.19,146.19,146.19,146.19,5,steam_market,2026-04-27T09:49:19.669119+00:00
SG 553 | Phantom (Well-Worn),USD,1.29,1.29,1.29,1.29,44,steam_market,2026-04-27T09:49:22.429549+00:00
StatTrak™ M4A1-S | Dark Water (Minimal Wear),USD,249.98,249.98,249.98,249.98,10,steam_market,2026-04-27T09:49:22.429587+00:00
FAMAS | Contrast Spray (Battle-Scarred),USD,9.37,9.37,9.37,9.37,7,steam_market,2026-04-27T09:49:22.429594+00:00
FAMAS | Meltdown (Factory New),USD,308.0,308.0,308.0,308.0,18,steam_market,2026-04-27T09:49:22.429600+00:00
StatTrak™ M4A1-S | Player Two (Battle-Scarred),USD,89.54,89.54,89.54,89.54,8,steam_market,2026-04-27T09:49:22.429606+00:00
M4A1-S | Icarus Fell (Minimal Wear),USD,1163.96,1163.96,1163.96,1163.96,5,steam_market,2026-04-27T09:51:03.176730+00:00
AK-47 | Case Hardened (Minimal Wear),USD,356.5,356.5,356.5,356.5,74,steam_market,2026-04-27T09:49:25.517773+00:00
FAMAS | Macabre (Well-Worn),USD,6.86,6.86,6.86,6.86,14,steam_market,2026-04-27T09:49:25.517778+00:00
Souvenir AUG | Colony (Well-Worn),USD,0.78,0.78,0.78,0.78,45,steam_market,2026-04-27T09:49:25.517783+00:00
StatTrak™ FAMAS | Pulse (Well-Worn),USD,28.46,28.46,28.46,28.46,7,steam_market,2026-04-27T09:49:25.517788+00:00
AK-47 | The Oligarch (Factory New),USD,522.33,522.33,522.33,522.33,36,steam_market,2026-04-27T09:49:28.442681+00:00
Galil AR | Eco (Minimal Wear),USD,234.0,234.0,234.0,234.0,26,steam_market,2026-04-27T09:49:28.442687+00:00
AK-47 | Vulcan (Factory New),USD,1020.11,1020.11,1020.11,1020.11,10,steam_market,2026-04-27T09:50:51.373774+00:00
StatTrak™ SG 553 | Wave Spray (Battle-Scarred),USD,7.95,7.95,7.95,7.95,10,steam_market,2026-04-27T09:49:30.635650+00:00
Souvenir SG 553 | Lush Ruins (Well-Worn),USD,0.08,0.08,0.08,0.08,269,steam_market,2026-04-27T09:49:30.635656+00:00
M4A4 | Tornado (Battle-Scarred),USD,11.89,11.89,11.89,11.89,27,steam_market,2026-04-27T09:49:30.635668+00:00
Souvenir M4A4 | Hellish (Well-Worn),USD,79.35,79.35,79.35,79.35,11,steam_market,2026-04-27T09:49:30.635676+00:00
SG 553 | Pulse (Battle-Scarred),USD,3.42,3.42,3.42,3.42,37,steam_market,2026-04-27T09:49:30.635683+00:00
StatTrak™ FAMAS | Decommissioned (Battle-Scarred),USD,0.58,0.58,0.58,0.58,65,steam_market,2026-04-27T09:49:30.635690+00:00
AUG | Navy Murano (Well-Worn),USD,4.39,4.39,4.39,4.39,25,steam_market,2026-04-27T09:49:32.620582+00:00
StatTrak™ AUG | Amber Slipstream (Battle-Scarred),USD,0.47,0.47,0.47,0.47,29,steam_market,2026-04-27T09:49:32.620612+00:00
M4A1-S | Printstream (Minimal Wear),USD,442.99,442.99,442.99,442.99,46,steam_market,2026-04-27T09:49:32.620621+00:00
FAMAS | Doomkitty (Field-Tested),USD,16.4,16.4,16.4,16.4,12,steam_market,2026-04-27T09:49:32.620639+00:00
SG 553 | Wave Spray (Well-Worn),USD,12.89,12.89,12.89,12.89,14,steam_market,2026-04-27T09:49:32.620645+00:00
M4A4 | Tornado (Minimal Wear),USD,80.51,80.51,80.51,80.51,36,steam_market,2026-04-27T09:49:32.620651+00:00
StatTrak™ M4A1-S | Vaporwave (Field-Tested),USD,172.5,172.5,172.5,172.5,19,steam_market,2026-04-27T09:49:58.314323+00:00
M4A4 | The Battlestar (Well-Worn),USD,49.96,49.96,49.96,49.96,11,steam_market,2026-04-27T09:49:58.314330+00:00
SG 553 | Lush Ruins (Factory New),USD,9.13,9.13,9.13,9.13,94,steam_market,2026-04-27T09:49:58.314338+00:00
StatTrak™ M4A1-S | Leaded Glass (Well-Worn),USD,26.77,26.77,26.77,26.77,13,steam_market,2026-04-27T09:49:32.620675+00:00
StatTrak™ AUG | Bengal Tiger (Well-Worn),USD,33.05,33.05,33.05,33.05,9,steam_market,2026-04-27T09:49:34.500308+00:00
M4A4 | Global Offensive (Well-Worn),USD,28.32,28.32,28.32,28.32,5,steam_market,2026-04-27T09:49:58.314294+00:00
Galil AR | Tornado (Battle-Scarred),USD,10.64,10.64,10.64,10.64,13,steam_market,2026-04-27T09:49:58.314345+00:00
FAMAS | Dark Water (Minimal Wear),USD,86.85,86.85,86.85,86.85,31,steam_market,2026-04-27T09:49:34.500337+00:00
StatTrak™ M4A4 | Hellfire (Factory New),USD,409.53,409.53,409.53,409.53,8,steam_market,2026-04-27T09:49:34.500340+00:00
M4A4 | Tornado (Well-Worn),USD,12.14,12.14,12.14,12.14,19,steam_market,2026-04-27T09:49:34.500343+00:00
M4A4 | Buzz Kill (Well-Worn),USD,390.0,390.0,390.0,390.0,22,steam_market,2026-04-27T09:49:34.500347+00:00
StatTrak™ Galil AR | Stone Cold (Factory New),USD,49.24,49.24,49.24,49.24,16,steam_market,2026-04-27T09:49:34.500349+00:00
SG 553 | Ultraviolet (Battle-Scarred),USD,26.39,26.39,26.39,26.39,15,steam_market,2026-04-27T09:49:34.500352+00:00
Souvenir M4A1-S | Mud-Spec (Battle-Scarred),USD,3.05,3.05,3.05,3.05,49,steam_market,2026-04-27T09:50:07.775696+00:00
Souvenir M4A4 | Radiation Hazard (Battle-Scarred),USD,66.12,66.12,66.12,66.12,8,steam_market,2026-04-27T09:51:00.461718+00:00
M4A1-S | Player Two (Factory New),USD,300.63,300.63,300.63,300.63,21,steam_market,2026-04-27T09:49:37.006981+00:00
StatTrak™ FAMAS | Crypsis (Well-Worn),USD,0.94,0.94,0.94,0.94,16,steam_market,2026-04-27T09:49:37.006989+00:00
StatTrak™ AK-47 | Blue Laminate (Factory New),USD,80.74,80.74,80.74,80.74,56,steam_market,2026-04-27T09:51:00.461740+00:00
Souvenir M4A1-S | VariCamo (Minimal Wear),USD,54.0,54.0,54.0,54.0,12,steam_market,2026-04-27T09:49:37.007002+00:00
AK-47 | Predator (Factory New),USD,132.22,132.22,132.22,132.22,2,steam_market,2026-04-27T09:51:00.461686+00:00
M4A4 | Griffin (Factory New),USD,148.5,148.5,148.5,148.5,50,steam_market,2026-04-27T09:49:37.007046+00:00
M4A1-S | Basilisk (Factory New),USD,90.16,90.16,90.16,90.16,59,steam_market,2026-04-27T09:49:37.007052+00:00
M4A4 | Asiimov (Well-Worn),USD,210.61,210.61,210.61,210.61,11,steam_market,2026-04-27T09:55:40.278740+00:00
SG 553 | Candy Apple (Battle-Scarred),USD,7.93,7.93,7.93,7.93,14,steam_market,2026-04-27T09:49:37.007065+00:00
FAMAS | Afterimage (Field-Tested),USD,48.85,48.85,48.85,48.85,10,steam_market,2026-04-27T09:51:00.461710+00:00
M4A4 | Global Offensive (Factory New),USD,139.23,139.23,139.23,139.23,41,steam_market,2026-04-27T09:49:39.827575+00:00
Souvenir SG 553 | Fallout Warning (Well-Worn),USD,4.55,4.55,4.55,4.55,11,steam_market,2026-04-27T09:49:39.827584+00:00
StatTrak™ SG 553 | Cyrex (Factory New),USD,84.38,84.38,84.38,84.38,11,steam_market,2026-04-27T09:49:39.827591+00:00
FAMAS | Spitfire (Battle-Scarred),USD,29.0,29.0,29.0,29.0,8,steam_market,2026-04-27T09:49:39.827598+00:00
FAMAS | Styx (Factory New),USD,284.58,284.58,284.58,284.58,26,steam_market,2026-04-27T09:49:39.827613+00:00
Souvenir AUG | Sand Storm (Well-Worn),USD,3.94,3.94,3.94,3.94,15,steam_market,2026-04-27T09:50:53.254583+00:00
StatTrak™ M4A1-S | Chantico's Fire (Battle-Scarred),USD,175.0,175.0,175.0,175.0,5,steam_market,2026-04-27T09:50:53.254613+00:00
M4A4 | Eye of Horus (Battle-Scarred),USD,268.0,268.0,268.0,268.0,7,steam_market,2026-04-27T09:50:53.254622+00:00
StatTrak™ AUG | Chameleon (Factory New),USD,169.66,169.66,169.66,169.66,18,steam_market,2026-04-27T09:51:19.262114+00:00
M4A1-S | Briefing (Factory New),USD,120.75,120.75,120.75,120.75,27,steam_market,2026-04-27T09:50:51.373754+00:00
StatTrak™ AK-47 | Rat Rod (Battle-Scarred),USD,19.58,19.58,19.58,19.58,21,steam_market,2026-04-27T09:50:51.373768+00:00
StatTrak™ AK-47 | Bloodsport (Factory New),USD,616.49,616.49,616.49,616.49,12,steam_market,2026-04-27T09:50:51.373782+00:00
Galil AR | Tornado (Minimal Wear),USD,15.8,15.8,15.8,15.8,25,steam_market,2026-04-27T09:51:11.382192+00:00
M4A4 | The Battlestar (Factory New),USD,251.01,251.01,251.01,251.01,35,steam_market,2026-04-27T09:49:44.528308+00:00
StatTrak™ M4A1-S | Guardian (Minimal Wear),USD,117.01,117.01,117.01,117.01,10,steam_market,2026-04-27T09:49:44.528337+00:00
Souvenir AK-47 | Safety Net (Battle-Scarred),USD,28.87,28.87,28.87,28.87,15,steam_market,2026-04-27T09:49:44.528346+00:00
StatTrak™ FAMAS | Valence (Factory New),USD,45.97,45.97,45.97,45.97,22,steam_market,2026-04-27T09:49:44.528354+00:00
AK-47 | Aphrodite (Factory New),USD,726.6,726.6,726.6,726.6,42,steam_market,2026-04-27T09:51:11.382141+00:00
StatTrak™ M4A1-S | Briefing (Well-Worn),USD,18.11,18.11,18.11,18.11,11,steam_market,2026-04-27T09:51:11.382170+00:00
FAMAS | Dark Water (Field-Tested),USD,22.22,22.22,22.22,22.22,24,steam_market,2026-04-27T09:49:44.528372+00:00
M4A4 | The Emperor (Factory New),USD,429.94,429.94,429.94,429.94,13,steam_market,2026-04-27T09:49:44.528378+00:00
StatTrak™ AUG | Tom Cat (Well-Worn),USD,1.84,1.84,1.84,1.84,16,steam_market,2026-04-27T09:49:44.528384+00:00
Souvenir M4A4 | Tornado (Field-Tested),USD,19.1,19.1,19.1,19.1,113,steam_market,2026-04-27T09:51:19.262126+00:00
StatTrak™ M4A4 | Desolate Space (Battle-Scarred),USD,34.98,34.98,34.98,34.98,17,steam_market,2026-04-27T09:55:09.677046+00:00
StatTrak™ M4A4 | Evil Daimyo (Factory New),USD,34.5,34.5,34.5,34.5,73,steam_market,2026-04-27T09:51:19.262132+00:00
StatTrak™ M4A1-S | Guardian (Factory New),USD,158.53,158.53,158.53,158.53,25,steam_market,2026-04-27T09:49:46.408837+00:00
AK-47 | Panthera onca (Battle-Scarred),USD,357.35,357.35,357.35,357.35,6,steam_market,2026-04-27T09:51:19.262138+00:00
StatTrak™ Galil AR | Signal (Well-Worn),USD,2.54,2.54,2.54,2.54,22,steam_market,2026-04-27T09:49:46.408845+00:00
M4A4 | Hellish (Minimal Wear),USD,159.59,159.59,159.59,159.59,57,steam_market,2026-04-27T09:55:27.636400+00:00
StatTrak™ M4A4 | Desolate Space (Well-Worn),USD,36.34,36.34,36.34,36.34,23,steam_market,2026-04-27T09:49:49.123353+00:00
M4A4 | Cyber Security (Battle-Scarred),USD,29.75,29.75,29.75,29.75,18,steam_market,2026-04-27T09:49:49.123374+00:00
StatTrak™ AUG | Aristocrat (Battle-Scarred),USD,3.0,3.0,3.0,3.0,32,steam_market,2026-04-27T09:49:49.123390+00:00
Souvenir M4A4 | Converter (Factory New),USD,12.65,12.65,12.65,12.65,44,steam_market,2026-04-27T09:49:49.123393+00:00
StatTrak™ M4A1-S | Chantico's Fire (Field-Tested),USD,183.97,183.97,183.97,183.97,12,steam_market,2026-04-27T09:49:49.123395+00:00
FAMAS | Sergeant (Well-Worn),USD,3.64,3.64,3.64,3.64,35,steam_market,2026-04-27T09:49:49.123398+00:00
StatTrak™ Galil AR | Rocket Pop (Factory New),USD,35.5,35.5,35.5,35.5,21,steam_market,2026-04-27T09:49:52.360880+00:00
StatTrak™ AUG | Plague (Minimal Wear),USD,4.02,4.02,4.02,4.02,11,steam_market,2026-04-27T09:49:52.360884+00:00
AUG | Contractor (Factory New),USD,4.6,4.6,4.6,4.6,117,steam_market,2026-04-27T09:49:52.360888+00:00
StatTrak™ FAMAS | Survivor Z (Minimal Wear),USD,2.99,2.99,2.99,2.99,65,steam_market,2026-04-27T09:50:55.193290+00:00
FAMAS | Eye of Athena (Minimal Wear),USD,14.95,14.95,14.95,14.95,65,steam_market,2026-04-27T09:50:55.193280+00:00
StatTrak™ M4A1-S | Chantico's Fire (Well-Worn),USD,183.46,183.46,183.46,183.46,9,steam_market,2026-04-27T09:50:55.193283+00:00
StatTrak™ SG 553 | Colony IV (Field-Tested),USD,24.57,24.57,24.57,24.57,15,steam_market,2026-04-27T09:50:55.193295+00:00
StatTrak™ AK-47 | Inheritance (Factory New),USD,491.12,491.12,491.12,491.12,11,steam_market,2026-04-27T09:50:55.193287+00:00
Galil AR | Shattered (Battle-Scarred),USD,7.62,7.62,7.62,7.62,29,steam_market,2026-04-27T09:50:55.193252+00:00
AK-47 | X-Ray (Well-Worn),USD,884.65,884.65,884.65,884.65,5,steam_market,2026-04-27T09:55:20.537815+00:00
AK-47 | Cartel (Well-Worn),USD,31.92,31.92,31.92,31.92,19,steam_market,2026-04-27T09:51:15.919631+00:00
FAMAS | Afterimage (Minimal Wear),USD,51.0,51.0,51.0,51.0,11,steam_market,2026-04-27T09:51:15.919634+00:00
StatTrak™ M4A4 | The Emperor (Minimal Wear),USD,193.08,193.08,193.08,193.08,10,steam_market,2026-04-27T09:51:15.919644+00:00
Souvenir AK-47 | Green Laminate (Factory New),USD,53.08,53.08,53.08,53.08,25,steam_market,2026-04-27T09:51:15.919648+00:00
FAMAS | Contrast Spray (Minimal Wear),USD,22.15,22.15,22.15,22.15,7,steam_market,2026-04-27T09:49:58.314354+00:00
FAMAS | Faulty Wiring (Field-Tested),USD,2.5,2.5,2.5,2.5,39,steam_market,2026-04-27T09:49:58.314362+00:00
Galil AR | Amber Fade (Minimal Wear),USD,33.18,33.18,33.18,33.18,3,steam_market,2026-04-27T09:49:58.314369+00:00
StatTrak™ M4A1-S | Flashback (Factory New),USD,26.74,26.74,26.74,26.74,32,steam_market,2026-04-27T09:50:57.537212+00:00
StatTrak™ AK-47 | The Oligarch (Well-Worn),USD,111.01,111.01,111.01,111.01,23,steam_market,2026-04-27T09:50:57.537217+00:00
Galil AR | Cerberus (Factory New),USD,608.44,608.44,608.44,608.44,19,steam_market,2026-04-27T09:50:00.090339+00:00
M4A4 | Desert-Strike (Battle-Scarred),USD,43.14,43.14,43.14,43.14,24,steam_market,2026-04-27T09:50:00.090357+00:00
StatTrak™ AUG | Momentum (Minimal Wear),USD,29.28,29.28,29.28,29.28,9,steam_market,2026-04-27T09:50:00.090361+00:00
Galil AR | Sugar Rush (Well-Worn),USD,77.2,77.2,77.2,77.2,6,steam_market,2026-04-27T09:50:00.090367+00:00
AUG | Lil' Pig (Minimal Wear),USD,182.06,182.06,182.06,182.06,16,steam_market,2026-04-27T09:50:00.090370+00:00
M4A4 | The Coalition (Field-Tested),USD,657.11,657.11,657.11,657.11,32,steam_market,2026-04-27T09:50:00.090373+00:00
Souvenir FAMAS | Styx (Field-Tested),USD,29.26,29.26,29.26,29.26,18,steam_market,2026-04-27T09:50:00.090378+00:00
StatTrak™ M4A1-S | Cyrex (Field-Tested),USD,230.0,230.0,230.0,230.0,24,steam_market,2026-04-27T09:50:00.090381+00:00
AUG | Condemned (Factory New),USD,10.15,10.15,10.15,10.15,58,steam_market,2026-04-27T09:50:00.090385+00:00
FAMAS | Djinn (Factory New),USD,154.96,154.96,154.96,154.96,29,steam_market,2026-04-27T09:50:00.090389+00:00
Souvenir M4A1-S | VariCamo (Well-Worn),USD,57.5,57.5,57.5,57.5,2,steam_market,2026-04-27T09:50:02.024274+00:00
Souvenir FAMAS | Colony (Battle-Scarred),USD,75.0,75.0,75.0,75.0,6,steam_market,2026-04-27T09:50:02.024279+00:00
AUG | Midnight Lily (Field-Tested),USD,499.85,499.85,499.85,499.85,6,steam_market,2026-04-27T09:50:02.024283+00:00
StatTrak™ M4A4 | 龍王 (Dragon King) (Well-Worn),USD,62.24,62.24,62.24,62.24,4,steam_market,2026-04-27T09:50:02.024287+00:00
SG 553 | Hypnotic (Factory New),USD,142.75,142.75,142.75,142.75,19,steam_market,2026-04-27T09:50:29.742165+00:00
M4A1-S | Master Piece (Field-Tested),USD,234.11,234.11,234.11,234.11,8,steam_market,2026-04-27T09:50:29.742152+00:00
