market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source,scraped_at
★ Nomad Knife | Safari Mesh (Well-Worn),USD,132.04,132.04,132.04,132.04,8,steam_market,2026-04-27T10:56:30.635282+00:00
★ Huntsman Knife | Ultraviolet (Well-Worn),USD,102.97,102.97,102.97,102.97,15,steam_market,2026-04-27T10:57:12.791912+00:00
★ Ursus Knife | Urban Masked (Well-Worn),USD,118.23,118.23,118.23,118.23,7,steam_market,2026-04-27T10:57:12.791933+00:00
★ Bowie Knife | Safari Mesh (Well-Worn),USD,89.49,89.49,89.49,89.49,8,steam_market,2026-04-27T10:56:30.635303+00:00
★ Bayonet | Rust Coat (Well-Worn),USD,295.23,295.23,295.23,295.23,2,steam_market,2026-04-27T10:57:12.791963+00:00
★ Bayonet | Lore (Well-Worn),USD,350.0,350.0,350.0,350.0,5,steam_market,2026-04-27T10:56:33.396653+00:00
★ StatTrak™ Stiletto Knife | Safari Mesh (Well-Worn),USD,197.29,197.29,197.29,197.29,4,steam_market,2026-04-27T10:56:33.396656+00:00
★ Classic Knife | Blue Steel (Well-Worn),USD,170.0,170.0,170.0,170.0,10,steam_market,2026-04-27T10:56:33.396659+00:00
★ StatTrak™ Kukri Knife | Forest DDPAT (Well-Worn),USD,88.2,88.2,88.2,88.2,8,steam_market,2026-04-27T10:57:14.954178+00:00
★ StatTrak™ Falchion Knife | Bright Water (Well-Worn),USD,148.09,148.09,148.09,148.09,4,steam_market,2026-04-27T10:57:09.897350+00:00
★ StatTrak™ Bowie Knife | Black Laminate (Well-Worn),USD,105.3,105.3,105.3,105.3,11,steam_market,2026-04-27T10:58:07.175080+00:00
★ Flip Knife | Autotronic (Well-Worn),USD,269.11,269.11,269.11,269.11,4,steam_market,2026-04-27T10:56:36.608854+00:00
★ Flip Knife | Crimson Web (Well-Worn),USD,289.6,289.6,289.6,289.6,6,steam_market,2026-04-27T10:56:36.608860+00:00
★ Survival Knife | Ultraviolet (Well-Worn),USD,101.8,101.8,101.8,101.8,16,steam_market,2026-04-27T10:56:36.608867+00:00
★ Shadow Daggers | Rust Coat (Well-Worn),USD,79.98,79.98,79.98,79.98,9,steam_market,2026-04-27T10:56:36.608875+00:00
★ StatTrak™ Paracord Knife | Case Hardened (Well-Worn),USD,171.95,171.95,171.95,171.95,8,steam_market,2026-04-27T10:56:49.817821+00:00
★ Huntsman Knife | Rust Coat (Well-Worn),USD,110.0,110.0,110.0,110.0,8,steam_market,2026-04-27T10:56:49.817847+00:00
★ Nomad Knife | Ultraviolet (Well-Worn),USD,178.95,178.95,178.95,178.95,5,steam_market,2026-04-27T10:56:49.817855+00:00
★ Shadow Daggers | Black Laminate (Well-Worn),USD,66.77,66.77,66.77,66.77,53,steam_market,2026-04-27T10:57:09.897369+00:00
★ Nomad Knife | Night Stripe (Well-Worn),USD,149.4,149.4,149.4,149.4,7,steam_market,2026-04-27T10:56:49.817877+00:00
★ Skeleton Knife | Urban Masked (Well-Worn),USD,224.79,224.79,224.79,224.79,8,steam_market,2026-04-27T10:56:49.817871+00:00
★ Survival Knife | Safari Mesh (Well-Worn),USD,69.04,69.04,69.04,69.04,13,steam_market,2026-04-27T10:56:38.918012+00:00
★ Skeleton Knife | Ultraviolet (Well-Worn),USD,269.1,269.1,269.1,269.1,12,steam_market,2026-04-27T10:56:38.918018+00:00
★ Nomad Knife | Stained (Well-Worn),USD,185.12,185.12,185.12,185.12,16,steam_market,2026-04-27T10:56:38.918023+00:00
★ Paracord Knife | Scorched (Well-Worn),USD,80.0,80.0,80.0,80.0,14,steam_market,2026-04-27T10:56:38.918031+00:00
★ StatTrak™ Bowie Knife | Freehand (Well-Worn),USD,121.64,121.64,121.64,121.64,5,steam_market,2026-04-27T10:57:14.954228+00:00
★ Skeleton Knife | Stained (Well-Worn),USD,242.82,242.82,242.82,242.82,12,steam_market,2026-04-27T10:58:07.175083+00:00
★ Gut Knife | Freehand (Well-Worn),USD,103.31,103.31,103.31,103.31,10,steam_market,2026-04-27T10:57:09.897380+00:00
★ Bayonet | Bright Water (Well-Worn),USD,237.37,237.37,237.37,237.37,3,steam_market,2026-04-27T10:57:38.799239+00:00
★ Karambit | Forest DDPAT (Well-Worn),USD,672.59,672.59,672.59,672.59,3,steam_market,2026-04-27T10:57:38.799282+00:00
★ Stiletto Knife | Case Hardened (Well-Worn),USD,353.59,353.59,353.59,353.59,14,steam_market,2026-04-27T10:57:38.799287+00:00
★ Skeleton Knife | Rust Coat (Well-Worn),USD,249.98,249.98,249.98,249.98,5,steam_market,2026-04-27T10:57:38.799292+00:00
★ Bayonet | Case Hardened (Well-Worn),USD,345.01,345.01,345.01,345.01,11,steam_market,2026-04-27T10:57:38.799324+00:00
★ Classic Knife | Case Hardened (Well-Worn),USD,180.0,180.0,180.0,180.0,12,steam_market,2026-04-27T10:57:38.799319+00:00
★ StatTrak™ Kukri Knife | Urban Masked (Well-Worn),USD,104.44,104.44,104.44,104.44,10,steam_market,2026-04-27T10:57:38.799307+00:00
★ Ursus Knife | Night Stripe (Well-Worn),USD,125.3,125.3,125.3,125.3,2,steam_market,2026-04-27T10:57:38.799313+00:00
★ StatTrak™ Shadow Daggers | Lore (Well-Worn),USD,109.09,109.09,109.09,109.09,12,steam_market,2026-04-27T10:56:42.100128+00:00
★ StatTrak™ Stiletto Knife | Forest DDPAT (Well-Worn),USD,193.03,193.03,193.03,193.03,2,steam_market,2026-04-27T10:56:42.100134+00:00
★ StatTrak™ Classic Knife | Safari Mesh (Well-Worn),USD,198.35,198.35,198.35,198.35,2,steam_market,2026-04-27T10:56:45.240027+00:00
★ Talon Knife | Forest DDPAT (Well-Worn),USD,330.0,330.0,330.0,330.0,5,steam_market,2026-04-27T10:56:45.240056+00:00
★ Navaja Knife | Forest DDPAT (Well-Worn),USD,66.63,66.63,66.63,66.63,12,steam_market,2026-04-27T10:57:38.799268+00:00
★ Classic Knife | Night Stripe (Well-Worn),USD,187.27,187.27,187.27,187.27,3,steam_market,2026-04-27T10:57:38.799276+00:00
★ StatTrak™ Falchion Knife | Autotronic (Well-Worn),USD,203.63,203.63,203.63,203.63,3,steam_market,2026-04-27T10:56:45.240077+00:00
★ Butterfly Knife | Urban Masked (Well-Worn),USD,750.34,750.34,750.34,750.34,5,steam_market,2026-04-27T10:56:45.240082+00:00
★ StatTrak™ Stiletto Knife | Stained (Well-Worn),USD,304.26,304.26,304.26,304.26,5,steam_market,2026-04-27T10:56:45.240088+00:00
★ StatTrak™ Karambit | Blue Steel (Well-Worn),USD,1053.05,1053.05,1053.05,1053.05,1,steam_market,2026-04-27T10:56:45.240094+00:00
★ StatTrak™ Gut Knife | Freehand (Well-Worn),USD,125.0,125.0,125.0,125.0,4,steam_market,2026-04-27T10:56:45.240099+00:00
★ Butterfly Knife | Lore (Well-Worn),USD,842.43,842.43,842.43,842.43,15,steam_market,2026-04-27T10:56:45.240105+00:00
★ StatTrak™ M9 Bayonet | Lore (Well-Worn),USD,1150.0,1150.0,1150.0,1150.0,1,steam_market,2026-04-27T10:57:49.249343+00:00
★ StatTrak™ Paracord Knife | Scorched (Well-Worn),USD,100.51,100.51,100.51,100.51,3,steam_market,2026-04-27T10:56:47.506796+00:00
★ StatTrak™ Skeleton Knife | Crimson Web (Well-Worn),USD,575.0,575.0,575.0,575.0,3,steam_market,2026-04-27T10:56:47.506798+00:00
★ StatTrak™ Bowie Knife | Autotronic (Well-Worn),USD,165.43,165.43,165.43,165.43,5,steam_market,2026-04-27T10:57:47.194713+00:00
★ StatTrak™ Bayonet | Scorched (Well-Worn),USD,259.99,259.99,259.99,259.99,2,steam_market,2026-04-27T10:57:49.249345+00:00
★ StatTrak™ Huntsman Knife | Boreal Forest (Well-Worn),USD,221.85,221.85,221.85,221.85,3,steam_market,2026-04-27T10:57:49.249347+00:00
★ StatTrak™ Huntsman Knife | Bright Water (Well-Worn),USD,132.22,132.22,132.22,132.22,2,steam_market,2026-04-27T10:57:49.249341+00:00
★ Flip Knife | Rust Coat (Well-Worn),USD,196.94,196.94,196.94,196.94,1,steam_market,2026-04-27T10:56:47.506804+00:00
★ StatTrak™ M9 Bayonet | Blue Steel (Well-Worn),USD,702.03,702.03,702.03,702.03,2,steam_market,2026-04-27T10:56:47.506805+00:00
★ StatTrak™ Navaja Knife | Boreal Forest (Well-Worn),USD,95.12,95.12,95.12,95.12,5,steam_market,2026-04-27T10:56:47.506807+00:00
★ StatTrak™ Classic Knife | Boreal Forest (Well-Worn),USD,156.64,156.64,156.64,156.64,3,steam_market,2026-04-27T10:56:49.817860+00:00
★ Shadow Daggers | Urban Masked (Well-Worn),USD,88.92,88.92,88.92,88.92,3,steam_market,2026-04-27T10:56:49.817866+00:00
★ Bowie Knife | Freehand (Well-Worn),USD,111.15,111.15,111.15,111.15,12,steam_market,2026-04-27T10:57:41.971194+00:00
★ Huntsman Knife | Scorched (Well-Worn),USD,110.0,110.0,110.0,110.0,4,steam_market,2026-04-27T10:57:41.971186+00:00
★ Bayonet | Night (Well-Worn),USD,221.15,221.15,221.15,221.15,5,steam_market,2026-04-27T10:57:43.966186+00:00
★ Bayonet | Boreal Forest (Well-Worn),USD,234.84,234.84,234.84,234.84,5,steam_market,2026-04-27T10:57:43.966192+00:00
★ Falchion Knife | Bright Water (Well-Worn),USD,131.47,131.47,131.47,131.47,2,steam_market,2026-04-27T10:57:43.966197+00:00
★ Flip Knife | Forest DDPAT (Well-Worn),USD,162.11,162.11,162.11,162.11,5,steam_market,2026-04-27T10:57:41.971206+00:00
★ StatTrak™ Butterfly Knife | Scorched (Well-Worn),USD,833.08,833.08,833.08,833.08,4,steam_market,2026-04-27T10:57:43.966180+00:00
★ StatTrak™ Falchion Knife | Lore (Well-Worn),USD,202.3,202.3,202.3,202.3,4,steam_market,2026-04-27T10:57:41.971211+00:00
★ StatTrak™ Butterfly Knife | Freehand (Well-Worn),USD,1322.34,1322.34,1322.34,1322.34,2,steam_market,2026-04-27T10:58:17.309556+00:00
★ StatTrak™ Kukri Knife | Safari Mesh (Well-Worn),USD,85.19,85.19,85.19,85.19,11,steam_market,2026-04-27T10:58:17.309568+00:00
★ StatTrak™ Karambit | Rust Coat (Well-Worn),USD,1790.17,1790.17,1790.17,1790.17,1,steam_market,2026-04-27T10:57:14.954257+00:00
★ StatTrak™ Falchion Knife | Damascus Steel (Well-Worn),USD,225.37,225.37,225.37,225.37,2,steam_market,2026-04-27T10:56:52.609608+00:00
★ StatTrak™ Ursus Knife | Rust Coat (Well-Worn),USD,187.42,187.42,187.42,187.42,1,steam_market,2026-04-27T10:57:14.954263+00:00
★ StatTrak™ Survival Knife | Case Hardened (Well-Worn),USD,197.75,197.75,197.75,197.75,7,steam_market,2026-04-27T10:56:55.692851+00:00
★ StatTrak™ Paracord Knife | Crimson Web (Well-Worn),USD,195.88,195.88,195.88,195.88,3,steam_market,2026-04-27T10:56:55.692864+00:00
★ StatTrak™ Ursus Knife | Damascus Steel (Well-Worn),USD,180.78,180.78,180.78,180.78,1,steam_market,2026-04-27T10:57:47.194736+00:00
★ StatTrak™ Talon Knife | Blue Steel (Well-Worn),USD,679.0,679.0,679.0,679.0,2,steam_market,2026-04-27T10:57:47.194750+00:00
★ Bowie Knife | Crimson Web (Well-Worn),USD,183.37,183.37,183.37,183.37,4,steam_market,2026-04-27T10:57:47.194742+00:00
★ StatTrak™ Ursus Knife | Blue Steel (Well-Worn),USD,148.01,148.01,148.01,148.01,6,steam_market,2026-04-27T10:57:23.444986+00:00
★ Gut Knife | Rust Coat (Well-Worn),USD,103.44,103.44,103.44,103.44,5,steam_market,2026-04-27T10:56:55.692881+00:00
★ Nomad Knife | Crimson Web (Well-Worn),USD,251.01,251.01,251.01,251.01,6,steam_market,2026-04-27T10:57:23.444983+00:00
★ StatTrak™ Flip Knife | Night (Well-Worn),USD,190.24,190.24,190.24,190.24,2,steam_market,2026-04-27T10:56:58.456209+00:00
★ StatTrak™ M9 Bayonet | Boreal Forest (Well-Worn),USD,588.0,588.0,588.0,588.0,1,steam_market,2026-04-27T10:56:58.456221+00:00
★ Talon Knife | Scorched (Well-Worn),USD,357.76,357.76,357.76,357.76,5,steam_market,2026-04-27T10:56:58.456224+00:00
★ StatTrak™ Stiletto Knife | Ultraviolet (Well-Worn),USD,310.5,310.5,310.5,310.5,1,steam_market,2026-04-27T10:58:00.401750+00:00
★ StatTrak™ M9 Bayonet | Freehand (Well-Worn),USD,526.53,526.53,526.53,526.53,1,steam_market,2026-04-27T10:58:00.401745+00:00
★ StatTrak™ Shadow Daggers | Stained (Well-Worn),USD,146.25,146.25,146.25,146.25,4,steam_market,2026-04-27T10:56:58.456231+00:00
★ Paracord Knife | Damascus Steel (Well-Worn),USD,104.46,104.46,104.46,104.46,10,steam_market,2026-04-27T10:58:00.401747+00:00
★ Flip Knife | Blue Steel (Well-Worn),USD,261.81,261.81,261.81,261.81,8,steam_market,2026-04-27T10:58:00.401761+00:00
★ Butterfly Knife | Scorched (Well-Worn),USD,692.13,692.13,692.13,692.13,3,steam_market,2026-04-27T10:56:58.456237+00:00
★ StatTrak™ Falchion Knife | Case Hardened (Well-Worn),USD,327.6,327.6,327.6,327.6,4,steam_market,2026-04-27T10:57:00.451398+00:00
★ Huntsman Knife | Forest DDPAT (Well-Worn),USD,111.01,111.01,111.01,111.01,3,steam_market,2026-04-27T10:57:20.667340+00:00
★ StatTrak™ Huntsman Knife | Safari Mesh (Well-Worn),USD,112.39,112.39,112.39,112.39,2,steam_market,2026-04-27T10:57:00.451438+00:00
★ StatTrak™ Flip Knife | Urban Masked (Well-Worn),USD,198.35,198.35,198.35,198.35,1,steam_market,2026-04-27T10:57:00.451444+00:00
★ StatTrak™ Bayonet | Black Laminate (Well-Worn),USD,380.16,380.16,380.16,380.16,1,steam_market,2026-04-27T10:57:00.451450+00:00
★ StatTrak™ Navaja Knife | Crimson Web (Well-Worn),USD,158.66,158.66,158.66,158.66,5,steam_market,2026-04-27T10:57:00.451456+00:00
★ Karambit | Scorched (Well-Worn),USD,783.0,783.0,783.0,783.0,2,steam_market,2026-04-27T10:57:00.451462+00:00
★ Talon Knife | Blue Steel (Well-Worn),USD,587.93,587.93,587.93,587.93,6,steam_market,2026-04-27T10:57:00.451468+00:00
★ StatTrak™ Paracord Knife | Safari Mesh (Well-Worn),USD,152.07,152.07,152.07,152.07,1,steam_market,2026-04-27T10:57:00.451481+00:00
★ Karambit | Boreal Forest (Well-Worn),USD,607.05,607.05,607.05,607.05,5,steam_market,2026-04-27T10:57:07.781864+00:00
★ Huntsman Knife | Safari Mesh (Well-Worn),USD,93.68,93.68,93.68,93.68,5,steam_market,2026-04-27T10:57:07.781829+00:00
★ Paracord Knife | Rust Coat (Well-Worn),USD,80.66,80.66,80.66,80.66,8,steam_market,2026-04-27T10:57:02.860467+00:00
★ StatTrak™ Gut Knife | Ultraviolet (Well-Worn),USD,107.65,107.65,107.65,107.65,4,steam_market,2026-04-27T10:57:02.860471+00:00
★ Skeleton Knife | Boreal Forest (Well-Worn),USD,190.76,190.76,190.76,190.76,9,steam_market,2026-04-27T10:57:02.860475+00:00
★ Survival Knife | Crimson Web (Well-Worn),USD,161.57,161.57,161.57,161.57,10,steam_market,2026-04-27T10:57:02.860478+00:00
★ StatTrak™ Huntsman Knife | Freehand (Well-Worn),USD,165.0,165.0,165.0,165.0,3,steam_market,2026-04-27T10:57:02.860482+00:00
★ StatTrak™ Shadow Daggers | Blue Steel (Well-Worn),USD,146.92,146.92,146.92,146.92,3,steam_market,2026-04-27T10:58:09.382514+00:00
★ StatTrak™ Bayonet | Case Hardened (Well-Worn),USD,423.14,423.14,423.14,423.14,2,steam_market,2026-04-27T10:58:05.076133+00:00
★ StatTrak™ Huntsman Knife | Lore (Well-Worn),USD,194.0,194.0,194.0,194.0,7,steam_market,2026-04-27T10:57:02.860491+00:00
★ StatTrak™ Navaja Knife | Ultraviolet (Well-Worn),USD,105.0,105.0,105.0,105.0,3,steam_market,2026-04-27T10:57:07.781875+00:00
★ Ursus Knife | Safari Mesh (Well-Worn),USD,92.0,92.0,92.0,92.0,6,steam_market,2026-04-27T10:58:09.382521+00:00
★ Bayonet | Ultraviolet (Well-Worn),USD,222.57,222.57,222.57,222.57,9,steam_market,2026-04-27T10:57:07.781872+00:00
★ Bowie Knife | Boreal Forest (Well-Worn),USD,90.94,90.94,90.94,90.94,3,steam_market,2026-04-27T10:57:09.897331+00:00
★ Paracord Knife | Blue Steel (Well-Worn),USD,122.31,122.31,122.31,122.31,17,steam_market,2026-04-27T10:58:09.382523+00:00
★ Falchion Knife | Freehand (Well-Worn),USD,132.22,132.22,132.22,132.22,14,steam_market,2026-04-27T10:57:04.964571+00:00
★ StatTrak™ Shadow Daggers | Autotronic (Well-Worn),USD,114.9,114.9,114.9,114.9,8,steam_market,2026-04-27T10:58:09.382516+00:00
★ StatTrak™ Kukri Knife | Boreal Forest (Well-Worn),USD,83.83,83.83,83.83,83.83,17,steam_market,2026-04-27T10:58:09.382519+00:00
★ Gut Knife | Damascus Steel (Well-Worn),USD,113.34,113.34,113.34,113.34,4,steam_market,2026-04-27T10:57:04.964588+00:00
★ Survival Knife | Rust Coat (Well-Worn),USD,95.0,95.0,95.0,95.0,7,steam_market,2026-04-27T10:58:09.382490+00:00
★ Nomad Knife | Damascus Steel (Well-Worn),USD,222.64,222.64,222.64,222.64,6,steam_market,2026-04-27T10:57:07.781877+00:00
★ Bayonet | Urban Masked (Well-Worn),USD,212.89,212.89,212.89,212.89,5,steam_market,2026-04-27T10:57:07.781879+00:00
★ StatTrak™ Falchion Knife | Ultraviolet (Well-Worn),USD,186.45,186.45,186.45,186.45,5,steam_market,2026-04-27T10:57:07.781882+00:00
★ StatTrak™ Ursus Knife | Boreal Forest (Well-Worn),USD,106.44,106.44,106.44,106.44,1,steam_market,2026-04-27T10:57:07.781884+00:00
★ StatTrak™ Kukri Knife | Scorched (Well-Worn),USD,92.87,92.87,92.87,92.87,12,steam_market,2026-04-27T10:57:07.781886+00:00
★ Classic Knife | Safari Mesh (Well-Worn),USD,107.41,107.41,107.41,107.41,9,steam_market,2026-04-27T10:57:07.781888+00:00
★ Classic Knife | Boreal Forest (Well-Worn),USD,129.21,129.21,129.21,129.21,4,steam_market,2026-04-27T10:57:09.897304+00:00
★ StatTrak™ Paracord Knife | Blue Steel (Well-Worn),USD,150.46,150.46,150.46,150.46,6,steam_market,2026-04-27T10:57:09.897338+00:00
★ StatTrak™ Talon Knife | Stained (Well-Worn),USD,548.98,548.98,548.98,548.98,4,steam_market,2026-04-27T10:58:07.174999+00:00
★ Butterfly Knife | Ultraviolet (Well-Worn),USD,891.77,891.77,891.77,891.77,3,steam_market,2026-04-27T10:57:09.897355+00:00
★ StatTrak™ Butterfly Knife | Night (Well-Worn),USD,860.0,860.0,860.0,860.0,2,steam_market,2026-04-27T10:57:09.897362+00:00
★ StatTrak™ Skeleton Knife | Safari Mesh (Well-Worn),USD,197.69,197.69,197.69,197.69,5,steam_market,2026-04-27T10:57:09.897374+00:00
★ StatTrak™ Flip Knife | Bright Water (Well-Worn),USD,197.57,197.57,197.57,197.57,3,steam_market,2026-04-27T10:57:28.552875+00:00
★ StatTrak™ Kukri Knife | Night Stripe (Well-Worn),USD,98.86,98.86,98.86,98.86,8,steam_market,2026-04-27T10:57:12.791952+00:00
★ Falchion Knife | Boreal Forest (Well-Worn),USD,117.01,117.01,117.01,117.01,10,steam_market,2026-04-27T10:57:12.791956+00:00
★ Flip Knife | Case Hardened (Well-Worn),USD,238.01,238.01,238.01,238.01,10,steam_market,2026-04-27T10:57:12.791959+00:00
★ Nomad Knife | Forest DDPAT (Well-Worn),USD,140.21,140.21,140.21,140.21,8,steam_market,2026-04-27T10:58:07.175072+00:00
★ Butterfly Knife | Case Hardened (Well-Worn),USD,1033.9,1033.9,1033.9,1033.9,16,steam_market,2026-04-27T10:58:07.175076+00:00
★ StatTrak™ Kukri Knife | Blue Steel (Well-Worn),USD,152.07,152.07,152.07,152.07,11,steam_market,2026-04-27T10:57:14.954233+00:00
★ Gut Knife | Bright Water (Well-Worn),USD,113.0,113.0,113.0,113.0,3,steam_market,2026-04-27T10:57:14.954239+00:00
★ StatTrak™ Falchion Knife | Safari Mesh (Well-Worn),USD,184.27,184.27,184.27,184.27,2,steam_market,2026-04-27T10:57:14.954270+00:00
★ StatTrak™ Bowie Knife | Bright Water (Well-Worn),USD,98.86,98.86,98.86,98.86,4,steam_market,2026-04-27T10:58:19.452344+00:00
★ Gut Knife | Stained (Well-Worn),USD,104.77,104.77,104.77,104.77,10,steam_market,2026-04-27T10:58:19.452355+00:00
★ Bowie Knife | Rust Coat (Well-Worn),USD,117.6,117.6,117.6,117.6,5,steam_market,2026-04-27T10:58:19.452384+00:00
★ Navaja Knife | Urban Masked (Well-Worn),USD,70.08,70.08,70.08,70.08,12,steam_market,2026-04-27T10:58:21.495454+00:00
★ StatTrak™ Skeleton Knife | Stained (Well-Worn),USD,340.69,340.69,340.69,340.69,9,steam_market,2026-04-27T10:58:21.495522+00:00
★ Stiletto Knife | Crimson Web (Well-Worn),USD,364.96,364.96,364.96,364.96,5,steam_market,2026-04-27T10:58:21.495528+00:00
★ Ursus Knife | Boreal Forest (Well-Worn),USD,88.23,88.23,88.23,88.23,12,steam_market,2026-04-27T10:58:21.495509+00:00
★ Shadow Daggers | Autotronic (Well-Worn),USD,89.65,89.65,89.65,89.65,15,steam_market,2026-04-27T10:58:21.495534+00:00
★ StatTrak™ Huntsman Knife | Black Laminate (Well-Worn),USD,124.0,124.0,124.0,124.0,13,steam_market,2026-04-27T10:58:17.309494+00:00
★ Bowie Knife | Bright Water (Well-Worn),USD,94.0,94.0,94.0,94.0,15,steam_market,2026-04-27T10:58:14.310660+00:00
★ StatTrak™ Falchion Knife | Boreal Forest (Well-Worn),USD,150.55,150.55,150.55,150.55,2,steam_market,2026-04-27T10:57:20.667309+00:00
★ M9 Bayonet | Blue Steel (Well-Worn),USD,830.0,830.0,830.0,830.0,4,steam_market,2026-04-27T10:57:20.667328+00:00
★ StatTrak™ Gut Knife | Damascus Steel (Well-Worn),USD,1737.43,1737.43,1737.43,1737.43,1,steam_market,2026-04-27T10:57:20.667331+00:00
★ StatTrak™ Navaja Knife | Blue Steel (Well-Worn),USD,124.45,124.45,124.45,124.45,8,steam_market,2026-04-27T10:57:20.667333+00:00
★ StatTrak™ Butterfly Knife | Crimson Web (Well-Worn),USD,1851.29,1851.29,1851.29,1851.29,2,steam_market,2026-04-27T10:57:20.667337+00:00
★ StatTrak™ Bowie Knife | Rust Coat (Well-Worn),USD,200.0,200.0,200.0,200.0,2,steam_market,2026-04-27T10:57:20.667342+00:00
★ StatTrak™ Stiletto Knife | Night Stripe (Well-Worn),USD,251.24,251.24,251.24,251.24,2,steam_market,2026-04-27T10:57:20.667345+00:00
★ StatTrak™ Shadow Daggers | Crimson Web (Well-Worn),USD,228.1,228.1,228.1,228.1,2,steam_market,2026-04-27T10:57:20.667347+00:00
★ Shadow Daggers | Forest DDPAT (Well-Worn),USD,91.11,91.11,91.11,91.11,6,steam_market,2026-04-27T10:57:20.667349+00:00
★ Skeleton Knife | Safari Mesh (Well-Worn),USD,185.12,185.12,185.12,185.12,12,steam_market,2026-04-27T10:57:23.444931+00:00
★ Huntsman Knife | Crimson Web (Well-Worn),USD,161.0,161.0,161.0,161.0,3,steam_market,2026-04-27T10:57:23.444959+00:00
★ Butterfly Knife | Stained (Well-Worn),USD,955.88,955.88,955.88,955.88,8,steam_market,2026-04-27T10:57:58.261191+00:00
★ StatTrak™ Huntsman Knife | Damascus Steel (Well-Worn),USD,232.13,232.13,232.13,232.13,5,steam_market,2026-04-27T10:57:58.261189+00:00
★ StatTrak™ Butterfly Knife | Stained (Well-Worn),USD,929.47,929.47,929.47,929.47,4,steam_market,2026-04-27T10:57:58.261193+00:00
★ StatTrak™ Navaja Knife | Night Stripe (Well-Worn),USD,93.18,93.18,93.18,93.18,1,steam_market,2026-04-27T10:57:53.043133+00:00
★ StatTrak™ Huntsman Knife | Stained (Well-Worn),USD,228.1,228.1,228.1,228.1,2,steam_market,2026-04-27T10:57:53.043123+00:00
★ Shadow Daggers | Damascus Steel (Well-Worn),USD,90.85,90.85,90.85,90.85,3,steam_market,2026-04-27T10:57:53.043109+00:00
★ StatTrak™ Survival Knife | Crimson Web (Well-Worn),USD,188.38,188.38,188.38,188.38,2,steam_market,2026-04-27T10:57:53.043103+00:00
★ StatTrak™ Flip Knife | Ultraviolet (Well-Worn),USD,239.61,239.61,239.61,239.61,3,steam_market,2026-04-27T10:57:25.381372+00:00
★ StatTrak™ Navaja Knife | Safari Mesh (Well-Worn),USD,158.67,158.67,158.67,158.67,1,steam_market,2026-04-27T10:57:25.381384+00:00
★ StatTrak™ Gut Knife | Bright Water (Well-Worn),USD,158.67,158.67,158.67,158.67,1,steam_market,2026-04-27T10:57:25.381390+00:00
★ M9 Bayonet | Bright Water (Well-Worn),USD,708.79,708.79,708.79,708.79,1,steam_market,2026-04-27T10:57:25.381396+00:00
★ StatTrak™ Navaja Knife | Stained (Well-Worn),USD,109.41,109.41,109.41,109.41,6,steam_market,2026-04-27T10:57:25.381401+00:00
★ StatTrak™ Navaja Knife | Forest DDPAT (Well-Worn),USD,91.24,91.24,91.24,91.24,4,steam_market,2026-04-27T10:57:25.381406+00:00
★ Shadow Daggers | Boreal Forest (Well-Worn),USD,66.1,66.1,66.1,66.1,7,steam_market,2026-04-27T10:57:25.381412+00:00
★ StatTrak™ Survival Knife | Damascus Steel (Well-Worn),USD,138.65,138.65,138.65,138.65,3,steam_market,2026-04-27T10:57:33.287337+00:00
★ StatTrak™ Classic Knife | Urban Masked (Well-Worn),USD,166.38,166.38,166.38,166.38,3,steam_market,2026-04-27T10:57:33.287331+00:00
★ Navaja Knife | Stained (Well-Worn),USD,70.52,70.52,70.52,70.52,19,steam_market,2026-04-27T10:57:28.552886+00:00
★ Flip Knife | Black Laminate (Well-Worn),USD,187.37,187.37,187.37,187.37,8,steam_market,2026-04-27T10:57:28.552892+00:00
★ Ursus Knife | Ultraviolet (Well-Worn),USD,152.07,152.07,152.07,152.07,9,steam_market,2026-04-27T10:57:28.552898+00:00
★ StatTrak™ Shadow Daggers | Urban Masked (Well-Worn),USD,101.73,101.73,101.73,101.73,2,steam_market,2026-04-27T10:57:28.552904+00:00
★ Stiletto Knife | Stained (Well-Worn),USD,267.0,267.0,267.0,267.0,3,steam_market,2026-04-27T10:57:28.552910+00:00
★ Flip Knife | Safari Mesh (Well-Worn),USD,181.55,181.55,181.55,181.55,6,steam_market,2026-04-27T10:57:28.552916+00:00
★ Gut Knife | Urban Masked (Well-Worn),USD,91.79,91.79,91.79,91.79,8,steam_market,2026-04-27T10:57:31.078144+00:00
★ Gut Knife | Scorched (Well-Worn),USD,82.89,82.89,82.89,82.89,7,steam_market,2026-04-27T10:57:31.078168+00:00
★ Karambit | Stained (Well-Worn),USD,819.04,819.04,819.04,819.04,4,steam_market,2026-04-27T10:58:02.759033+00:00
★ Gut Knife | Crimson Web (Well-Worn),USD,118.56,118.56,118.56,118.56,6,steam_market,2026-04-27T10:57:31.078174+00:00
★ StatTrak™ Butterfly Knife | Forest DDPAT (Well-Worn),USD,674.4,674.4,674.4,674.4,3,steam_market,2026-04-27T10:58:02.759028+00:00
★ M9 Bayonet | Case Hardened (Well-Worn),USD,858.83,858.83,858.83,858.83,8,steam_market,2026-04-27T10:58:02.759031+00:00
★ M9 Bayonet | Urban Masked (Well-Worn),USD,510.05,510.05,510.05,510.05,3,steam_market,2026-04-27T10:58:02.759024+00:00
