timestamp,price_dollar,sells
1683604800000,85,1
1683640800000,25.621,1
1683702000000,54.394,1
1683838800000,33.972,1
1683900000000,48.5,1
1683954000000,31.349,1
1684015200000,43.492,1
1684022400000,47.32,1
1684058400000,43.492,1
1684083600000,32.053,1
1684090800000,54.379,2
1684371600000,64.06,1
1684573200000,40.052,1
1684584000000,60.478,2
1684695600000,70.44,1
