timestamp,price_dollar,sells
1445043600000,408.839,1
1445562000000,401.65,1
1447808400000,383.695,1
1448154000000,380,1
1448413200000,400,1
1449709200000,333.549,1
1451696400000,299.03,1
1452646800000,264.5,1
1453165200000,253.001,1
1454634000000,300.004,1
1469322000000,144.99,1
1469926800000,188.372,2
1480381200000,67.705,1
1492304400000,72.685,1
1507942800000,72.758,1
1513645200000,159.258,1
