timestamp,price_dollar,sells
1585875600000,292.727,1
1630890000000,310,1
1659229200000,350.001,1
1662080400000,347.094,1
1675818000000,346.06,1
1678582800000,211.72,1
1680742800000,379.004,1
1682647200000,237.79,1
