timestamp,price_dollar,sells
1683640800000,49.785,1
1683648000000,112.07,1
1683651600000,112.08,1
1683770400000,116.156,1
1683846000000,143.75,1
1683867600000,269.15,1
1684072800000,198.3,1
1684191600000,250.075,1
1684332000000,107.314,1
1684432800000,113.55,1
1684494000000,115,1
1684537200000,86.1,1
1684627200000,123.932,1
1684659600000,186,1
1684692000000,180.2,1
1684695600000,184.072,1
1684771200000,142.457,1
1684926000000,186.468,1
