timestamp,price_dollar,sells
1683565200000,6.46,1
1683568800000,3.45,3
1683576000000,10.198,2
1683583200000,10.185,3
1683608400000,4.659,1
1683612000000,8.987,2
1683640800000,8.368,3
1683651600000,8.298,1
1683662400000,7.728,1
1683666000000,8.269,1
1683669600000,8.207,1
1683676800000,9.667,1
1683680400000,5.186,1
1683684000000,6.57,1
1683698400000,6.003,1
1683705600000,5.196,2
1683709200000,7.003,1
1683720000000,6.22,4
1683727200000,5.195,3
1683730800000,6.675,5
1683734400000,6.508,1
1683738000000,10.471,2
1683745200000,5.749,2
1683748800000,6.531,2
1683752400000,5.064,1
1683766800000,5.3,1
1683770400000,5.327,4
1683774000000,32.935,1
1683777600000,6.705,1
1683781200000,4.978,1
1683792000000,5.821,3
1683795600000,5,1
1683799200000,5.826,1
1683806400000,5.84,3
1683810000000,4.768,1
1683813600000,5.83,3
1683820800000,5.109,2
1683828000000,8.257,1
1683835200000,6.017,3
1683838800000,7.429,1
1683842400000,5.08,1
1683846000000,5.083,3
1683849600000,7.2,1
1683860400000,7.08,1
1683878400000,4.991,3
1683882000000,4.99,1
1683889200000,5.031,3
1683892800000,5.022,2
1683900000000,6.047,1
1683903600000,7.451,1
1683910800000,4.99,1
1683914400000,5.771,3
1683918000000,5.265,2
1683921600000,5.396,2
1683925200000,5.137,2
1683928800000,5.563,2
1683932400000,5.121,2
1683939600000,4.951,3
1683943200000,5.67,1
1683957600000,7.45,1
1683964800000,5.877,2
1683975600000,6.641,1
1683979200000,6.663,2
1683982800000,24.487,3
1683986400000,6.677,1
1683990000000,6.686,2
1683993600000,6.676,2
1684008000000,5.003,1
1684018800000,6.64,1
1684026000000,6.675,1
1684036800000,5.175,1
1684051200000,6.46,1
1684054800000,6.46,1
1684069200000,6.438,1
1684083600000,7.433,4
1684087200000,6.485,2
1684090800000,6.485,2
1684094400000,6.669,2
1684101600000,6.939,1
1684108800000,7.302,2
1684112400000,6.95,1
1684123200000,7.66,1
1684162800000,10.04,1
1684173600000,5.842,1
1684177200000,9.992,1
1684188000000,18.147,1
1684191600000,15.003,1
1684202400000,9.92,1
1684206000000,9.925,3
1684220400000,10.41,1
1684224000000,9.914,1
1684252800000,18.94,1
1684256400000,8.035,1
1684270800000,8.146,2
1684278000000,8.14,1
1684281600000,8.16,1
1684285200000,6.526,1
1684296000000,6.39,1
1684303200000,10.851,2
1684306800000,8.093,2
1684317600000,6.586,1
1684321200000,6.918,1
1684324800000,7.877,1
1684328400000,6.744,3
1684332000000,6.925,1
1684335600000,6.25,1
1684342800000,6.445,1
1684346400000,7.436,3
1684368000000,13.043,1
1684371600000,6.797,1
1684375200000,6.895,3
1684378800000,9.849,2
1684386000000,6.388,2
1684389600000,6.37,3
1684396800000,6.38,2
1684400400000,6.385,2
1684407600000,7.91,1
1684411200000,6.37,1
1684418400000,9.993,1
1684425600000,6.4,1
1684429200000,6.38,3
1684432800000,6.36,1
1684440000000,5.721,1
1684443600000,6.36,1
1684447200000,6.477,2
1684479600000,6.855,2
1684486800000,6.36,1
1684494000000,7.389,1
1684497600000,6.874,2
1684501200000,8.054,1
1684504800000,7.411,1
1684508400000,5.678,1
1684512000000,5.617,1
1684515600000,6.101,2
1684519200000,6.812,1
1684522800000,6.1,1
1684526400000,9.774,2
1684530000000,7.856,1
1684533600000,7.119,2
1684551600000,6.003,1
1684558800000,6.49,1
1684562400000,5.41,1
1684566000000,6.637,1
1684569600000,6.207,2
1684573200000,6.255,2
1684576800000,6.238,2
1684580400000,6.449,2
1684584000000,6.798,1
1684587600000,6.035,2
1684591200000,9.095,2
1684594800000,5.227,1
1684598400000,5.75,2
1684602000000,5.395,1
1684605600000,6.358,2
1684609200000,6.055,1
1684616400000,6.042,1
1684620000000,6.129,1
1684627200000,6.48,1
1684645200000,6.194,1
1684652400000,6.198,1
1684656000000,7.614,1
1684666800000,6.226,1
1684681200000,5.22,3
1684692000000,5.59,2
1684695600000,6.15,1
1684699200000,5.698,4
1684702800000,8.252,2
1684710000000,6.003,1
1684713600000,7.029,2
1684724400000,6.554,1
1684731600000,5.751,1
1684738800000,6,1
1684742400000,6.003,1
1684753200000,5.708,2
1684760400000,6.113,1
1684764000000,7.866,1
1684771200000,5.439,2
1684778400000,5.26,1
1684782000000,5.003,1
1684785600000,5.708,1
1684789200000,5.26,1
1684796400000,4.972,1
1684803600000,5.825,2
1684825200000,6.209,1
