timestamp,price_dollar,sells
1683568800000,49.434,1
1683691200000,27.69,1
1683734400000,44.449,1
1683968400000,33.106,1
1684015200000,34.454,1
1684022400000,35,1
1684137600000,39.99,1
1684627200000,28.9,1
1684652400000,28.6,1
1684695600000,43.153,1
1684749600000,56.98,1
