timestamp,price_dollar,sells
1596762000000,1.375,1216
1596848400000,0.735,959
1596934800000,0.567,868
1597021200000,0.433,852
1597107600000,0.373,691
1597194000000,0.306,702
1597280400000,0.299,690
1597366800000,0.339,821
1597453200000,0.338,833
1597539600000,0.316,728
1597626000000,0.284,761
1597712400000,0.263,808
1597798800000,0.266,768
1597885200000,0.277,800
1597971600000,0.272,784
1598058000000,0.267,728
1598144400000,0.255,782
1598230800000,0.257,905
1598317200000,0.249,723
1598403600000,0.25,870
1598490000000,0.244,665
1598576400000,0.22,800
1598662800000,0.203,665
1598749200000,0.183,817
1598835600000,0.163,719
1598922000000,0.157,749
1599008400000,0.166,777
1599094800000,0.166,754
1599181200000,0.17,749
1599267600000,0.165,890
1599354000000,0.165,938
1599440400000,0.161,935
1599526800000,0.163,1027
1599613200000,0.159,1157
1599699600000,0.163,1118
1599786000000,0.169,886
1599872400000,0.18,957
1599958800000,0.186,895
1600045200000,0.19,772
1600131600000,0.188,781
1600218000000,0.189,783
1600304400000,0.183,792
1600390800000,0.178,828
1600477200000,0.179,840
1600563600000,0.179,804
1600650000000,0.166,838
1600736400000,0.156,821
1600822800000,0.154,791
1600909200000,0.149,833
1600995600000,0.143,908
1601082000000,0.136,937
1601168400000,0.135,944
1601254800000,0.133,855
1601341200000,0.128,990
1601427600000,0.12,1043
1601514000000,0.117,888
1601600400000,0.112,990
1601686800000,0.114,1112
1601773200000,0.111,839
1601859600000,0.112,872
1601946000000,0.114,709
1602032400000,0.117,778
1602118800000,0.118,810
1602205200000,0.12,919
1602291600000,0.12,1082
1602378000000,0.115,895
1602464400000,0.115,967
1602550800000,0.114,759
1602637200000,0.113,903
1602723600000,0.111,799
1602810000000,0.108,776
1602896400000,0.107,748
1602982800000,0.109,1212
1603069200000,0.105,740
1603155600000,0.108,773
1603242000000,0.106,777
1603328400000,0.104,915
1603414800000,0.106,945
1603501200000,0.105,969
1603587600000,0.106,996
1603674000000,0.105,1056
1603760400000,0.105,932
1603846800000,0.103,1067
1603933200000,0.1,871
1604019600000,0.1,1161
1604106000000,0.095,932
1604192400000,0.098,976
1604278800000,0.098,743
1604365200000,0.097,852
1604451600000,0.091,846
1604538000000,0.093,990
1604624400000,0.094,1076
1604710800000,0.095,1087
1604797200000,0.094,1030
1604883600000,0.092,962
1604970000000,0.096,815
1605056400000,0.095,880
1605142800000,0.096,809
1605229200000,0.096,814
1605315600000,0.098,982
1605402000000,0.093,862
1605488400000,0.101,1060
1605574800000,0.097,1016
1605661200000,0.102,1063
1605747600000,0.106,1223
1605834000000,0.099,989
1605920400000,0.098,1026
1606006800000,0.093,1108
1606093200000,0.095,908
1606179600000,0.093,1108
1606266000000,0.09,926
1606352400000,0.089,1203
1606438800000,0.086,1043
1606525200000,0.081,1222
1606611600000,0.081,947
1606698000000,0.083,1066
1606784400000,0.08,957
1606870800000,0.079,974
1606957200000,0.078,953
1607043600000,0.07,1258
1607130000000,0.072,1079
1607216400000,0.076,1104
1607302800000,0.074,1127
1607389200000,0.075,925
1607475600000,0.078,1031
1607562000000,0.077,1113
1607648400000,0.077,1435
1607734800000,0.078,1113
1607821200000,0.078,1289
1607907600000,0.079,903
1607994000000,0.079,821
1608080400000,0.082,1205
1608166800000,0.082,958
1608253200000,0.083,1152
1608339600000,0.082,1163
1608426000000,0.082,1291
1608512400000,0.085,1273
1608598800000,0.084,1297
1608685200000,0.076,953
1608771600000,0.076,925
1608858000000,0.076,879
1608944400000,0.077,1051
1609030800000,0.076,640
1609117200000,0.078,1100
1609203600000,0.077,1013
1609290000000,0.08,1280
1609376400000,0.078,1092
1609462800000,0.079,1052
1609549200000,0.081,874
1609635600000,0.077,1179
1609722000000,0.079,1092
1609808400000,0.08,1025
1609894800000,0.082,1253
1609981200000,0.083,1135
1610067600000,0.083,1076
1610154000000,0.086,1232
1610240400000,0.087,1148
1610326800000,0.092,1419
1610413200000,0.088,1356
1610499600000,0.089,1048
1610586000000,0.09,1396
1610672400000,0.09,1332
1610758800000,0.092,1179
1610845200000,0.094,1120
1610931600000,0.09,900
1611018000000,0.09,1187
1611104400000,0.089,1012
1611190800000,0.088,973
1611277200000,0.091,1695
1611363600000,0.088,1072
1611450000000,0.089,992
1611536400000,0.085,913
1611622800000,0.084,772
1611709200000,0.087,1030
1611795600000,0.081,1470
1611882000000,0.079,1282
1611968400000,0.079,1066
1612054800000,0.081,1200
1612141200000,0.08,949
1612227600000,0.079,833
1612314000000,0.081,1108
1612400400000,0.079,924
1612486800000,0.082,882
1612573200000,0.085,1300
1612659600000,0.083,899
1612746000000,0.083,814
1612832400000,0.083,1013
1612918800000,0.084,1260
1613005200000,0.084,1123
1613091600000,0.078,1143
1613178000000,0.077,1155
1613264400000,0.077,967
1613350800000,0.079,979
1613437200000,0.078,977
1613523600000,0.08,1001
1613610000000,0.081,1188
1613696400000,0.08,1016
1613782800000,0.08,958
1613869200000,0.08,911
1613955600000,0.079,1231
1614042000000,0.08,1332
1614128400000,0.086,1444
1614214800000,0.084,1071
1614301200000,0.085,1031
1614387600000,0.085,1026
1614474000000,0.085,1247
1614560400000,0.083,988
1614646800000,0.085,917
1614733200000,0.083,993
1614819600000,0.082,899
1614906000000,0.083,1072
1614992400000,0.086,1754
1615078800000,0.086,1065
1615165200000,0.089,1051
1615251600000,0.09,1799
1615338000000,0.084,1127
1615424400000,0.087,1176
1615510800000,0.088,1550
1615597200000,0.088,1501
1615683600000,0.089,1224
1615770000000,0.087,1091
1615856400000,0.088,1636
1615942800000,0.092,1460
1616029200000,0.089,1143
1616115600000,0.091,1304
1616202000000,0.083,1272
1616288400000,0.084,1049
1616374800000,0.084,1294
1616461200000,0.086,1465
1616547600000,0.083,1391
1616634000000,0.081,1317
1616720400000,0.082,1617
1616806800000,0.081,1191
1616893200000,0.082,1161
1616979600000,0.083,1187
1617066000000,0.085,1080
1617152400000,0.084,1533
1617238800000,0.082,918
1617325200000,0.082,1226
1617411600000,0.082,1242
1617498000000,0.083,1060
1617584400000,0.082,1393
1617670800000,0.082,1458
1617757200000,0.077,983
1617843600000,0.074,1147
1617930000000,0.072,1377
1618016400000,0.074,1513
1618102800000,0.072,1006
1618189200000,0.072,941
1618275600000,0.072,952
1618362000000,0.074,224
1618448400000,0.074,1238
1618534800000,0.073,1097
1618621200000,0.073,1135
1618707600000,0.072,882
1618794000000,0.074,1095
1618880400000,0.074,973
1618966800000,0.075,1212
1619053200000,0.075,920
1619139600000,0.076,1004
1619226000000,0.076,1329
1619312400000,0.074,849
1619398800000,0.075,984
1619485200000,0.073,952
1619571600000,0.075,885
1619658000000,0.073,1021
1619744400000,0.072,1375
1619830800000,0.069,852
1619917200000,0.068,1124
1620003600000,0.067,1054
1620090000000,0.071,1672
1620176400000,0.072,1638
1620262800000,0.073,1546
1620349200000,0.073,1430
1620435600000,0.073,1580
1620522000000,0.071,1093
1620608400000,0.071,1300
1620694800000,0.074,1634
1620781200000,0.07,1355
1620867600000,0.073,1681
1620954000000,0.076,1814
1621040400000,0.071,1415
1621126800000,0.073,1349
1621213200000,0.075,1664
1621299600000,0.077,1405
1621386000000,0.074,1372
1621472400000,0.074,1336
1621558800000,0.074,1565
1621645200000,0.073,1471
1621731600000,0.073,1296
1621818000000,0.076,1648
1621904400000,0.074,1376
