timestamp,price_dollar,sells
1607648400000,0.273,1
1607821200000,0.083,1
1608080400000,0.18,1
1608166800000,0.138,1
1608253200000,0.156,2
1608339600000,0.196,1
1608512400000,0.202,2
1608598800000,0.256,1
1608944400000,0.269,1
1609203600000,0.244,1
1609376400000,0.094,1
1609549200000,0.235,1
1609635600000,0.242,1
1609722000000,0.17,2
1609981200000,0.246,1
1610240400000,0.149,4
1610499600000,0.103,1
1610758800000,0.251,1
1610845200000,0.268,3
1610931600000,0.242,1
1611104400000,0.234,1
1611363600000,0.107,1
1611709200000,0.255,1
1611795600000,0.25,1
1611882000000,0.242,1
1612227600000,0.227,1
1612314000000,0.224,1
1612400400000,0.091,1
1612573200000,0.111,2
1612832400000,0.124,2
1612918800000,0.193,1
1613091600000,0.128,2
1613178000000,0.109,2
1613264400000,0.125,1
1613350800000,0.16,3
1613437200000,0.154,1
1613523600000,0.109,1
1613610000000,0.108,2
1613696400000,0.133,1
1613782800000,0.123,2
1613869200000,0.121,1
1613955600000,0.13,1
1614042000000,0.119,5
1614128400000,0.14,1
1614214800000,0.15,1
1614301200000,0.095,1
1614387600000,0.111,2
1614474000000,0.16,1
1614560400000,0.16,1
1614646800000,0.031,1
1614819600000,0.122,3
1614906000000,0.15,4
1614992400000,0.161,2
1615078800000,0.12,1
1615165200000,0.131,1
1615251600000,0.12,1
1615338000000,0.217,7
1615424400000,0.247,1
1615683600000,0.158,2
1615770000000,0.176,1
1615856400000,0.177,1
1615942800000,0.149,2
1616115600000,0.259,1
1616288400000,0.135,1
1616374800000,0.143,1
1616461200000,0.18,2
1616547600000,0.245,2
1616634000000,0.282,5
1616720400000,0.165,1
1617152400000,0.176,1
1617325200000,0.188,1
1617411600000,0.185,4
1617498000000,0.187,1
1617670800000,0.188,1
1617930000000,0.178,1
1618189200000,0.218,1
1618448400000,0.18,1
1618621200000,0.16,1
1618707600000,0.128,1
1618880400000,0.167,2
1618966800000,0.194,1
1619053200000,0.196,1
1619139600000,0.198,1
1619226000000,0.202,3
1619398800000,0.232,1
1619485200000,0.03,1
1619571600000,0.155,1
1619658000000,0.391,1
1619744400000,0.337,1
1619830800000,0.362,1
1620090000000,0.387,1
1620176400000,0.493,1
1620608400000,0.255,2
1620694800000,0.574,6
1620867600000,0.636,6
1621040400000,0.667,1
1621386000000,0.727,1
1621731600000,0.828,1
1621904400000,0.745,1
1622163600000,0.678,1
1622336400000,0.679,3
1622595600000,0.679,1
1622854800000,0.89,4
1623459600000,1.212,1
1624150800000,0.69,1
1624410000000,0.679,1
1624928400000,0.529,1
1625014800000,0.687,1
1626829200000,0.516,1
1628038800000,0.653,1
1628470800000,0.646,1
1628557200000,0.67,2
1629680400000,1.097,1
1630285200000,0.763,1
1630371600000,1.01,1
1631494800000,0.873,1
1632445200000,0.732,1
1632618000000,0.732,1
1632877200000,0.644,1
1633914000000,0.615,1
1635037200000,0.664,3
1635123600000,0.624,1
1635728400000,0.626,1
1637802000000,0.337,1
1638147600000,0.35,1
1638234000000,0.057,1
1638838800000,0.541,5
1639875600000,0.528,2
1639962000000,0.526,2
1640307600000,0.544,1
1640480400000,0.541,1
1641171600000,0.451,2
1641344400000,0.209,1
1641862800000,0.598,6
1642208400000,0.667,1
1643158800000,0.601,14
1644109200000,1.537,4
1644627600000,0.455,1
1644714000000,1.855,1
1644886800000,2.068,2
1645059600000,4.209,4
1645578000000,1.552,1
1645923600000,1.435,4
1646269200000,0.943,1
1646355600000,1.12,2
1646614800000,1.155,3
1646874000000,1.23,1
1646960400000,1.448,1
1647565200000,1.426,6
1648170000000,2.018,1
1649898000000,1.74,11
1650070800000,1.379,1
1650157200000,1.34,1
1650502800000,1.42,1
1651453200000,1.421,1
1651798800000,1.588,20
1655427600000,1.285,1
1657501200000,1.24,1
1658624400000,1.17,1
1658710800000,1.22,1
1658970000000,1.24,1
1659229200000,1.22,1
1659834000000,1.22,1
1660352400000,1.218,1
1660870800000,1.215,1
1662512400000,1.195,1
1663635600000,1.176,1
1663722000000,1.176,1
1664931600000,1.149,1
1666832400000,0.26,1
1668387600000,0.782,1
1668560400000,0.792,1
1672016400000,0.895,1
1673830800000,0.897,1
1674522000000,0.889,1
1675904400000,0.877,19
1676336400000,1.04,1
1676422800000,1.075,2
1676941200000,1.117,1
1677632400000,0.553,1
1677805200000,1.122,1
1677891600000,1.11,1
1679187600000,0.959,2
1679878800000,0.72,1
1679965200000,1.132,1
1681002000000,0.907,1
1683561600000,0.709,1
1683820800000,0.71,1
