timestamp,price_dollar,sells
1574125200000,0.034,112
1574211600000,0.057,80
1574298000000,0.042,77
1574384400000,0.049,59
1574470800000,0.063,53
1574557200000,0.048,42
1574643600000,0.06,33
1574730000000,0.069,44
1574816400000,0.043,32
1574902800000,0.076,54
1574989200000,0.091,38
1575075600000,0.08,42
1575162000000,0.044,19
1575248400000,0.052,23
1575334800000,0.056,31
1575421200000,0.03,55
1575507600000,0.031,28
1575594000000,0.035,33
1575680400000,0.045,55
1575766800000,0.056,39
1575853200000,0.042,24
1575939600000,0.046,25
1576026000000,0.051,43
1576112400000,0.062,34
1576198800000,0.131,26
1576285200000,0.098,24
1576371600000,0.06,25
1576458000000,0.055,19
1576544400000,0.044,32
1576630800000,0.04,26
1576717200000,0.037,23
1576803600000,0.03,15
1576890000000,0.044,17
1576976400000,0.045,22
1577062800000,0.068,24
1577149200000,0.062,20
1577235600000,0.033,46
1577322000000,0.031,33
1577408400000,0.03,27
1577494800000,0.03,25
1577581200000,0.033,25
1577667600000,0.033,26
1577754000000,0.03,18
1577840400000,0.032,18
1577926800000,0.062,76
1578013200000,0.084,35
1578099600000,0.092,38
1578186000000,0.117,34
1578272400000,0.106,26
1578358800000,0.091,23
1578445200000,0.08,42
1578531600000,0.076,23
1578618000000,0.065,22
1578704400000,0.065,29
1578790800000,0.052,36
1578877200000,0.056,22
1578963600000,0.054,30
1579050000000,0.04,68
1579136400000,0.04,50
1579222800000,0.037,46
1579309200000,0.043,51
1579395600000,0.048,58
1579482000000,0.048,27
1579568400000,0.04,33
1579654800000,0.042,44
1579741200000,0.044,29
1579827600000,0.044,34
1579914000000,0.041,41
1580000400000,0.043,37
1580086800000,0.039,23
1580173200000,0.052,31
1580259600000,0.048,56
1580346000000,0.053,42
1580432400000,0.05,51
1580518800000,0.044,47
1580605200000,0.056,49
1580691600000,0.054,37
1580778000000,0.042,36
1580864400000,0.055,37
1580950800000,0.061,46
1581037200000,0.063,73
1581123600000,0.067,79
1581210000000,0.062,55
1581296400000,0.061,51
1581382800000,0.057,48
1581469200000,0.055,87
1581555600000,0.058,64
1581642000000,0.064,67
1581728400000,0.066,81
1581814800000,0.066,42
1581901200000,0.066,42
1581987600000,0.06,53
1582074000000,0.059,94
1582160400000,0.059,123
1582246800000,0.06,74
1582333200000,0.063,62
1582419600000,0.066,103
1582506000000,0.061,68
1582592400000,0.066,76
1582678800000,0.075,72
1582765200000,0.081,79
1582851600000,0.078,85
1582938000000,0.072,80
1583024400000,0.076,132
1583110800000,0.081,92
1583197200000,0.091,82
1583283600000,0.086,116
1583370000000,0.088,96
1583456400000,0.08,93
1583542800000,0.08,103
1583629200000,0.079,99
1583715600000,0.093,91
1583802000000,0.126,84
1583888400000,0.135,86
1583974800000,0.109,77
1584061200000,0.101,78
1584147600000,0.1,91
1584234000000,0.09,68
1584320400000,0.094,75
1584406800000,0.085,78
1584493200000,0.104,97
1584579600000,0.096,79
1584666000000,0.094,88
1584752400000,0.097,81
1584838800000,0.106,84
1584925200000,0.1,95
1585011600000,0.101,81
1585098000000,0.1,93
1585184400000,0.103,80
1585270800000,0.09,76
1585357200000,0.093,90
1585443600000,0.096,61
1585530000000,0.092,73
1585616400000,0.085,80
1585702800000,0.086,118
1585789200000,0.092,123
1585875600000,0.099,85
1585962000000,0.109,67
1586048400000,0.105,91
1586134800000,0.112,69
1586221200000,0.106,67
1586307600000,0.109,63
1586394000000,0.105,54
1586480400000,0.12,60
1586566800000,0.157,73
1586653200000,0.178,61
1586739600000,0.168,60
1586826000000,0.178,56
1586912400000,0.178,46
1586998800000,0.176,34
1587085200000,0.17,39
1587171600000,0.172,50
1587258000000,0.164,44
1587344400000,0.133,43
1587430800000,0.155,45
1587517200000,0.148,36
1587603600000,0.126,25
1587690000000,0.141,41
1587776400000,0.146,37
1587862800000,0.135,32
1587949200000,0.131,25
1588035600000,0.128,37
1588122000000,0.145,55
1588208400000,0.168,44
1588294800000,0.172,75
1588381200000,0.157,38
1588467600000,0.177,36
1588554000000,0.18,32
1588640400000,0.18,26
1588726800000,0.184,46
1588813200000,0.17,27
1588899600000,0.178,38
1588986000000,0.184,28
1589072400000,0.169,28
1589158800000,0.161,33
1589245200000,0.171,32
1589331600000,0.175,30
1589418000000,0.171,24
1589504400000,0.176,18
1589590800000,0.17,25
1589677200000,0.169,18
1589763600000,0.165,29
1589850000000,0.172,16
1589936400000,0.162,23
1590022800000,0.178,63
1590109200000,0.186,44
1590195600000,0.202,26
1590282000000,0.197,23
1590368400000,0.217,41
1590454800000,0.23,17
1590541200000,0.237,23
1590627600000,0.228,27
1590714000000,0.21,21
1590800400000,0.223,23
1590886800000,0.214,21
1590973200000,0.253,26
1591059600000,0.295,15
1591146000000,0.281,31
1591232400000,0.308,27
1591318800000,0.253,11
1591405200000,0.251,22
1591491600000,0.251,16
1591578000000,0.244,16
1591664400000,0.249,7
1591750800000,0.233,16
1591837200000,0.244,16
1591923600000,0.239,14
1592010000000,0.233,15
1592096400000,0.235,23
1592182800000,0.241,25
1592269200000,0.239,17
1592355600000,0.239,15
1592442000000,0.23,16
1592528400000,0.249,17
1592614800000,0.23,20
1592701200000,0.258,68
1592787600000,0.348,12
1592874000000,0.34,6
1592960400000,0.318,24
1593046800000,0.302,9
1593133200000,0.26,26
1593219600000,0.239,28
1593306000000,0.249,28
1593392400000,0.22,19
1593478800000,0.267,21
1593565200000,0.256,9
1593651600000,0.271,23
1593738000000,0.253,15
1593824400000,0.283,17
1593910800000,0.262,13
1593997200000,0.261,20
1594083600000,0.26,14
1594170000000,0.243,13
1594256400000,0.246,19
1594342800000,0.249,43
1594429200000,0.254,7
1594515600000,0.258,61
1594602000000,0.256,4
1594688400000,0.259,10
1594774800000,0.261,11
1594861200000,0.239,17
1594947600000,0.235,18
1595034000000,0.236,11
1595120400000,0.24,16
1595206800000,0.239,10
1595293200000,0.252,15
1595379600000,0.248,8
1595466000000,0.227,3
1595552400000,0.247,5
1595638800000,0.224,10
1595725200000,0.237,11
1595811600000,0.217,15
1595898000000,0.241,24
1595984400000,0.264,24
1596070800000,0.237,11
1596157200000,0.231,15
1596243600000,0.245,12
1596330000000,0.249,14
1596416400000,0.25,15
1596502800000,0.238,7
1596589200000,0.253,18
1596675600000,0.251,8
1596762000000,0.253,13
1596848400000,0.236,13
1596934800000,0.221,14
1597021200000,0.208,13
1597107600000,0.23,17
1597194000000,0.224,17
1597280400000,0.199,9
1597366800000,0.231,14
1597453200000,0.227,20
1597539600000,0.224,13
1597626000000,0.218,7
1597712400000,0.217,14
1597798800000,0.223,13
1597885200000,0.226,13
1597971600000,0.209,11
1598058000000,0.215,10
1598144400000,0.213,5
1598230800000,0.219,21
1598317200000,0.215,55
1598403600000,0.199,6
1598490000000,0.21,18
1598576400000,0.22,11
1598662800000,0.227,18
1598749200000,0.188,10
1598835600000,0.203,8
1598922000000,0.21,15
1599008400000,0.222,8
1599094800000,0.213,25
1599181200000,0.224,63
1599267600000,0.216,14
1599354000000,0.212,30
1599440400000,0.213,10
1599526800000,0.209,12
1599613200000,0.207,6
1599699600000,0.21,18
1599786000000,0.216,6
1599872400000,0.211,10
1599958800000,0.222,15
1600045200000,0.191,12
1600131600000,0.226,9
1600218000000,0.216,16
