timestamp,price_dollar,sells
1683568800000,57.113,1
1683572400000,72.414,2
1683633600000,107.256,1
1683993600000,59.822,1
1684065600000,61.643,1
1684224000000,64.2,1
1684263600000,64.19,1
1684299600000,64,1
1684407600000,60.191,2
1684548000000,48.03,1
1684584000000,56.981,1
1684627200000,67.889,2
1684706400000,48.38,1
1684846800000,48.04,1
1684886400000,65.486,1
1684944000000,66.296,1
1685005200000,48.08,1
1685034000000,48,1
