timestamp,price_dollar,sells
1577581200000,229.016,1
1618621200000,289.506,1
1628902800000,362.8,1
1632358800000,259.92,1
1644541200000,259.003,1
1647133200000,373.341,1
1647824400000,379.753,1
1649725200000,375.248,1
1670634000000,301.951,1
1671584400000,271.581,1
1671670800000,269.805,1
1675299600000,266.64,1
1677114000000,212.56,1
1679965200000,349.911,1
1680829200000,610.201,1
1684692000000,245.126,1
