"market_hash_name","currency","min_price","max_price","mean_price","median_price","quantity_sold"
"StatTrak™ MAC-10 | Button Masher (Well-Worn)","USD",0.67,3.58,1.0,0.91,28
"StatTrak™ MAC-10 | Carnivore (Battle-Scarred)","USD",0.45,13.14,1.68,1.31,39
"StatTrak™ MAC-10 | Carnivore (Factory New)","USD",6.45,41.29,16.15,13.67,14
"StatTrak™ MAC-10 | Carnivore (Field-Tested)","USD",0.47,9.55,1.05,0.54,33
"StatTrak™ MAC-10 | Carnivore (Minimal Wear)","USD",0.94,1.79,1.49,1.57,10
"StatTrak™ MAC-10 | Carnivore (Well-Worn)","USD",0.43,4.88,0.75,0.48,20
"StatTrak™ MAC-10 | Cat Fight (Battle-Scarred)","USD",1.83,2.04,1.91,1.85,3
"StatTrak™ MAC-10 | Cat Fight (Factory New)","USD",9.43,663.15,122.25,12.33,6
"StatTrak™ MAC-10 | Cat Fight (Field-Tested)","USD",2.15,3.72,3.09,3.69,5
"StatTrak™ MAC-10 | Cat Fight (Minimal Wear)","USD",6.07,35.83,12.02,6.07,5
"StatTrak™ MAC-10 | Cat Fight (Well-Worn)","USD",1.68,2.34,1.91,1.72,3
"StatTrak™ MAC-10 | Classic Crate (Battle-Scarred)","USD",0.18,0.48,0.26,0.26,12
"StatTrak™ MAC-10 | Classic Crate (Factory New)","USD",2.15,110.15,10.01,4.33,36
"StatTrak™ MAC-10 | Classic Crate (Field-Tested)","USD",0.2,2.34,0.41,0.3,19
"StatTrak™ MAC-10 | Classic Crate (Minimal Wear)","USD",0.43,2.35,0.85,0.76,14
"StatTrak™ MAC-10 | Classic Crate (Well-Worn)","USD",0.18,0.45,0.3,0.32,16
"StatTrak™ MAC-10 | Curse (Battle-Scarred)","USD",24.15,24.15,24.15,24.15,1
"StatTrak™ MAC-10 | Curse (Factory New)","USD",30.17,62.16,41.72,37.29,4
"StatTrak™ MAC-10 | Curse (Field-Tested)","USD",16.32,25.08,20.71,20.71,2
"StatTrak™ MAC-10 | Curse (Minimal Wear)","USD",14.51,47.32,29.73,32.86,8
"StatTrak™ MAC-10 | Disco Tech (Battle-Scarred)","USD",9.33,17.92,11.33,10.65,9
"StatTrak™ MAC-10 | Disco Tech (Factory New)","USD",58.43,141.48,85.86,72.9,12
"StatTrak™ MAC-10 | Disco Tech (Field-Tested)","USD",10.4,41.82,14.09,10.97,24
"StatTrak™ MAC-10 | Disco Tech (Minimal Wear)","USD",21.45,66.37,33.05,28.66,24
"StatTrak™ MAC-10 | Disco Tech (Well-Worn)","USD",9.12,17.92,13.84,14.98,10
"StatTrak™ MAC-10 | Ensnared (Battle-Scarred)","USD",0.12,11.35,0.56,0.16,65
"StatTrak™ MAC-10 | Ensnared (Factory New)","USD",1.22,41.82,6.48,3.17,84
"StatTrak™ MAC-10 | Ensnared (Field-Tested)","USD",0.11,2.39,0.24,0.16,284
"StatTrak™ MAC-10 | Ensnared (Minimal Wear)","USD",0.24,13.14,1.29,0.33,114
"StatTrak™ MAC-10 | Ensnared (Well-Worn)","USD",0.12,7.93,0.22,0.14,107
"StatTrak™ MAC-10 | Graven (Battle-Scarred)","USD",30.91,30.91,30.91,30.91,1
"StatTrak™ MAC-10 | Graven (Factory New)","USD",179.23,1194.87,687.05,687.05,2
"StatTrak™ MAC-10 | Graven (Field-Tested)","USD",30.73,430.14,104.99,50.78,8
"StatTrak™ MAC-10 | Graven (Minimal Wear)","USD",53.77,71.17,59.46,56.46,4
"StatTrak™ MAC-10 | Heat (Battle-Scarred)","USD",5.23,214.48,27.8,6.44,10
"StatTrak™ MAC-10 | Heat (Factory New)","USD",37.88,88.56,50.69,41.8,8
"StatTrak™ MAC-10 | Heat (Field-Tested)","USD",6.14,144.58,23.1,9.85,10
"StatTrak™ MAC-10 | Heat (Minimal Wear)","USD",16.6,39.43,24.88,21.57,15
"StatTrak™ MAC-10 | Heat (Well-Worn)","USD",5.6,16.62,9.51,6.08,9
"StatTrak™ MAC-10 | Lapis Gator (Battle-Scarred)","USD",1.43,1.45,1.45,1.45,2
"StatTrak™ MAC-10 | Lapis Gator (Factory New)","USD",6.73,59.73,14.11,9.14,15
"StatTrak™ MAC-10 | Lapis Gator (Field-Tested)","USD",1.31,5.97,2.96,2.49,10
"StatTrak™ MAC-10 | Lapis Gator (Minimal Wear)","USD",3.44,23.9,7.62,5.75,12
"StatTrak™ MAC-10 | Lapis Gator (Well-Worn)","USD",1.05,1.7,1.37,1.37,2
"StatTrak™ MAC-10 | Last Dive (Battle-Scarred)","USD",3.39,3.56,3.48,3.48,2
"StatTrak™ MAC-10 | Last Dive (Factory New)","USD",5.95,108.39,17.1,8.07,14
"StatTrak™ MAC-10 | Last Dive (Field-Tested)","USD",2.47,6.09,3.35,3.15,24
"StatTrak™ MAC-10 | Last Dive (Minimal Wear)","USD",2.87,10.34,4.09,3.36,23
"StatTrak™ MAC-10 | Last Dive (Well-Worn)","USD",3.64,4.22,3.97,4.03,6
"StatTrak™ MAC-10 | Light Box (Battle-Scarred)","USD",0.13,7.68,0.36,0.14,81
"StatTrak™ MAC-10 | Light Box (Factory New)","USD",3.87,35.79,10.69,10.26,35
"StatTrak™ MAC-10 | Light Box (Field-Tested)","USD",0.18,7.95,0.55,0.22,260
"StatTrak™ MAC-10 | Light Box (Minimal Wear)","USD",0.47,6.48,1.95,1.46,45
"StatTrak™ MAC-10 | Light Box (Well-Worn)","USD",0.13,4.35,0.31,0.16,136
"StatTrak™ MAC-10 | Malachite (Battle-Scarred)","USD",5.38,5.7,5.54,5.54,2
"StatTrak™ MAC-10 | Malachite (Factory New)","USD",13.5,89.62,32.63,27.23,11
"StatTrak™ MAC-10 | Malachite (Field-Tested)","USD",4.3,7.17,5.63,5.72,14
"StatTrak™ MAC-10 | Malachite (Minimal Wear)","USD",8.23,14.33,11.28,11.28,2
"StatTrak™ MAC-10 | Malachite (Well-Worn)","USD",5.46,21.42,13.47,13.48,4
"StatTrak™ MAC-10 | Monkeyflage (Battle-Scarred)","USD",0.11,5.68,0.37,0.12,93
"StatTrak™ MAC-10 | Monkeyflage (Factory New)","USD",1.27,57.33,5.19,2.39,51
"StatTrak™ MAC-10 | Monkeyflage (Field-Tested)","USD",0.11,8.36,0.27,0.13,206
"StatTrak™ MAC-10 | Monkeyflage (Minimal Wear)","USD",0.22,3.07,0.9,0.25,110
"StatTrak™ MAC-10 | Monkeyflage (Well-Worn)","USD",0.11,5.38,0.2,0.12,151
"StatTrak™ MAC-10 | Neon Rider (Factory New)","USD",122.89,258.08,153.65,137.82,19
"StatTrak™ MAC-10 | Neon Rider (Field-Tested)","USD",117.63,1049.69,177.25,128.82,32
"StatTrak™ MAC-10 | Neon Rider (Minimal Wear)","USD",115.15,179.23,133.14,130.24,25
"StatTrak™ MAC-10 | Oceanic (Battle-Scarred)","USD",0.22,3.58,0.82,0.27,6
"StatTrak™ MAC-10 | Oceanic (Factory New)","USD",1.46,89.5,9.03,4.78,27
"StatTrak™ MAC-10 | Oceanic (Field-Tested)","USD",0.26,3.94,0.92,0.41,77
"StatTrak™ MAC-10 | Oceanic (Minimal Wear)","USD",0.54,7.41,1.92,1.55,42
"StatTrak™ MAC-10 | Oceanic (Well-Worn)","USD",0.36,1.74,0.99,0.45,16
"StatTrak™ MAC-10 | Pipe Down (Battle-Scarred)","USD",1.08,5.13,1.52,1.18,13
"StatTrak™ MAC-10 | Pipe Down (Factory New)","USD",15.33,20.28,18.31,19.11,10
"StatTrak™ MAC-10 | Pipe Down (Field-Tested)","USD",0.98,40.69,2.63,1.21,58
"StatTrak™ MAC-10 | Pipe Down (Minimal Wear)","USD",2.74,59.74,10.11,3.35,17
"StatTrak™ MAC-10 | Pipe Down (Well-Worn)","USD",1.04,3.64,1.41,1.37,29
"StatTrak™ MAC-10 | Rangeen (Battle-Scarred)","USD",0.62,1.17,0.82,0.76,10
"StatTrak™ MAC-10 | Rangeen (Factory New)","USD",1.59,327.39,20.85,2.51,29
"StatTrak™ MAC-10 | Rangeen (Field-Tested)","USD",0.44,3.93,0.72,0.49,42
"StatTrak™ MAC-10 | Rangeen (Minimal Wear)","USD",0.68,9.44,1.67,0.91,27
"StatTrak™ MAC-10 | Rangeen (Well-Worn)","USD",0.56,2.27,0.97,0.96,16
"StatTrak™ MAC-10 | Saibā Oni (Battle-Scarred)","USD",3.69,5.13,3.99,3.74,7
"StatTrak™ MAC-10 | Saibā Oni (Factory New)","USD",17.1,23.3,20.29,21.5,7
"StatTrak™ MAC-10 | Saibā Oni (Field-Tested)","USD",3.84,9.19,6.99,9.19,19
"StatTrak™ MAC-10 | Saibā Oni (Minimal Wear)","USD",6.38,285.23,33.27,9.56,13
"StatTrak™ MAC-10 | Saibā Oni (Well-Worn)","USD",4.09,5.64,5.03,5.59,5
"StatTrak™ MAC-10 | Sakkaku (Battle-Scarred)","USD",0.67,32.26,2.84,0.94,31
"StatTrak™ MAC-10 | Sakkaku (Field-Tested)","USD",3.02,4.31,3.32,3.18,11
"StatTrak™ MAC-10 | Sakkaku (Well-Worn)","USD",0.96,3.58,1.37,1.08,79
"StatTrak™ MAC-10 | Stalker (Factory New)","USD",555.28,555.28,555.28,555.28,1
"StatTrak™ MAC-10 | Stalker (Field-Tested)","USD",71.68,89.1,79.49,80.93,6
"StatTrak™ MAC-10 | Stalker (Minimal Wear)","USD",118.29,241.64,144.17,119.49,5
"StatTrak™ MAC-10 | Tatter (Factory New)","USD",20.31,29.86,23.4,21.45,6
"StatTrak™ MAC-10 | Tatter (Field-Tested)","USD",8.11,13.11,10.4,10.75,5
"StatTrak™ MAC-10 | Tatter (Minimal Wear)","USD",17.23,17.23,17.23,17.23,1
"StatTrak™ MAC-10 | Tatter (Well-Worn)","USD",10.65,10.65,10.65,10.65,1
"StatTrak™ MAC-10 | Toybox (Battle-Scarred)","USD",17.89,17.89,17.89,17.89,1
"StatTrak™ MAC-10 | Toybox (Factory New)","USD",74.79,131.42,95.04,78.91,3
"StatTrak™ MAC-10 | Toybox (Field-Tested)","USD",19.91,62.59,31.59,21.93,4
"StatTrak™ MAC-10 | Toybox (Minimal Wear)","USD",31.6,39.51,34.81,34.05,4
"StatTrak™ MAC-10 | Toybox (Well-Worn)","USD",18.41,579.26,298.84,298.84,2
"StatTrak™ MAC-10 | Ultraviolet (Battle-Scarred)","USD",4.05,4.07,4.06,4.07,3
"StatTrak™ MAC-10 | Ultraviolet (Factory New)","USD",119.47,211.46,180.01,209.1,3
"StatTrak™ MAC-10 | Ultraviolet (Field-Tested)","USD",3.37,17.92,9.1,6.4,7
"StatTrak™ MAC-10 | Ultraviolet (Minimal Wear)","USD",10.02,71.57,23.29,15.65,8
"StatTrak™ MAC-10 | Ultraviolet (Well-Worn)","USD",8.36,8.36,8.36,8.36,1
"StatTrak™ MAC-10 | Whitefish (Battle-Scarred)","USD",0.36,2.03,0.72,0.51,34
"StatTrak™ MAC-10 | Whitefish (Factory New)","USD",5.21,25.55,10.22,6.15,14
"StatTrak™ MAC-10 | Whitefish (Field-Tested)","USD",0.38,15.27,1.0,0.48,89
"StatTrak™ MAC-10 | Whitefish (Minimal Wear)","USD",0.99,5.53,2.55,2.03,8
"StatTrak™ MAC-10 | Whitefish (Well-Worn)","USD",0.39,0.57,0.45,0.45,16
"StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred)","USD",3.43,8.34,5.29,5.01,6
"StatTrak™ MAG-7 | BI83 Spectrum (Factory New)","USD",18.44,71.56,31.91,18.82,4
"StatTrak™ MAG-7 | BI83 Spectrum (Field-Tested)","USD",3.44,19.11,8.62,7.84,10
"StatTrak™ MAG-7 | BI83 Spectrum (Minimal Wear)","USD",5.01,29.75,13.39,9.36,6
"StatTrak™ MAG-7 | BI83 Spectrum (Well-Worn)","USD",3.67,5.11,4.11,3.79,7
"StatTrak™ MAG-7 | Cobalt Core (Battle-Scarred)","USD",0.39,1.06,0.63,0.56,13
"StatTrak™ MAG-7 | Cobalt Core (Factory New)","USD",1.74,89.5,11.26,3.81,14
"StatTrak™ MAG-7 | Cobalt Core (Field-Tested)","USD",0.41,7.17,0.79,0.48,40
"StatTrak™ MAG-7 | Cobalt Core (Minimal Wear)","USD",1.03,51.98,4.82,1.42,16
"StatTrak™ MAG-7 | Cobalt Core (Well-Worn)","USD",0.45,0.59,0.53,0.53,3
"StatTrak™ MAG-7 | Firestarter (Battle-Scarred)","USD",39.74,73.74,56.74,56.74,2
"StatTrak™ MAG-7 | Firestarter (Factory New)","USD",27.08,44.66,38.31,43.17,3
"StatTrak™ MAG-7 | Firestarter (Field-Tested)","USD",1.12,4.78,1.8,1.3,23
"StatTrak™ MAG-7 | Firestarter (Minimal Wear)","USD",2.41,3.27,2.87,2.98,15
"StatTrak™ MAG-7 | Firestarter (Well-Worn)","USD",89.5,89.5,89.5,89.5,1
"StatTrak™ MAG-7 | Foresight (Battle-Scarred)","USD",0.11,8.03,0.54,0.16,63
"StatTrak™ MAG-7 | Foresight (Factory New)","USD",0.59,36.44,4.59,1.66,34
"StatTrak™ MAG-7 | Foresight (Field-Tested)","USD",0.12,4.78,0.43,0.16,286
"StatTrak™ MAG-7 | Foresight (Minimal Wear)","USD",0.23,9.85,0.84,0.3,70
"StatTrak™ MAG-7 | Foresight (Well-Worn)","USD",0.12,1.31,0.23,0.16,15
"StatTrak™ MAG-7 | Hard Water (Factory New)","USD",6.93,65.55,24.82,26.91,9
"StatTrak™ MAG-7 | Hard Water (Minimal Wear)","USD",4.78,15.59,8.07,5.95,4
"StatTrak™ MAG-7 | Heat (Battle-Scarred)","USD",1.68,32.86,4.35,1.89,15
"StatTrak™ MAG-7 | Heat (Factory New)","USD",16.25,70.81,32.56,27.53,16
"StatTrak™ MAG-7 | Heat (Field-Tested)","USD",2.01,59.74,8.33,2.47,22
"StatTrak™ MAG-7 | Heat (Minimal Wear)","USD",5.7,78.85,18.63,7.16,6
"StatTrak™ MAG-7 | Heat (Well-Worn)","USD",1.65,54.96,10.63,1.98,15
"StatTrak™ MAG-7 | Heaven Guard (Factory New)","USD",1.45,150.09,9.99,2.39,41
"StatTrak™ MAG-7 | Heaven Guard (Field-Tested)","USD",0.54,107.53,3.68,0.75,59
"StatTrak™ MAG-7 | Heaven Guard (Minimal Wear)","USD",0.75,238.97,8.23,0.82,45
"StatTrak™ MAG-7 | Heaven Guard (Well-Worn)","USD",1.1,1.24,1.17,1.17,2
"StatTrak™ MAG-7 | Insomnia (Battle-Scarred)","USD",0.11,3.98,0.55,0.13,80
"StatTrak™ MAG-7 | Insomnia (Factory New)","USD",1.21,34.03,7.55,7.17,40
"StatTrak™ MAG-7 | Insomnia (Field-Tested)","USD",0.12,3.98,0.42,0.16,194
"StatTrak™ MAG-7 | Insomnia (Minimal Wear)","USD",0.26,9.85,1.04,0.31,98
"StatTrak™ MAG-7 | Insomnia (Well-Worn)","USD",0.11,5.97,0.19,0.12,111
"StatTrak™ MAG-7 | Justice (Battle-Scarred)","USD",6.29,11.89,8.27,8.34,10
"StatTrak™ MAG-7 | Justice (Factory New)","USD",46.86,83.64,59.67,48.51,3
"StatTrak™ MAG-7 | Justice (Field-Tested)","USD",8.36,29.87,11.96,11.0,11
"StatTrak™ MAG-7 | Justice (Well-Worn)","USD",6.52,15.81,8.94,7.75,12
"StatTrak™ MAG-7 | MAGnitude (Battle-Scarred)","USD",0.22,0.32,0.27,0.27,8
"StatTrak™ MAG-7 | MAGnitude (Factory New)","USD",1.77,91.41,38.88,31.17,4
"StatTrak™ MAG-7 | MAGnitude (Field-Tested)","USD",0.35,1.19,0.49,0.38,18
"StatTrak™ MAG-7 | MAGnitude (Minimal Wear)","USD",0.65,1.06,0.76,0.68,4
"StatTrak™ MAG-7 | MAGnitude (Well-Worn)","USD",0.27,0.41,0.31,0.29,9
"StatTrak™ MAG-7 | Memento (Factory New)","USD",8.95,127.72,42.24,23.59,16
"StatTrak™ MAG-7 | Memento (Field-Tested)","USD",6.21,6.21,6.21,6.21,1
"StatTrak™ MAG-7 | Memento (Minimal Wear)","USD",5.47,378.58,81.91,6.12,5
"StatTrak™ MAG-7 | Monster Call (Battle-Scarred)","USD",0.67,5.03,1.54,0.72,41
"StatTrak™ MAG-7 | Monster Call (Factory New)","USD",7.22,56.04,15.71,9.4,15
"StatTrak™ MAG-7 | Monster Call (Field-Tested)","USD",0.79,8.36,1.23,0.85,99
"StatTrak™ MAG-7 | Monster Call (Minimal Wear)","USD",2.29,37.39,5.09,2.77,16
"StatTrak™ MAG-7 | Monster Call (Well-Worn)","USD",0.67,3.58,0.99,0.75,85
"StatTrak™ MAG-7 | Petroglyph (Factory New)","USD",3.74,65.6,17.19,8.75,15
"StatTrak™ MAG-7 | Petroglyph (Field-Tested)","USD",1.03,3.26,1.64,1.23,32
"StatTrak™ MAG-7 | Petroglyph (Minimal Wear)","USD",1.35,42.9,2.66,2.08,53
"StatTrak™ MAG-7 | Petroglyph (Well-Worn)","USD",1.3,1.54,1.42,1.42,2
"StatTrak™ MAG-7 | Popdog (Battle-Scarred)","USD",0.19,0.59,0.25,0.23,21
"StatTrak™ MAG-7 | Popdog (Factory New)","USD",1.92,246.06,28.77,8.47,13
"StatTrak™ MAG-7 | Popdog (Field-Tested)","USD",0.17,3.58,0.36,0.22,41
"StatTrak™ MAG-7 | Popdog (Minimal Wear)","USD",0.41,19.27,1.25,0.49,27
"StatTrak™ MAG-7 | Popdog (Well-Worn)","USD",0.33,0.44,0.41,0.42,6
"StatTrak™ MAG-7 | Praetorian (Factory New)","USD",8.53,51.62,20.55,16.61,13
"StatTrak™ MAG-7 | Praetorian (Field-Tested)","USD",3.62,5.51,4.58,4.53,6
"StatTrak™ MAG-7 | Praetorian (Minimal Wear)","USD",5.05,10.08,6.27,5.54,11
"StatTrak™ MAG-7 | Praetorian (Well-Worn)","USD",5.45,72.98,39.22,39.22,2
"StatTrak™ MAG-7 | Resupply (Battle-Scarred)","USD",0.11,0.24,0.12,0.12,64
"StatTrak™ MAG-7 | Resupply (Factory New)","USD",1.42,20.64,4.8,2.69,16
"StatTrak™ MAG-7 | Resupply (Field-Tested)","USD",0.13,2.99,0.19,0.14,118
"StatTrak™ MAG-7 | Resupply (Minimal Wear)","USD",0.26,5.97,0.6,0.29,80
"StatTrak™ MAG-7 | Resupply (Well-Worn)","USD",0.11,0.3,0.13,0.12,95
"StatTrak™ MAG-7 | Sonar (Factory New)","USD",0.86,41.82,4.91,1.67,25
"StatTrak™ MAG-7 | Sonar (Field-Tested)","USD",0.37,1.76,0.85,0.43,13
"StatTrak™ MAG-7 | Sonar (Minimal Wear)","USD",0.57,23.3,3.24,0.72,17
"StatTrak™ MAG-7 | Sonar (Well-Worn)","USD",0.56,1.51,0.73,0.65,9
"StatTrak™ MAG-7 | SWAG-7 (Battle-Scarred)","USD",0.88,71.37,10.06,1.06,8
"StatTrak™ MAG-7 | SWAG-7 (Factory New)","USD",11.27,29.39,16.25,13.49,13
"StatTrak™ MAG-7 | SWAG-7 (Field-Tested)","USD",0.93,21.39,5.23,1.31,11
"StatTrak™ MAG-7 | SWAG-7 (Minimal Wear)","USD",2.43,8.83,4.48,3.57,20
"StatTrak™ MAG-7 | SWAG-7 (Well-Worn)","USD",0.78,1.3,1.11,1.08,10
"StatTrak™ MP5-SD | Acid Wash (Battle-Scarred)","USD",0.81,1.17,1.05,1.02,11
"StatTrak™ MP5-SD | Acid Wash (Factory New)","USD",10.22,29.87,16.45,15.03,10
"StatTrak™ MP5-SD | Acid Wash (Field-Tested)","USD",0.88,7.17,1.6,1.1,22
"StatTrak™ MP5-SD | Acid Wash (Minimal Wear)","USD",1.98,49.36,6.73,3.26,21
"StatTrak™ MP5-SD | Acid Wash (Well-Worn)","USD",4.53,10.75,7.65,7.65,2
"StatTrak™ MP5-SD | Agent (Battle-Scarred)","USD",1.34,34.64,5.46,2.15,12
"StatTrak™ MP5-SD | Agent (Factory New)","USD",21.65,48.19,29.53,31.05,11
"StatTrak™ MP5-SD | Agent (Field-Tested)","USD",2.11,6.72,3.32,2.71,27
"StatTrak™ MP5-SD | Agent (Minimal Wear)","USD",6.92,38.12,12.65,7.72,6
"StatTrak™ MP5-SD | Agent (Well-Worn)","USD",2.08,11.95,3.32,2.27,10
"StatTrak™ MP5-SD | Condition Zero (Battle-Scarred)","USD",0.61,1.18,0.88,0.82,12
"StatTrak™ MP5-SD | Condition Zero (Factory New)","USD",6.62,51.09,14.68,6.75,12
"StatTrak™ MP5-SD | Condition Zero (Field-Tested)","USD",0.78,5.97,1.67,1.11,16
"StatTrak™ MP5-SD | Condition Zero (Minimal Wear)","USD",1.74,2.57,2.15,2.02,11
"StatTrak™ MP5-SD | Condition Zero (Well-Worn)","USD",0.68,5.97,2.44,0.78,19
"StatTrak™ MP5-SD | Desert Strike (Battle-Scarred)","USD",0.14,4.73,0.47,0.17,50
"StatTrak™ MP5-SD | Desert Strike (Factory New)","USD",1.7,29.19,3.87,2.4,34
"StatTrak™ MP5-SD | Desert Strike (Field-Tested)","USD",0.16,52.32,1.88,0.56,38
"StatTrak™ MP5-SD | Desert Strike (Minimal Wear)","USD",0.39,0.72,0.47,0.42,11
"StatTrak™ MP5-SD | Desert Strike (Well-Worn)","USD",0.14,6.48,0.31,0.16,50
"StatTrak™ MP5-SD | Focus (Battle-Scarred)","USD",0.23,0.35,0.29,0.29,5
"StatTrak™ MP5-SD | Focus (Field-Tested)","USD",0.33,2.39,1.52,1.19,38
"StatTrak™ MP5-SD | Focus (Minimal Wear)","USD",2.38,45.4,5.7,2.39,14
"StatTrak™ MP5-SD | Focus (Well-Worn)","USD",0.29,0.73,0.44,0.38,4
"StatTrak™ MP5-SD | Gauss (Battle-Scarred)","USD",0.76,23.9,2.88,1.02,13
"StatTrak™ MP5-SD | Gauss (Factory New)","USD",14.91,16.13,15.52,15.52,2
"StatTrak™ MP5-SD | Gauss (Field-Tested)","USD",0.9,1.52,1.12,1.08,26
"StatTrak™ MP5-SD | Gauss (Minimal Wear)","USD",2.04,3.48,2.45,2.26,14
"StatTrak™ MP5-SD | Gauss (Well-Worn)","USD",0.81,17.21,1.63,1.31,38
"StatTrak™ MP5-SD | Kitbash (Battle-Scarred)","USD",0.68,1.92,0.92,0.85,33
"StatTrak™ MP5-SD | Kitbash (Factory New)","USD",4.28,72.98,18.47,5.99,9
"StatTrak™ MP5-SD | Kitbash (Field-Tested)","USD",0.72,39.71,1.72,0.85,99
"StatTrak™ MP5-SD | Kitbash (Minimal Wear)","USD",1.4,13.26,1.88,1.57,49
"StatTrak™ MP5-SD | Kitbash (Well-Worn)","USD",0.81,23.3,2.76,0.84,12
"StatTrak™ MP5-SD | Liquidation (Battle-Scarred)","USD",0.11,13.14,0.94,0.13,85
"StatTrak™ MP5-SD | Liquidation (Factory New)","USD",3.06,73.25,13.24,6.48,17
"StatTrak™ MP5-SD | Liquidation (Field-Tested)","USD",0.14,2.63,0.24,0.17,148
"StatTrak™ MP5-SD | Liquidation (Minimal Wear)","USD",0.35,1.73,0.62,0.45,20
"StatTrak™ MP5-SD | Liquidation (Well-Worn)","USD",0.11,2.98,0.16,0.13,117
"StatTrak™ MP5-SD | Necro Jr. (Battle-Scarred)","USD",0.12,14.94,0.7,0.16,118
"StatTrak™ MP5-SD | Necro Jr. (Factory New)","USD",1.3,22.7,5.14,4.66,50
"StatTrak™ MP5-SD | Necro Jr. (Field-Tested)","USD",0.12,4.78,0.27,0.14,177
"StatTrak™ MP5-SD | Necro Jr. (Minimal Wear)","USD",0.27,13.13,0.87,0.36,71
"StatTrak™ MP5-SD | Necro Jr. (Well-Worn)","USD",0.11,3.98,0.32,0.13,124
"StatTrak™ MP5-SD | Phosphor (Battle-Scarred)","USD",6.81,11.7,8.23,7.22,4
"StatTrak™ MP5-SD | Phosphor (Factory New)","USD",41.22,59.4,50.77,52.05,11
"StatTrak™ MP5-SD | Phosphor (Field-Tested)","USD",7.52,35.83,12.02,8.5,8
"StatTrak™ MP5-SD | Phosphor (Minimal Wear)","USD",14.9,41.82,24.14,18.71,9
"StatTrak™ MP5-SD | Phosphor (Well-Worn)","USD",9.99,19.11,13.29,12.61,6
"StatTrak™ MP5-SD | Statics (Battle-Scarred)","USD",0.24,2.39,0.51,0.27,17
"StatTrak™ MP5-SD | Statics (Factory New)","USD",4.0,18.83,7.38,4.71,10
"StatTrak™ MP5-SD | Statics (Field-Tested)","USD",0.35,1.41,0.63,0.38,36
"StatTrak™ MP5-SD | Statics (Minimal Wear)","USD",0.73,2.35,0.98,0.94,34
"StatTrak™ MP5-SD | Statics (Well-Worn)","USD",0.24,0.36,0.27,0.26,13
"StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred)","USD",6.34,17.91,8.08,6.63,9
"StatTrak™ MP7 | Abyssal Apparition (Factory New)","USD",69.11,159.47,112.63,110.97,4
"StatTrak™ MP7 | Abyssal Apparition (Field-Tested)","USD",6.82,106.94,17.47,10.73,43
"StatTrak™ MP7 | Abyssal Apparition (Minimal Wear)","USD",10.43,35.83,22.57,23.22,19
"StatTrak™ MP7 | Abyssal Apparition (Well-Worn)","USD",6.51,13.31,8.13,6.69,10
"StatTrak™ MP7 | Akoben (Battle-Scarred)","USD",1.73,2.88,2.07,1.73,7
"StatTrak™ MP7 | Akoben (Factory New)","USD",2.56,28.86,6.88,3.38,8
"StatTrak™ MP7 | Akoben (Field-Tested)","USD",0.97,10.16,1.9,1.18,17
"StatTrak™ MP7 | Akoben (Minimal Wear)","USD",1.66,19.72,4.5,1.94,9
"StatTrak™ MP7 | Armor Core (Factory New)","USD",5.54,54.74,12.32,7.05,18
"StatTrak™ MP7 | Armor Core (Field-Tested)","USD",1.29,14.94,2.63,1.46,17
"StatTrak™ MP7 | Armor Core (Minimal Wear)","USD",2.59,2.6,2.59,2.59,4
"StatTrak™ MP7 | Armor Core (Well-Worn)","USD",1.31,1.8,1.57,1.57,2
"StatTrak™ MP7 | Bloodsport (Battle-Scarred)","USD",34.97,240.85,59.77,46.76,23
"StatTrak™ MP7 | Bloodsport (Factory New)","USD",70.43,298.72,119.53,96.19,22
"StatTrak™ MP7 | Bloodsport (Field-Tested)","USD",34.21,80.92,42.56,39.0,27
"StatTrak™ MP7 | Bloodsport (Minimal Wear)","USD",39.42,95.59,52.28,45.49,30
"StatTrak™ MP7 | Cirrus (Battle-Scarred)","USD",2.88,11.95,4.44,2.89,7
"StatTrak™ MP7 | Cirrus (Factory New)","USD",16.8,42.97,22.09,16.9,5
"StatTrak™ MP7 | Cirrus (Field-Tested)","USD",2.72,13.74,5.04,3.26,13
"StatTrak™ MP7 | Cirrus (Minimal Wear)","USD",6.0,29.87,13.48,12.65,22
"StatTrak™ MP7 | Cirrus (Well-Worn)","USD",10.11,10.11,10.11,10.11,2
"StatTrak™ MP7 | Guerrilla (Battle-Scarred)","USD",1.3,7.95,3.69,2.95,33
"StatTrak™ MP7 | Guerrilla (Factory New)","USD",10.6,292.23,70.07,14.37,5
"StatTrak™ MP7 | Guerrilla (Field-Tested)","USD",2.09,4.49,3.08,3.18,5
"StatTrak™ MP7 | Guerrilla (Minimal Wear)","USD",5.48,13.26,12.06,13.05,7
"StatTrak™ MP7 | Guerrilla (Well-Worn)","USD",1.63,2.47,2.01,1.94,3
"StatTrak™ MP7 | Impire (Factory New)","USD",18.32,28.68,23.26,22.81,3
"StatTrak™ MP7 | Impire (Field-Tested)","USD",8.67,8.67,8.67,8.67,1
"StatTrak™ MP7 | Impire (Minimal Wear)","USD",20.67,43.05,23.99,20.85,7
"StatTrak™ MP7 | Impire (Well-Worn)","USD",109.47,109.47,109.47,109.47,1
"StatTrak™ MP7 | Just Smile (Battle-Scarred)","USD",1.29,2.95,1.55,1.39,45
